['00065', '00065_0005799_cnn_inception100.csv', '4.29244e-06']
['00001', '00001_0001302_cnn_inception100.csv', '1.77197e-06']
['00267', '00267_0005136_cnn_inception100.csv', '5.48171e-07']
['00135', '00135_0001728_cnn_inception100.csv', '0.00137849']
['00280', '00280_0003839_cnn_inception100.csv', '2.01569e-05']
['00229', '00229_0002611_cnn_inception100.csv', '0.00400641']
['00402', '00402_0003426_cnn_inception100.csv', '0.000334125']
['00094', '00094_0009274_cnn_inception100.csv', '0.00574884']
['00492', '00492_0002672_cnn_inception100.csv', '0.00260893']
['00345', '00345_0002996_cnn_inception100.csv', '3.96407e-05']
['00327', '00327_0000018_cnn_inception100.csv', '0.00312026']
['00428', '00428_0005964_cnn_inception100.csv', '1.16695e-05']
['00859', '00859_0000004_cnn_inception100.csv', '0.00229923']
['00604', '00604_0000939_cnn_inception100.csv', '0.000299581']
['00749', '00749_0002773_cnn_inception100.csv', '0.00193023']
['00997', '00997_0006079_cnn_inception100.csv', '0.002912']
['00595', '00595_0003952_cnn_inception100.csv', '3.03977e-07']
['00807', '00807_0012220_cnn_inception100.csv', '0.00114755']
['00579', '00579_0002253_cnn_inception100.csv', '0.00367291']
['00903', '00903_0000792_cnn_inception100.csv', '0.00251739']
['00552', '00552_0002148_cnn_inception100.csv', '0.00480069']
['00961', '00961_0004583_cnn_inception100.csv', '0.0019199']
['00530', '00530_0001198_cnn_inception100.csv', '7.36178e-05']
['00554', '00554_0003112_cnn_inception100.csv', '0.00217251']
['00792', '00792_0029578_cnn_inception100.csv', '0.00108663']
['00934', '00934_0007464_cnn_inception100.csv', '0.000753172']
['00677', '00677_0000978_cnn_inception100.csv', '0.00141849']
['00825', '00825_0002477_cnn_inception100.csv', '3.48818e-06']
['01251', '01251_0002224_cnn_inception100.csv', '0.00161261']
['01294', '01294_0003101_cnn_inception100.csv', '0.00119098']
['01455', '01455_0024662_cnn_inception100.csv', '0.000630121']
['01235', '01235_0004693_cnn_inception100.csv', '0.000780049']
['01040', '01040_0004426_cnn_inception100.csv', '5.91661e-05']
['01414', '01414_0002611_cnn_inception100.csv', '0.000733843']
['01301', '01301_0013759_cnn_inception100.csv', '0.00110432']
['01159', '01159_0002523_cnn_inception100.csv', '0.0176764']
['01124', '01124_0006390_cnn_inception100.csv', '9.67109e-08']
['01236', '01236_0000539_cnn_inception100.csv', '0.00162701']
['01443', '01443_0003578_cnn_inception100.csv', '0.00189376']
['01163', '01163_0001286_cnn_inception100.csv', '0.00377855']
['01356', '01356_0000759_cnn_inception100.csv', '0.000485787']
['01395', '01395_0005052_cnn_inception100.csv', '0.000214282']
['01542', '01542_0000851_cnn_inception100.csv', '0.021761']
['01633', '01633_0001901_cnn_inception100.csv', '7.45491e-05']
['01991', '01991_0004817_cnn_inception100.csv', '0.00107591']
['01953', '01953_0008444_cnn_inception100.csv', '0.00331661']
['01799', '01799_0054588_cnn_inception100.csv', '0.000344516']
['01945', '01945_0017138_cnn_inception100.csv', '0.00109142']
['01514', '01514_0001826_cnn_inception100.csv', '7.45446e-05']
['01582', '01582_0008673_cnn_inception100.csv', '0.00308484']
['01698', '01698_0001248_cnn_inception100.csv', '2.91893e-06']
['01639', '01639_0009790_cnn_inception100.csv', '5.34254e-07']
['01554', '01554_0000394_cnn_inception100.csv', '7.1869e-08']
['01902', '01902_0001548_cnn_inception100.csv', '0.0037679']
['01760', '01760_0001894_cnn_inception100.csv', '0.00425998']
['01539', '01539_0001997_cnn_inception100.csv', '0.000573211']
['02562', '02562_0001586_cnn_inception100.csv', '0.00164882']
['02705', '02705_0005628_cnn_inception100.csv', '0.001537']
['02876', '02876_0000707_cnn_inception100.csv', '3.06292e-06']
['02841', '02841_0000934_cnn_inception100.csv', '1.15567e-05']
['02807', '02807_0003420_cnn_inception100.csv', '0.000214446']
['02986', '02986_0000274_cnn_inception100.csv', '0.0027137']
['02943', '02943_0005986_cnn_inception100.csv', '0.0202421']
['02988', '02988_0007963_cnn_inception100.csv', '0.00016927']
['02524', '02524_0000915_cnn_inception100.csv', '0.000659734']
['02772', '02772_0006140_cnn_inception100.csv', '4.63258e-07']
['02730', '02730_0004914_cnn_inception100.csv', '0.000131927']
['02860', '02860_0005658_cnn_inception100.csv', '0.00174477']
['02913', '02913_0001433_cnn_inception100.csv', '0.0107919']
['02712', '02712_0001041_cnn_inception100.csv', '4.75203e-08']
['02519', '02519_0002746_cnn_inception100.csv', '0.00155564']
['02359', '02359_0008508_cnn_inception100.csv', '2.5428e-09']
['02276', '02276_0001204_cnn_inception100.csv', '0.000477777']
['02420', '02420_0009129_cnn_inception100.csv', '1.76601e-05']
['02494', '02494_0001634_cnn_inception100.csv', '0.00129722']
['02386', '02386_0002720_cnn_inception100.csv', '0.00149403']
['02380', '02380_0001756_cnn_inception100.csv', '0.00228343']
['02168', '02168_0008445_cnn_inception100.csv', '0.00396632']
['02013', '02013_0008413_cnn_inception100.csv', '0.00221525']
['02023', '02023_0000628_cnn_inception100.csv', '0.00428313']
['02408', '02408_0002661_cnn_inception100.csv', '0.00278879']
['03138', '03138_0006443_cnn_inception100.csv', '0.000590338']
['03360', '03360_0002688_cnn_inception100.csv', '0.000170523']
['03146', '03146_0006506_cnn_inception100.csv', '0.00873626']
['03387', '03387_0005740_cnn_inception100.csv', '0.00058506']
['03122', '03122_0007309_cnn_inception100.csv', '0.0043644']
['03253', '03253_0002232_cnn_inception100.csv', '0.000441592']
['03466', '03466_0011350_cnn_inception100.csv', '0.00325506']
['03478', '03478_0004496_cnn_inception100.csv', '0.0140511']
['03308', '03308_0001002_cnn_inception100.csv', '0.012737']
['03031', '03031_0005341_cnn_inception100.csv', '3.5539e-08']
['03408', '03408_0002294_cnn_inception100.csv', '0.00321248']
['03294', '03294_0008289_cnn_inception100.csv', '0.00110311']
['03052', '03052_0000414_cnn_inception100.csv', '0.000104901']
['03670', '03670_0005032_cnn_inception100.csv', '0.0078641']
['03974', '03974_0004188_cnn_inception100.csv', '0.000947637']
['03920', '03920_0004230_cnn_inception100.csv', '0.00478468']
['03986', '03986_0000979_cnn_inception100.csv', '0.000968389']
['03608', '03608_0000187_cnn_inception100.csv', '0.000718474']
['03636', '03636_0002530_cnn_inception100.csv', '0.00477396']
['03819', '03819_0005517_cnn_inception100.csv', '0.000513118']
['03534', '03534_0001170_cnn_inception100.csv', '0.000609233']
['03799', '03799_0005028_cnn_inception100.csv', '9.76495e-07']
['03869', '03869_0000635_cnn_inception100.csv', '0.000190811']
['04251', '04251_0010147_cnn_inception100.csv', '7.86403e-06']
['04097', '04097_0002593_cnn_inception100.csv', '6.68998e-05']
['04436', '04436_0006462_cnn_inception100.csv', '0.00230767']
['04364', '04364_0004133_cnn_inception100.csv', '5.30322e-05']
['04273', '04273_0001012_cnn_inception100.csv', '0.00262426']
['04482', '04482_0007376_cnn_inception100.csv', '0.00129023']
['04494', '04494_0004679_cnn_inception100.csv', '0.000490744']
['04444', '04444_0004726_cnn_inception100.csv', '0.000454355']
['04283', '04283_0002313_cnn_inception100.csv', '0.00279611']
['04805', '04805_0003831_cnn_inception100.csv', '0.00562268']
['04833', '04833_0000421_cnn_inception100.csv', '0.00200141']
['04858', '04858_0002626_cnn_inception100.csv', '0.000211421']
['04604', '04604_0000111_cnn_inception100.csv', '2.92916e-05']
['04723', '04723_0002699_cnn_inception100.csv', '0.00065492']
['04504', '04504_0009250_cnn_inception100.csv', '0.00135973']
['04844', '04844_0000426_cnn_inception100.csv', '0.00764407']
['04617', '04617_0035615_cnn_inception100.csv', '0.000232608']
['04688', '04688_0002471_cnn_inception100.csv', '4.03064e-07']
['04600', '04600_0002149_cnn_inception100.csv', '0.0132686']
['04781', '04781_0009439_cnn_inception100.csv', '7.4588e-05']
['04823', '04823_0000956_cnn_inception100.csv', '0.00536103']
['05346', '05346_0008494_cnn_inception100.csv', '0.00286416']
['05313', '05313_0003240_cnn_inception100.csv', '0.00358323']
['05437', '05437_0004872_cnn_inception100.csv', '0.00103262']
['05091', '05091_0003216_cnn_inception100.csv', '6.66909e-07']
['05439', '05439_0006182_cnn_inception100.csv', '0.000871714']
['05006', '05006_0008962_cnn_inception100.csv', '0.00137539']
['05436', '05436_0004429_cnn_inception100.csv', '0.00238021']
['05216', '05216_0002509_cnn_inception100.csv', '0.00218069']
['05288', '05288_0001650_cnn_inception100.csv', '0.00168556']
['05210', '05210_0001629_cnn_inception100.csv', '0.00337272']
['05317', '05317_0002925_cnn_inception100.csv', '0.0013851']
['05057', '05057_0010088_cnn_inception100.csv', '0.00126418']
['05230', '05230_0001245_cnn_inception100.csv', '0.00384034']
['05045', '05045_0000996_cnn_inception100.csv', '0.00357541']
