['00402', '00402_0003426_cnn_inception100.csv', '3.66599e-06']
['00095', '00095_0016518_cnn_inception100.csv', '0.00350476']
['00332', '00332_0003399_cnn_inception100.csv', '0.0100209']
['00155', '00155_0001467_cnn_inception100.csv', '0.000669679']
['00081', '00081_0001782_cnn_inception100.csv', '0.00200908']
['00741', '00741_0007355_cnn_inception100.csv', '0.000966796']
['01257', '01257_0000063_cnn_inception100.csv', '0.000913956']
['01391', '01391_0000077_cnn_inception100.csv', '0.0278438']
['01386', '01386_0008011_cnn_inception100.csv', '0.00644935']
['01329', '01329_0004810_cnn_inception100.csv', '0.000267016']
['01351', '01351_0002024_cnn_inception100.csv', '0.00120728']
['01356', '01356_0000759_cnn_inception100.csv', '0.000805237']
['01368', '01368_0000389_cnn_inception100.csv', '0.00291894']
['01844', '01844_0001078_cnn_inception100.csv', '0.0138675']
['01842', '01842_0000387_cnn_inception100.csv', '0.00217316']
['01681', '01681_0038684_cnn_inception100.csv', '0.00110203']
['01952', '01952_0003663_cnn_inception100.csv', '0.000902125']
['02967', '02967_0071745_cnn_inception100.csv', '0.000890054']
['02733', '02733_0009398_cnn_inception100.csv', '0.000155143']
['02225', '02225_0004712_cnn_inception100.csv', '0.000742455']
['02467', '02467_0000658_cnn_inception100.csv', '0.00170856']
['02344', '02344_0001304_cnn_inception100.csv', '0.00209161']
['02309', '02309_0000064_cnn_inception100.csv', '0.000660554']
['03089', '03089_0000696_cnn_inception100.csv', '0.00162695']
['03418', '03418_0000277_cnn_inception100.csv', '0.00251602']
['03496', '03496_0007264_cnn_inception100.csv', '0.00137012']
['03571', '03571_0003475_cnn_inception100.csv', '0.07492']
['03807', '03807_0001085_cnn_inception100.csv', '0.00222937']
['03842', '03842_0007057_cnn_inception100.csv', '0.00150252']
['03875', '03875_0001391_cnn_inception100.csv', '0.00181248']
['03954', '03954_0019171_cnn_inception100.csv', '0.00305555']
['03659', '03659_0002096_cnn_inception100.csv', '0.000423768']
['04407', '04407_0004473_cnn_inception100.csv', '0.000178775']
['04167', '04167_0000694_cnn_inception100.csv', '0.00223458']
['04005', '04005_0010221_cnn_inception100.csv', '0.0037']
['04445', '04445_0007913_cnn_inception100.csv', '0.00116625']
['04947', '04947_0000526_cnn_inception100.csv', '0.00824257']
['04842', '04842_0027325_cnn_inception100.csv', '0.00213153']
['04716', '04716_0003732_cnn_inception100.csv', '0.000991593']
['05116', '05116_0031875_cnn_inception100.csv', '0.000373533']
['05426', '05426_0004623_cnn_inception100.csv', '0.00205157']
['05045', '05045_0000996_cnn_inception100.csv', '0.00106524']
['05924', '05924_0001910_cnn_inception100.csv', '0.00167737']
['05857', '05857_0016475_cnn_inception100.csv', '0.00115461']
['06122', '06122_0008263_cnn_inception100.csv', '0.000596292']
['06499', '06499_0007109_cnn_inception100.csv', '0.00315365']
['06006', '06006_0005532_cnn_inception100.csv', '0.00170314']
['06142', '06142_0003902_cnn_inception100.csv', '0.000831957']
['06591', '06591_0002980_cnn_inception100.csv', '0.00263989']
['06812', '06812_0001272_cnn_inception100.csv', '0.00103002']
['06788', '06788_0005764_cnn_inception100.csv', '0.00154149']
['06917', '06917_0012158_cnn_inception100.csv', '0.000999289']
['06938', '06938_0000195_cnn_inception100.csv', '0.00198574']
['06874', '06874_0000848_cnn_inception100.csv', '0.00249918']
['06632', '06632_0004310_cnn_inception100.csv', '0.00241496']
['06977', '06977_0004830_cnn_inception100.csv', '0.00398017']
['06528', '06528_0000150_cnn_inception100.csv', '0.00200684']
['07004', '07004_0001016_cnn_inception100.csv', '0.00244963']
['07341', '07341_0000226_cnn_inception100.csv', '0.00229898']
