['00294', '00294_0004730_cnn_inception100.csv', '0.00777776']
['00218', '00218_0016202_cnn_inception100.csv', '0.00204654']
['00237', '00237_0002615_cnn_inception100.csv', '0.000252497']
['00392', '00392_0002099_cnn_inception100.csv', '0.00190192']
['00164', '00164_0001329_cnn_inception100.csv', '0.00836077']
['00444', '00444_0005707_cnn_inception100.csv', '0.00154643']
['01000', '01000_0002067_cnn_inception100.csv', '0.00205676']
['00680', '00680_0000543_cnn_inception100.csv', '0.00561194']
['00630', '00630_0002207_cnn_inception100.csv', '0.000621627']
['00711', '00711_0003573_cnn_inception100.csv', '0.00251068']
['00917', '00917_0001517_cnn_inception100.csv', '0.00172538']
['01144', '01144_0006510_cnn_inception100.csv', '0.00081053']
['01083', '01083_0023586_cnn_inception100.csv', '0.0072998']
['01185', '01185_0007904_cnn_inception100.csv', '0.0225289']
['01345', '01345_0018052_cnn_inception100.csv', '0.00798866']
['01050', '01050_0008970_cnn_inception100.csv', '0.00445095']
['01493', '01493_0004610_cnn_inception100.csv', '0.00151637']
['01579', '01579_0005968_cnn_inception100.csv', '0.00179496']
['01647', '01647_0007839_cnn_inception100.csv', '0.00161032']
['01959', '01959_0004362_cnn_inception100.csv', '0.00622226']
['02905', '02905_0001873_cnn_inception100.csv', '0.00116967']
['02613', '02613_0002711_cnn_inception100.csv', '0.00198771']
['02787', '02787_0003808_cnn_inception100.csv', '0.000465213']
['02549', '02549_0017210_cnn_inception100.csv', '0.0145346']
['02560', '02560_0006184_cnn_inception100.csv', '0.00166203']
['02688', '02688_0000798_cnn_inception100.csv', '0.125533']
['02861', '02861_0005314_cnn_inception100.csv', '0.0056222']
['02580', '02580_0000226_cnn_inception100.csv', '0.0023657']
['02516', '02516_0002125_cnn_inception100.csv', '0.00373341']
['02410', '02410_0021091_cnn_inception100.csv', '0.00201867']
['02149', '02149_0004505_cnn_inception100.csv', '6.66032e-05']
['02078', '02078_0005123_cnn_inception100.csv', '0.0082736']
['02482', '02482_0005267_cnn_inception100.csv', '0.00167421']
['02465', '02465_0003327_cnn_inception100.csv', '0.00120236']
['02437', '02437_0003368_cnn_inception100.csv', '0.000826178']
['02401', '02401_0016715_cnn_inception100.csv', '0.00310053']
['03016', '03016_0005881_cnn_inception100.csv', '0.000142401']
['03410', '03410_0002463_cnn_inception100.csv', '0.00684607']
['03045', '03045_0013405_cnn_inception100.csv', '0.0016431']
['03345', '03345_0005680_cnn_inception100.csv', '0.00060512']
['03258', '03258_0017835_cnn_inception100.csv', '0.00389383']
['03601', '03601_0078883_cnn_inception100.csv', '0.0227771']
['03996', '03996_0006982_cnn_inception100.csv', '0.00373997']
['04012', '04012_0011276_cnn_inception100.csv', '0.00384239']
['04297', '04297_0004781_cnn_inception100.csv', '0.00232809']
['04434', '04434_0001972_cnn_inception100.csv', '0.0102243']
['04493', '04493_0003889_cnn_inception100.csv', '0.000660533']
['04185', '04185_0004005_cnn_inception100.csv', '0.00340602']
['04428', '04428_0002387_cnn_inception100.csv', '0.00360043']
['04730', '04730_0003986_cnn_inception100.csv', '0.00119435']
['04825', '04825_0004701_cnn_inception100.csv', '0.0024278']
['05096', '05096_0001176_cnn_inception100.csv', '0.0196258']
['05099', '05099_0003416_cnn_inception100.csv', '0.00567713']
['05012', '05012_0014152_cnn_inception100.csv', '0.00254304']
['05135', '05135_0001763_cnn_inception100.csv', '0.00260112']
['05300', '05300_0017258_cnn_inception100.csv', '0.0126603']
['05399', '05399_0005680_cnn_inception100.csv', '0.00375895']
['05193', '05193_0000767_cnn_inception100.csv', '0.0059083']
['05915', '05915_0005930_cnn_inception100.csv', '0.00576851']
['05693', '05693_0004490_cnn_inception100.csv', '0.00146103']
['05851', '05851_0001943_cnn_inception100.csv', '0.00375528']
['05569', '05569_0004228_cnn_inception100.csv', '0.0138486']
['05955', '05955_0001840_cnn_inception100.csv', '0.00257209']
['05684', '05684_0005029_cnn_inception100.csv', '0.0029663']
['05554', '05554_0002742_cnn_inception100.csv', '0.00367797']
['06357', '06357_0009907_cnn_inception100.csv', '0.00248147']
['06369', '06369_0015644_cnn_inception100.csv', '0.00284089']
['06197', '06197_0001283_cnn_inception100.csv', '0.000949531']
['06475', '06475_0009803_cnn_inception100.csv', '0.00306159']
['06428', '06428_0004210_cnn_inception100.csv', '0.00210404']
['06328', '06328_0013708_cnn_inception100.csv', '0.0210595']
['06227', '06227_0001354_cnn_inception100.csv', '0.00260204']
['06961', '06961_0003054_cnn_inception100.csv', '0.00345304']
['06848', '06848_0003789_cnn_inception100.csv', '0.00678456']
['06877', '06877_0008068_cnn_inception100.csv', '0.00644207']
['06677', '06677_0003945_cnn_inception100.csv', '0.00106476']
['06579', '06579_0001637_cnn_inception100.csv', '0.0019096']
['06901', '06901_0008434_cnn_inception100.csv', '0.00453819']
['06617', '06617_0007725_cnn_inception100.csv', '0.00154175']
['06575', '06575_0003939_cnn_inception100.csv', '0.00533654']
['06580', '06580_0002487_cnn_inception100.csv', '0.010198']
['07302', '07302_0000340_cnn_inception100.csv', '0.00158289']
['07146', '07146_0012097_cnn_inception100.csv', '0.00290861']
['07253', '07253_0004439_cnn_inception100.csv', '0.00118162']
['07099', '07099_0001718_cnn_inception100.csv', '0.00192172']
['07464', '07464_0005283_cnn_inception100.csv', '0.00268789']
