['00292', '00292_0003647_cnn_inception100.csv', '0.00339531']
['00312', '00312_0012821_cnn_inception100.csv', '0.0552228']
['00118', '00118_0006078_cnn_inception100.csv', '0.00214487']
['00242', '00242_0005595_cnn_inception100.csv', '0.00315502']
['00470', '00470_0003699_cnn_inception100.csv', '0.00070258']
['00206', '00206_0005007_cnn_inception100.csv', '2.84045e-05']
['00136', '00136_0019106_cnn_inception100.csv', '0.00216612']
['00190', '00190_0010090_cnn_inception100.csv', '0.00160193']
['00722', '00722_0000086_cnn_inception100.csv', '1.19913e-05']
['00502', '00502_0000011_cnn_inception100.csv', '2.16982e-05']
['00955', '00955_0008302_cnn_inception100.csv', '0.000930386']
['00609', '00609_0000072_cnn_inception100.csv', '0.00256967']
['00916', '00916_0000485_cnn_inception100.csv', '0.00915126']
['00767', '00767_0002623_cnn_inception100.csv', '0.00655512']
['00758', '00758_0003539_cnn_inception100.csv', '0.000913591']
['00968', '00968_0004645_cnn_inception100.csv', '0.00294053']
['00647', '00647_0000066_cnn_inception100.csv', '0.00139008']
['01144', '01144_0006510_cnn_inception100.csv', '0.00091998']
['01469', '01469_0004873_cnn_inception100.csv', '0.00110479']
['01494', '01494_0000001_cnn_inception100.csv', '0.000808476']
['01420', '01420_0006671_cnn_inception100.csv', '0.00965164']
['01223', '01223_0005302_cnn_inception100.csv', '0.00261975']
['01139', '01139_0012430_cnn_inception100.csv', '5.94291e-05']
['01545', '01545_0084176_cnn_inception100.csv', '0.00231148']
['01714', '01714_0011721_cnn_inception100.csv', '0.00401317']
['01834', '01834_0007907_cnn_inception100.csv', '0.000955199']
['01672', '01672_0007534_cnn_inception100.csv', '0.000180666']
['01999', '01999_0007939_cnn_inception100.csv', '0.00426668']
['01550', '01550_0000273_cnn_inception100.csv', '0.0037977']
['01534', '01534_0003802_cnn_inception100.csv', '0.000108911']
['01716', '01716_0005329_cnn_inception100.csv', '0.000944793']
['01787', '01787_0011221_cnn_inception100.csv', '0.00126189']
['01919', '01919_0005529_cnn_inception100.csv', '0.00240416']
['01974', '01974_0006951_cnn_inception100.csv', '0.00413472']
['01837', '01837_0001618_cnn_inception100.csv', '0.000154927']
['01813', '01813_0008870_cnn_inception100.csv', '0.00134431']
['02838', '02838_0001222_cnn_inception100.csv', '0.0001899']
['02541', '02541_0001900_cnn_inception100.csv', '0.00989282']
['02989', '02989_0005603_cnn_inception100.csv', '0.00147423']
['02997', '02997_0000399_cnn_inception100.csv', '0.00164369']
['02559', '02559_0005257_cnn_inception100.csv', '0.00103613']
['02592', '02592_0006962_cnn_inception100.csv', '0.000665215']
['02805', '02805_0004908_cnn_inception100.csv', '0.000811084']
['02851', '02851_0002618_cnn_inception100.csv', '0.000348617']
['02239', '02239_0000103_cnn_inception100.csv', '0.00508458']
['02095', '02095_0001914_cnn_inception100.csv', '0.00130461']
['02354', '02354_0004883_cnn_inception100.csv', '0.0581209']
['02281', '02281_0000305_cnn_inception100.csv', '0.0025849']
['02385', '02385_0005001_cnn_inception100.csv', '5.7294e-05']
['03107', '03107_0000220_cnn_inception100.csv', '0.00196852']
['03154', '03154_0002321_cnn_inception100.csv', '0.0011497']
['03101', '03101_0024467_cnn_inception100.csv', '0.00134461']
['03057', '03057_0007128_cnn_inception100.csv', '0.00286695']
['03404', '03404_0004506_cnn_inception100.csv', '0.000494499']
['03457', '03457_0005008_cnn_inception100.csv', '0.000539134']
['03007', '03007_0002695_cnn_inception100.csv', '0.00291787']
['03565', '03565_0004440_cnn_inception100.csv', '0.000552296']
['03522', '03522_0001787_cnn_inception100.csv', '0.000702692']
['03639', '03639_0006380_cnn_inception100.csv', '0.000504023']
['03863', '03863_0003705_cnn_inception100.csv', '1.21045e-05']
['03806', '03806_0000238_cnn_inception100.csv', '0.00240128']
['03621', '03621_0001745_cnn_inception100.csv', '0.00130625']
['03888', '03888_0002469_cnn_inception100.csv', '0.00104452']
['03687', '03687_0003185_cnn_inception100.csv', '0.000332441']
['03550', '03550_0003069_cnn_inception100.csv', '0.000108088']
['03544', '03544_0001831_cnn_inception100.csv', '1.85557e-05']
['03581', '03581_0004982_cnn_inception100.csv', '0.00200009']
['03542', '03542_0042928_cnn_inception100.csv', '0.0025189']
['03656', '03656_0002015_cnn_inception100.csv', '0.00122011']
['04340', '04340_0005971_cnn_inception100.csv', '0.000101244']
['04336', '04336_0002054_cnn_inception100.csv', '0.00433546']
['04210', '04210_0003206_cnn_inception100.csv', '0.000234658']
['04484', '04484_0004177_cnn_inception100.csv', '0.000815437']
['04305', '04305_0000103_cnn_inception100.csv', '0.000129684']
['04139', '04139_0003784_cnn_inception100.csv', '0.000826718']
['04155', '04155_0005920_cnn_inception100.csv', '0.000434583']
['04027', '04027_0005749_cnn_inception100.csv', '0.000317014']
['04417', '04417_0002529_cnn_inception100.csv', '1.1293e-05']
['04635', '04635_0001779_cnn_inception100.csv', '0.00119265']
['04693', '04693_0002529_cnn_inception100.csv', '0.000697609']
['04940', '04940_0001030_cnn_inception100.csv', '0.000785375']
['04713', '04713_0003579_cnn_inception100.csv', '0.00463556']
['04901', '04901_0007440_cnn_inception100.csv', '0.0304763']
['05187', '05187_0003876_cnn_inception100.csv', '0.0123283']
['05203', '05203_0005009_cnn_inception100.csv', '1.99875e-05']
['05339', '05339_0000218_cnn_inception100.csv', '0.0148887']
['05179', '05179_0022064_cnn_inception100.csv', '3.7403e-06']
['05241', '05241_0000016_cnn_inception100.csv', '0.000257308']
['05214', '05214_0016101_cnn_inception100.csv', '0.00054126']
['05197', '05197_0003356_cnn_inception100.csv', '0.000476499']
['05946', '05946_0001312_cnn_inception100.csv', '0.00176102']
['05741', '05741_0002021_cnn_inception100.csv', '0.00433447']
['05627', '05627_0006616_cnn_inception100.csv', '2.70903e-05']
['05549', '05549_0002374_cnn_inception100.csv', '0.000556727']
['05981', '05981_0001713_cnn_inception100.csv', '0.00506541']
['05515', '05515_0008232_cnn_inception100.csv', '0.00136894']
['05898', '05898_0011474_cnn_inception100.csv', '0.00401711']
['05622', '05622_0004262_cnn_inception100.csv', '0.000841933']
['06426', '06426_0000775_cnn_inception100.csv', '0.00121853']
['06043', '06043_0039700_cnn_inception100.csv', '0.0020443']
['06247', '06247_0004081_cnn_inception100.csv', '0.00137984']
['06238', '06238_0000310_cnn_inception100.csv', '0.00187463']
['06149', '06149_0006153_cnn_inception100.csv', '0.00126282']
['06307', '06307_0010250_cnn_inception100.csv', '0.000134356']
['06363', '06363_0005129_cnn_inception100.csv', '0.00170275']
['06479', '06479_0005397_cnn_inception100.csv', '0.00108801']
['06441', '06441_0002890_cnn_inception100.csv', '0.000309927']
['06250', '06250_0005717_cnn_inception100.csv', '0.000272898']
['06293', '06293_0001269_cnn_inception100.csv', '0.00212819']
['06766', '06766_0001837_cnn_inception100.csv', '0.135454']
['06670', '06670_0007528_cnn_inception100.csv', '0.000196139']
['06641', '06641_0007295_cnn_inception100.csv', '0.054673']
['06854', '06854_0001787_cnn_inception100.csv', '0.000255203']
['06717', '06717_0004578_cnn_inception100.csv', '0.00373959']
['06755', '06755_0001594_cnn_inception100.csv', '0.00935403']
['06694', '06694_0004365_cnn_inception100.csv', '5.21255e-05']
['06979', '06979_0003191_cnn_inception100.csv', '0.000184239']
['07249', '07249_0001124_cnn_inception100.csv', '0.00541616']
['07360', '07360_0026955_cnn_inception100.csv', '0.0137551']
['07290', '07290_0002081_cnn_inception100.csv', '0.00776488']
['07402', '07402_0009554_cnn_inception100.csv', '3.08679e-06']
['07217', '07217_0000405_cnn_inception100.csv', '0.000643229']
['07354', '07354_0003695_cnn_inception100.csv', '0.00285995']
['07292', '07292_0010216_cnn_inception100.csv', '0.000243455']
