['00310', '00310_0002387_cnn_inception100.csv', '8.79556e-05']
['00392', '00392_0002099_cnn_inception100.csv', '0.00139103']
['00164', '00164_0001329_cnn_inception100.csv', '0.00277202']
['00222', '00222_0014217_cnn_inception100.csv', '0.00042824']
['00801', '00801_0004142_cnn_inception100.csv', '0.00196755']
['00711', '00711_0003573_cnn_inception100.csv', '0.00317961']
['00870', '00870_0000892_cnn_inception100.csv', '0.00255964']
['01009', '01009_0003843_cnn_inception100.csv', '0.00162491']
['01185', '01185_0007904_cnn_inception100.csv', '0.00616296']
['01050', '01050_0008970_cnn_inception100.csv', '0.00273698']
['01200', '01200_0013262_cnn_inception100.csv', '0.00183956']
['01575', '01575_0007468_cnn_inception100.csv', '0.00176113']
['01504', '01504_0004352_cnn_inception100.csv', '0.00395299']
['01579', '01579_0005968_cnn_inception100.csv', '0.00179274']
['01647', '01647_0007839_cnn_inception100.csv', '0.00379518']
['01959', '01959_0004362_cnn_inception100.csv', '0.00357075']
['02549', '02549_0017210_cnn_inception100.csv', '0.029202']
['02688', '02688_0000798_cnn_inception100.csv', '0.00262683']
['02138', '02138_0014127_cnn_inception100.csv', '0.000150092']
['02254', '02254_0004802_cnn_inception100.csv', '0.000715757']
['02078', '02078_0005123_cnn_inception100.csv', '0.0027152']
['02413', '02413_0004194_cnn_inception100.csv', '0.00253817']
['02499', '02499_0028229_cnn_inception100.csv', '0.0017166']
['02437', '02437_0003368_cnn_inception100.csv', '0.000124326']
['02401', '02401_0016715_cnn_inception100.csv', '0.00289068']
['03350', '03350_0003430_cnn_inception100.csv', '0.00421326']
['03201', '03201_0006645_cnn_inception100.csv', '0.00310223']
['03885', '03885_0005714_cnn_inception100.csv', '0.000565884']
['04294', '04294_0008116_cnn_inception100.csv', '0.000407273']
['04493', '04493_0003889_cnn_inception100.csv', '0.000783822']
['04185', '04185_0004005_cnn_inception100.csv', '0.00248079']
['04500', '04500_0005153_cnn_inception100.csv', '0.00675961']
['04766', '04766_0001622_cnn_inception100.csv', '0.00296468']
['05096', '05096_0001176_cnn_inception100.csv', '0.00402476']
['05012', '05012_0014152_cnn_inception100.csv', '0.0105932']
['05193', '05193_0000767_cnn_inception100.csv', '0.00166105']
['05915', '05915_0005930_cnn_inception100.csv', '0.0019331']
['05569', '05569_0004228_cnn_inception100.csv', '0.00530246']
['05684', '05684_0005029_cnn_inception100.csv', '0.00144584']
['05994', '05994_0004843_cnn_inception100.csv', '0.00414806']
['06369', '06369_0015644_cnn_inception100.csv', '0.00455859']
['06197', '06197_0001283_cnn_inception100.csv', '0.00362287']
['06579', '06579_0001637_cnn_inception100.csv', '0.0164715']
['06799', '06799_0001307_cnn_inception100.csv', '0.00182473']
