['00249', '00249_0005488_cnn_inception100.csv', '0.00204894']
['00907', '00907_0012059_cnn_inception100.csv', '0.00858901']
['00760', '00760_0005901_cnn_inception100.csv', '0.00164634']
['01353', '01353_0002369_cnn_inception100.csv', '0.00381119']
['01125', '01125_0005020_cnn_inception100.csv', '0.000532278']
['01726', '01726_0004629_cnn_inception100.csv', '0.00484574']
['02801', '02801_0002403_cnn_inception100.csv', '0.000645296']
['02664', '02664_0001165_cnn_inception100.csv', '0.04659']
['02819', '02819_0018240_cnn_inception100.csv', '0.0153901']
['02215', '02215_0000709_cnn_inception100.csv', '0.000352145']
['02321', '02321_0003371_cnn_inception100.csv', '0.00209883']
['02341', '02341_0003808_cnn_inception100.csv', '0.00549437']
['03353', '03353_0001339_cnn_inception100.csv', '0.00568793']
['03520', '03520_0001817_cnn_inception100.csv', '0.00155664']
['04875', '04875_0004674_cnn_inception100.csv', '0.0159311']
['04718', '04718_0008813_cnn_inception100.csv', '0.00036142']
['05131', '05131_0004111_cnn_inception100.csv', '0.00165568']
['05923', '05923_0000603_cnn_inception100.csv', '0.00502556']
['06487', '06487_0003450_cnn_inception100.csv', '0.045313']
['06744', '06744_0004848_cnn_inception100.csv', '0.00151878']
['07173', '07173_0001829_cnn_inception100.csv', '0.000212703']
