['00402', '00402_0003426_cnn_inception100.csv', '7.75059e-05']
['00492', '00492_0002672_cnn_inception100.csv', '0.0039992']
['00345', '00345_0002996_cnn_inception100.csv', '4.30677e-05']
['00866', '00866_0005554_cnn_inception100.csv', '0.00313833']
['00592', '00592_0008835_cnn_inception100.csv', '0.00556255']
['00677', '00677_0000978_cnn_inception100.csv', '0.000606887']
['01413', '01413_0007662_cnn_inception100.csv', '0.00441316']
['01214', '01214_0004844_cnn_inception100.csv', '0.000666205']
['01163', '01163_0001286_cnn_inception100.csv', '0.00173641']
['01984', '01984_0004141_cnn_inception100.csv', '0.0026289']
['01633', '01633_0001901_cnn_inception100.csv', '0.0214141']
['01582', '01582_0008673_cnn_inception100.csv', '0.00113277']
['01636', '01636_0006065_cnn_inception100.csv', '0.0222977']
['01537', '01537_0000834_cnn_inception100.csv', '0.00196267']
['02073', '02073_0000264_cnn_inception100.csv', '0.00126637']
['02277', '02277_0025785_cnn_inception100.csv', '8.87776e-06']
['03042', '03042_0005479_cnn_inception100.csv', '0.0053057']
['03343', '03343_0002057_cnn_inception100.csv', '0.000569766']
['03239', '03239_0003816_cnn_inception100.csv', '0.00104659']
['03478', '03478_0004496_cnn_inception100.csv', '0.00301717']
['03111', '03111_0012830_cnn_inception100.csv', '0.120136']
['03267', '03267_0000187_cnn_inception100.csv', '0.00513426']
['03624', '03624_0004631_cnn_inception100.csv', '0.00158279']
['03690', '03690_0001676_cnn_inception100.csv', '0.00128577']
['03636', '03636_0002530_cnn_inception100.csv', '0.00138593']
['03821', '03821_0003038_cnn_inception100.csv', '0.108951']
['03869', '03869_0000635_cnn_inception100.csv', '0.000318713']
['04097', '04097_0002593_cnn_inception100.csv', '0.747516']
['04438', '04438_0004944_cnn_inception100.csv', '0.000386604']
['04266', '04266_0010742_cnn_inception100.csv', '0.00446671']
['04187', '04187_0006239_cnn_inception100.csv', '0.000569296']
['04272', '04272_0008098_cnn_inception100.csv', '0.00123052']
['04319', '04319_0002187_cnn_inception100.csv', '0.00425301']
['04444', '04444_0004726_cnn_inception100.csv', '0.00175225']
['04858', '04858_0002626_cnn_inception100.csv', '0.0425856']
['04900', '04900_0008170_cnn_inception100.csv', '0.00732233']
['04810', '04810_0004955_cnn_inception100.csv', '0.000925819']
['04944', '04944_0016761_cnn_inception100.csv', '0.00453039']
['04950', '04950_0004065_cnn_inception100.csv', '0.00764044']
['05259', '05259_0003400_cnn_inception100.csv', '0.00363804']
['05052', '05052_0003031_cnn_inception100.csv', '0.0315708']
['05273', '05273_0005187_cnn_inception100.csv', '0.00244106']
['05035', '05035_0002275_cnn_inception100.csv', '0.000717484']
['05526', '05526_0010203_cnn_inception100.csv', '0.00659437']
['05611', '05611_0006567_cnn_inception100.csv', '0.00127661']
['05931', '05931_0004761_cnn_inception100.csv', '0.00211669']
['05772', '05772_0024069_cnn_inception100.csv', '3.48963e-05']
['05806', '05806_0003697_cnn_inception100.csv', '0.101217']
['05676', '05676_0001636_cnn_inception100.csv', '0.00722377']
['05761', '05761_0008617_cnn_inception100.csv', '0.00583409']
['06395', '06395_0004632_cnn_inception100.csv', '0.000841255']
['06155', '06155_0000639_cnn_inception100.csv', '0.00854039']
['06081', '06081_0004200_cnn_inception100.csv', '0.000202775']
['06252', '06252_0006488_cnn_inception100.csv', '0.00876773']
['06465', '06465_0005069_cnn_inception100.csv', '0.000999597']
['06202', '06202_0001620_cnn_inception100.csv', '0.00335794']
['06680', '06680_0004875_cnn_inception100.csv', '0.00859219']
['06895', '06895_0004798_cnn_inception100.csv', '0.00288779']
['06922', '06922_0032512_cnn_inception100.csv', '0.00020743']
['07305', '07305_0002937_cnn_inception100.csv', '0.000291357']
['07243', '07243_0001030_cnn_inception100.csv', '0.000372205']
['07397', '07397_0019091_cnn_inception100.csv', '0.00277071']
['07001', '07001_0002740_cnn_inception100.csv', '0.0056263']
