['00014', '00014_0006149_cnn_inception100.csv', '9.26073e-05']
['00200', '00200_0000419_cnn_inception100.csv', '0.000573515']
['00198', '00198_0010994_cnn_inception100.csv', '0.000727634']
['00416', '00416_0001383_cnn_inception100.csv', '0.000715362']
['00804', '00804_0005644_cnn_inception100.csv', '0.00460209']
['00806', '00806_0006174_cnn_inception100.csv', '0.000110244']
['00536', '00536_0002656_cnn_inception100.csv', '0.00150073']
['01384', '01384_0001195_cnn_inception100.csv', '0.00267651']
['01332', '01332_0004942_cnn_inception100.csv', '0.000203353']
['01542', '01542_0000851_cnn_inception100.csv', '0.0018958']
['01626', '01626_0015480_cnn_inception100.csv', '0.00581064']
['01716', '01716_0005329_cnn_inception100.csv', '0.00201164']
['01808', '01808_0004590_cnn_inception100.csv', '0.000657618']
['01506', '01506_0006838_cnn_inception100.csv', '0.000132886']
['02759', '02759_0009295_cnn_inception100.csv', '2.69513e-06']
['02903', '02903_0006978_cnn_inception100.csv', '0.00181582']
['02828', '02828_0003873_cnn_inception100.csv', '0.00181392']
['02344', '02344_0001304_cnn_inception100.csv', '0.000148254']
['02025', '02025_0004788_cnn_inception100.csv', '0.00530068']
['03494', '03494_0001120_cnn_inception100.csv', '0.00246142']
['03126', '03126_0002615_cnn_inception100.csv', '0.00103814']
['03719', '03719_0004744_cnn_inception100.csv', '0.001636']
['03720', '03720_0010305_cnn_inception100.csv', '0.000797007']
['03928', '03928_0000049_cnn_inception100.csv', '0.00727126']
['03653', '03653_0003525_cnn_inception100.csv', '0.0034831']
['03949', '03949_0001148_cnn_inception100.csv', '0.00114804']
['03694', '03694_0008139_cnn_inception100.csv', '0.00102334']
['04315', '04315_0006552_cnn_inception100.csv', '0.0012155']
['04129', '04129_0003284_cnn_inception100.csv', '0.0010879']
['04275', '04275_0004827_cnn_inception100.csv', '1.15117e-05']
['04141', '04141_0026832_cnn_inception100.csv', '7.46906e-06']
['04809', '04809_0051188_cnn_inception100.csv', '0.000167498']
['05491', '05491_0000554_cnn_inception100.csv', '0.0311738']
['05712', '05712_0004599_cnn_inception100.csv', '0.0013383']
['05717', '05717_0034442_cnn_inception100.csv', '0.0052078']
['05879', '05879_0005292_cnn_inception100.csv', '1.63649e-05']
['05648', '05648_0024022_cnn_inception100.csv', '0.00154867']
['05565', '05565_0004613_cnn_inception100.csv', '0.000284745']
['06263', '06263_0002162_cnn_inception100.csv', '0.000129551']
['06482', '06482_0004450_cnn_inception100.csv', '0.000246799']
['06186', '06186_0005601_cnn_inception100.csv', '0.00138642']
['06899', '06899_0007063_cnn_inception100.csv', '0.00237853']
['07353', '07353_0002869_cnn_inception100.csv', '0.00114544']
['07205', '07205_0003348_cnn_inception100.csv', '0.00033784']
['07063', '07063_0005495_cnn_inception100.csv', '0.000405044']
['07055', '07055_0047166_cnn_inception100.csv', '0.00723504']
