['00379', '00379_0003895_cnn_inception100.csv', '0.00312829']
['00168', '00168_0011620_cnn_inception100.csv', '0.00708292']
['00451', '00451_0003999_cnn_inception100.csv', '0.0058377']
['00241', '00241_0001174_cnn_inception100.csv', '0.00128033']
['00429', '00429_0002126_cnn_inception100.csv', '0.000923781']
['00716', '00716_0005857_cnn_inception100.csv', '0.00263996']
['01341', '01341_0003131_cnn_inception100.csv', '0.0054457']
['01083', '01083_0023586_cnn_inception100.csv', '0.00405952']
['01432', '01432_0003434_cnn_inception100.csv', '0.00334337']
['01224', '01224_0008635_cnn_inception100.csv', '0.00354993']
['01018', '01018_0010499_cnn_inception100.csv', '0.0117896']
['01392', '01392_0006206_cnn_inception100.csv', '0.00388545']
['01928', '01928_0000813_cnn_inception100.csv', '0.00243725']
['01579', '01579_0005968_cnn_inception100.csv', '0.00148766']
['01899', '01899_0013345_cnn_inception100.csv', '0.00208409']
['02636', '02636_0002265_cnn_inception100.csv', '0.0028754']
['02532', '02532_0000015_cnn_inception100.csv', '0.00311489']
['02410', '02410_0021091_cnn_inception100.csv', '0.00541289']
['02177', '02177_0003622_cnn_inception100.csv', '0.00130062']
['02449', '02449_0000466_cnn_inception100.csv', '0.000103395']
['02294', '02294_0033731_cnn_inception100.csv', '0.000376118']
['02007', '02007_0022530_cnn_inception100.csv', '0.00110372']
['03225', '03225_0008523_cnn_inception100.csv', '0.00099497']
['03306', '03306_0006690_cnn_inception100.csv', '0.00254948']
['03301', '03301_0004746_cnn_inception100.csv', '0.00214258']
['03142', '03142_0004023_cnn_inception100.csv', '0.00370716']
['03710', '03710_0002336_cnn_inception100.csv', '0.00526144']
['03873', '03873_0002235_cnn_inception100.csv', '2.26377e-05']
['03669', '03669_0001508_cnn_inception100.csv', '0.00232005']
['03661', '03661_0032745_cnn_inception100.csv', '0.0021695']
['04053', '04053_0011936_cnn_inception100.csv', '0.0115163']
['04110', '04110_0011029_cnn_inception100.csv', '0.0017815']
['04247', '04247_0003427_cnn_inception100.csv', '0.00858861']
['04925', '04925_0022552_cnn_inception100.csv', '0.00410524']
['04566', '04566_0000068_cnn_inception100.csv', '0.000477437']
['04559', '04559_0021234_cnn_inception100.csv', '0.00305977']
['04819', '04819_0005602_cnn_inception100.csv', '0.0110971']
['04975', '04975_0018935_cnn_inception100.csv', '0.00233634']
['05205', '05205_0009190_cnn_inception100.csv', '0.00239755']
['05402', '05402_0086297_cnn_inception100.csv', '0.00911306']
['05776', '05776_0006473_cnn_inception100.csv', '0.00303162']
['05746', '05746_0002669_cnn_inception100.csv', '0.0137661']
['06475', '06475_0009803_cnn_inception100.csv', '0.00262125']
['06179', '06179_0021260_cnn_inception100.csv', '0.00130075']
['06413', '06413_0077771_cnn_inception100.csv', '0.00199905']
['06119', '06119_0005206_cnn_inception100.csv', '0.00321047']
['06761', '06761_0000638_cnn_inception100.csv', '0.0010957']
['06799', '06799_0001307_cnn_inception100.csv', '0.00328442']
['06762', '06762_0005863_cnn_inception100.csv', '0.00100517']
