['00280', '00280_0003839_cnn_inception100.csv', '4.13549e-06']
['00446', '00446_0001072_cnn_inception100.csv', '0.00203844']
['00123', '00123_0006807_cnn_inception100.csv', '0.00120115']
['00859', '00859_0000004_cnn_inception100.csv', '0.00219989']
['00749', '00749_0002773_cnn_inception100.csv', '0.000347537']
['00901', '00901_0003534_cnn_inception100.csv', '0.000181964']
['00986', '00986_0001587_cnn_inception100.csv', '0.00125161']
['00552', '00552_0002148_cnn_inception100.csv', '0.0328029']
['00792', '00792_0029578_cnn_inception100.csv', '0.101062']
['01455', '01455_0024662_cnn_inception100.csv', '0.00138721']
['01040', '01040_0004426_cnn_inception100.csv', '9.13732e-05']
['01236', '01236_0000539_cnn_inception100.csv', '0.0608392']
['01443', '01443_0003578_cnn_inception100.csv', '0.0168907']
['01356', '01356_0000759_cnn_inception100.csv', '0.000501912']
['01777', '01777_0005598_cnn_inception100.csv', '0.000794989']
['01991', '01991_0004817_cnn_inception100.csv', '0.00237023']
['01953', '01953_0008444_cnn_inception100.csv', '0.0035579']
['01524', '01524_0011453_cnn_inception100.csv', '0.00202762']
['01933', '01933_0004405_cnn_inception100.csv', '0.00047609']
['01760', '01760_0001894_cnn_inception100.csv', '0.249669']
['02760', '02760_0006886_cnn_inception100.csv', '0.00562577']
['02959', '02959_0003563_cnn_inception100.csv', '0.00734157']
['02705', '02705_0005628_cnn_inception100.csv', '0.00889918']
['02943', '02943_0005986_cnn_inception100.csv', '0.000494044']
['02736', '02736_0016513_cnn_inception100.csv', '2.50144e-05']
['02561', '02561_0001850_cnn_inception100.csv', '0.00150016']
['02534', '02534_0010823_cnn_inception100.csv', '0.0566847']
['02610', '02610_0003876_cnn_inception100.csv', '0.000962617']
['02845', '02845_0000016_cnn_inception100.csv', '0.002789']
['02519', '02519_0002746_cnn_inception100.csv', '0.0130182']
['02044', '02044_0006666_cnn_inception100.csv', '0.00703226']
['02420', '02420_0009129_cnn_inception100.csv', '3.18501e-06']
['02208', '02208_0002205_cnn_inception100.csv', '0.00577841']
['02355', '02355_0006349_cnn_inception100.csv', '0.0419287']
['02168', '02168_0008445_cnn_inception100.csv', '0.00079791']
['02408', '02408_0002661_cnn_inception100.csv', '0.0171445']
['02091', '02091_0005378_cnn_inception100.csv', '0.00699401']
['02370', '02370_0008146_cnn_inception100.csv', '0.281016']
['03138', '03138_0006443_cnn_inception100.csv', '0.00114253']
['03360', '03360_0002688_cnn_inception100.csv', '0.0010647']
['03253', '03253_0002232_cnn_inception100.csv', '0.000406762']
['03478', '03478_0004496_cnn_inception100.csv', '0.00462161']
['03143', '03143_0000964_cnn_inception100.csv', '0.00218517']
['03031', '03031_0005341_cnn_inception100.csv', '6.35444e-09']
['03464', '03464_0000122_cnn_inception100.csv', '0.000738209']
['03294', '03294_0008289_cnn_inception100.csv', '0.00537844']
['03670', '03670_0005032_cnn_inception100.csv', '0.00916589']
['03974', '03974_0004188_cnn_inception100.csv', '0.00888201']
['03638', '03638_0001294_cnn_inception100.csv', '0.00501001']
['03701', '03701_0004672_cnn_inception100.csv', '0.00314002']
['03868', '03868_0000341_cnn_inception100.csv', '0.016663']
['03869', '03869_0000635_cnn_inception100.csv', '0.000751387']
['04331', '04331_0004783_cnn_inception100.csv', '0.00310116']
['04273', '04273_0001012_cnn_inception100.csv', '0.00520987']
['04095', '04095_0001634_cnn_inception100.csv', '0.00107452']
['04494', '04494_0004679_cnn_inception100.csv', '0.00246107']
['04018', '04018_0003576_cnn_inception100.csv', '6.96638e-05']
['04805', '04805_0003831_cnn_inception100.csv', '0.0209856']
['04979', '04979_0003619_cnn_inception100.csv', '0.00353224']
['04504', '04504_0009250_cnn_inception100.csv', '0.00278171']
['04617', '04617_0035615_cnn_inception100.csv', '0.000292032']
['04688', '04688_0002471_cnn_inception100.csv', '2.37927e-07']
['04600', '04600_0002149_cnn_inception100.csv', '0.00310272']
['04800', '04800_0013069_cnn_inception100.csv', '0.000990348']
['04683', '04683_0035596_cnn_inception100.csv', '3.98221e-05']
['05346', '05346_0008494_cnn_inception100.csv', '0.0102187']
['05052', '05052_0003031_cnn_inception100.csv', '0.00155912']
['05216', '05216_0002509_cnn_inception100.csv', '0.00388013']
['05288', '05288_0001650_cnn_inception100.csv', '0.0010091']
['05221', '05221_0000918_cnn_inception100.csv', '0.0103703']
['05317', '05317_0002925_cnn_inception100.csv', '0.00326604']
['05519', '05519_0005692_cnn_inception100.csv', '0.00389832']
['05745', '05745_0003637_cnn_inception100.csv', '0.000533768']
['05640', '05640_0006849_cnn_inception100.csv', '0.0292128']
['05623', '05623_0002148_cnn_inception100.csv', '0.00229742']
['05932', '05932_0016506_cnn_inception100.csv', '0.00746525']
['06375', '06375_0002375_cnn_inception100.csv', '0.00372062']
['06040', '06040_0000253_cnn_inception100.csv', '0.00278698']
['06272', '06272_0004163_cnn_inception100.csv', '0.00370272']
['06217', '06217_0004331_cnn_inception100.csv', '7.21001e-05']
['06116', '06116_0005913_cnn_inception100.csv', '0.302167']
['06126', '06126_0005242_cnn_inception100.csv', '0.00076842']
['06682', '06682_0002790_cnn_inception100.csv', '0.00530414']
['06809', '06809_0044689_cnn_inception100.csv', '0.0120666']
['06655', '06655_0000676_cnn_inception100.csv', '0.0116462']
['06548', '06548_0016036_cnn_inception100.csv', '0.00133563']
['06842', '06842_0003280_cnn_inception100.csv', '0.00259793']
['06629', '06629_0023373_cnn_inception100.csv', '2.31617e-05']
['06657', '06657_0001738_cnn_inception100.csv', '0.0010255']
['06947', '06947_0002734_cnn_inception100.csv', '0.000341875']
['07213', '07213_0019453_cnn_inception100.csv', '0.00144173']
['07472', '07472_0011934_cnn_inception100.csv', '0.0018021']
['07332', '07332_0005397_cnn_inception100.csv', '0.00599227']
['07025', '07025_0002452_cnn_inception100.csv', '0.00503251']
['07220', '07220_0005828_cnn_inception100.csv', '5.92565e-08']
