['00079', '00079_0000477_cnn_inception100.csv', '0.00178536']
['00478', '00478_0008838_cnn_inception100.csv', '0.00199556']
['00296', '00296_0005130_cnn_inception100.csv', '0.0212286']
['00033', '00033_0002671_cnn_inception100.csv', '0.00145741']
['00321', '00321_0006614_cnn_inception100.csv', '0.00179706']
['00011', '00011_0012309_cnn_inception100.csv', '0.00185268']
['00851', '00851_0000300_cnn_inception100.csv', '0.000846952']
['00592', '00592_0008835_cnn_inception100.csv', '0.00134954']
['00696', '00696_0000554_cnn_inception100.csv', '0.000756093']
['01741', '01741_0002667_cnn_inception100.csv', '0.00218368']
['01810', '01810_0002665_cnn_inception100.csv', '0.00148727']
['01990', '01990_0004514_cnn_inception100.csv', '0.0019053']
['01791', '01791_0005965_cnn_inception100.csv', '0.00840068']
['01855', '01855_0001846_cnn_inception100.csv', '0.0245392']
['01614', '01614_0005861_cnn_inception100.csv', '0.00553325']
['02503', '02503_0000346_cnn_inception100.csv', '0.0125628']
['02736', '02736_0016513_cnn_inception100.csv', '1.48459e-05']
['02901', '02901_0001154_cnn_inception100.csv', '0.0017601']
['02610', '02610_0003876_cnn_inception100.csv', '0.00161623']
['02818', '02818_0028805_cnn_inception100.csv', '0.00148924']
['02860', '02860_0005658_cnn_inception100.csv', '0.0068857']
['02925', '02925_0003852_cnn_inception100.csv', '0.0281463']
['02724', '02724_0004199_cnn_inception100.csv', '0.00170121']
['02152', '02152_0009183_cnn_inception100.csv', '0.017302']
['02199', '02199_0004748_cnn_inception100.csv', '0.00344487']
['02017', '02017_0006580_cnn_inception100.csv', '0.00099305']
['03416', '03416_0002014_cnn_inception100.csv', '0.00830236']
['03494', '03494_0001120_cnn_inception100.csv', '0.00189357']
['03690', '03690_0001676_cnn_inception100.csv', '0.000137984']
['03839', '03839_0009286_cnn_inception100.csv', '0.000622864']
['04055', '04055_0007015_cnn_inception100.csv', '0.00170687']
['04022', '04022_0001635_cnn_inception100.csv', '0.00196266']
['04015', '04015_0002135_cnn_inception100.csv', '0.00173103']
['04328', '04328_0003141_cnn_inception100.csv', '0.0307649']
['04426', '04426_0004259_cnn_inception100.csv', '0.00674654']
['04587', '04587_0002310_cnn_inception100.csv', '0.000997063']
['04996', '04996_0001100_cnn_inception100.csv', '0.00158931']
['04680', '04680_0002230_cnn_inception100.csv', '0.0444514']
['04800', '04800_0013069_cnn_inception100.csv', '0.039066']
['04576', '04576_0001756_cnn_inception100.csv', '0.0438763']
['05479', '05479_0003487_cnn_inception100.csv', '0.0022886']
['05035', '05035_0002275_cnn_inception100.csv', '9.34839e-05']
['05418', '05418_0003317_cnn_inception100.csv', '0.000595025']
['05392', '05392_0002138_cnn_inception100.csv', '0.00396879']
['05803', '05803_0006374_cnn_inception100.csv', '0.00202322']
['05802', '05802_0005959_cnn_inception100.csv', '0.000560882']
['05578', '05578_0013538_cnn_inception100.csv', '0.0014047']
['05775', '05775_0004942_cnn_inception100.csv', '0.00336162']
['05959', '05959_0002174_cnn_inception100.csv', '0.00253383']
['05759', '05759_0000609_cnn_inception100.csv', '0.00150021']
['06092', '06092_0005408_cnn_inception100.csv', '0.00176877']
['06195', '06195_0004009_cnn_inception100.csv', '0.00766844']
['06235', '06235_0008688_cnn_inception100.csv', '0.000413485']
['06465', '06465_0005069_cnn_inception100.csv', '0.00124285']
['06849', '06849_0005115_cnn_inception100.csv', '0.00261803']
['06809', '06809_0044689_cnn_inception100.csv', '0.00071641']
['06655', '06655_0000676_cnn_inception100.csv', '0.00175374']
['06638', '06638_0002282_cnn_inception100.csv', '0.00181099']
['06701', '06701_0002094_cnn_inception100.csv', '0.00107001']
['06618', '06618_0002537_cnn_inception100.csv', '0.00752278']
['06587', '06587_0005319_cnn_inception100.csv', '0.00107878']
['07029', '07029_0003257_cnn_inception100.csv', '0.00821067']
['07149', '07149_0001671_cnn_inception100.csv', '0.0226536']
['07058', '07058_0010426_cnn_inception100.csv', '0.000109782']
['07094', '07094_0000886_cnn_inception100.csv', '0.0021737']
['07135', '07135_0000069_cnn_inception100.csv', '0.00479969']
['07145', '07145_0002564_cnn_inception100.csv', '0.0375681']
['07436', '07436_0001303_cnn_inception100.csv', '0.00281534']
['07431', '07431_0025111_cnn_inception100.csv', '0.0015832']
