['00330', '00330_0004635_cnn_inception100.csv', '0.0011561']
['00013', '00013_0008423_cnn_inception100.csv', '0.0022345']
['00366', '00366_0002222_cnn_inception100.csv', '0.00318035']
['00519', '00519_0002005_cnn_inception100.csv', '0.00334424']
['00580', '00580_0007676_cnn_inception100.csv', '0.00352689']
['00999', '00999_0010971_cnn_inception100.csv', '0.00111226']
['00967', '00967_0002938_cnn_inception100.csv', '0.00155783']
['01025', '01025_0003189_cnn_inception100.csv', '0.00190203']
['01211', '01211_0004037_cnn_inception100.csv', '0.00177328']
['01440', '01440_0000745_cnn_inception100.csv', '0.00197645']
['01115', '01115_0021012_cnn_inception100.csv', '0.00423908']
['01035', '01035_0005718_cnn_inception100.csv', '0.00291498']
['01333', '01333_0000839_cnn_inception100.csv', '0.00191665']
['01723', '01723_0001796_cnn_inception100.csv', '0.00430457']
['01778', '01778_0012927_cnn_inception100.csv', '0.0017255']
['01832', '01832_0037960_cnn_inception100.csv', '0.00657256']
['01693', '01693_0007696_cnn_inception100.csv', '0.00342119']
['01694', '01694_0006560_cnn_inception100.csv', '0.00253613']
['01772', '01772_0007350_cnn_inception100.csv', '0.000442221']
['01853', '01853_0007484_cnn_inception100.csv', '0.00340359']
['01847', '01847_0039374_cnn_inception100.csv', '0.0271665']
['02960', '02960_0003168_cnn_inception100.csv', '0.00334471']
['02812', '02812_0002035_cnn_inception100.csv', '0.00240615']
['02652', '02652_0003841_cnn_inception100.csv', '0.00107641']
['02721', '02721_0013058_cnn_inception100.csv', '0.00181126']
['02582', '02582_0000241_cnn_inception100.csv', '0.00122071']
['02965', '02965_0003323_cnn_inception100.csv', '0.00276762']
['02521', '02521_0000423_cnn_inception100.csv', '0.00181585']
['02107', '02107_0005444_cnn_inception100.csv', '0.00707386']
['02435', '02435_0007785_cnn_inception100.csv', '0.00197815']
['02237', '02237_0011232_cnn_inception100.csv', '0.00315444']
['02326', '02326_0001827_cnn_inception100.csv', '0.0180495']
['02133', '02133_0005217_cnn_inception100.csv', '0.00201436']
['02159', '02159_0001449_cnn_inception100.csv', '0.00135111']
['02446', '02446_0004264_cnn_inception100.csv', '0.0199296']
['02006', '02006_0002729_cnn_inception100.csv', '0.00320842']
['02292', '02292_0004384_cnn_inception100.csv', '0.000583012']
['02189', '02189_0007023_cnn_inception100.csv', '0.00156873']
['03081', '03081_0000933_cnn_inception100.csv', '0.0084058']
['03237', '03237_0006049_cnn_inception100.csv', '0.00152873']
['03014', '03014_0003017_cnn_inception100.csv', '0.0038125']
['03301', '03301_0004746_cnn_inception100.csv', '0.024433']
['03037', '03037_0002000_cnn_inception100.csv', '0.00217628']
['03932', '03932_0005187_cnn_inception100.csv', '0.00113903']
['03580', '03580_0007080_cnn_inception100.csv', '0.00153078']
['04409', '04409_0001787_cnn_inception100.csv', '0.00612148']
['04341', '04341_0049700_cnn_inception100.csv', '0.00210861']
['04397', '04397_0002003_cnn_inception100.csv', '0.000667477']
['04024', '04024_0005015_cnn_inception100.csv', '0.0102162']
['04404', '04404_0008093_cnn_inception100.csv', '0.00443444']
['04432', '04432_0006244_cnn_inception100.csv', '0.000977993']
['04290', '04290_0001778_cnn_inception100.csv', '0.00659251']
['04197', '04197_0008849_cnn_inception100.csv', '0.0224301']
['04304', '04304_0002735_cnn_inception100.csv', '0.000830837']
['04249', '04249_0003910_cnn_inception100.csv', '0.00299579']
['04246', '04246_0002047_cnn_inception100.csv', '0.0280302']
['04650', '04650_0002784_cnn_inception100.csv', '0.00219168']
['04741', '04741_0008098_cnn_inception100.csv', '0.0714648']
['04748', '04748_0003529_cnn_inception100.csv', '0.0015981']
['04588', '04588_0003287_cnn_inception100.csv', '0.0254938']
['04711', '04711_0003142_cnn_inception100.csv', '0.00807585']
['04523', '04523_0011095_cnn_inception100.csv', '0.00208373']
['04989', '04989_0000401_cnn_inception100.csv', '0.00139054']
['04547', '04547_0005356_cnn_inception100.csv', '0.0128409']
['04501', '04501_0000640_cnn_inception100.csv', '0.0039651']
['05143', '05143_0006868_cnn_inception100.csv', '0.00232198']
['05406', '05406_0000976_cnn_inception100.csv', '0.00510922']
['05336', '05336_0001941_cnn_inception100.csv', '0.00810359']
['05066', '05066_0001933_cnn_inception100.csv', '0.00259381']
['05271', '05271_0015093_cnn_inception100.csv', '0.00297256']
['05334', '05334_0004336_cnn_inception100.csv', '0.00202646']
['05985', '05985_0019282_cnn_inception100.csv', '0.00172572']
['05723', '05723_0000032_cnn_inception100.csv', '0.011369']
['05602', '05602_0003817_cnn_inception100.csv', '0.00230667']
['05755', '05755_0011686_cnn_inception100.csv', '0.00065062']
['05577', '05577_0001658_cnn_inception100.csv', '0.00191068']
['05807', '05807_0009012_cnn_inception100.csv', '0.00380441']
['05969', '05969_0002852_cnn_inception100.csv', '0.000234029']
['06089', '06089_0016769_cnn_inception100.csv', '0.00383295']
['06489', '06489_0034737_cnn_inception100.csv', '0.00573507']
['06282', '06282_0004651_cnn_inception100.csv', '0.00115933']
['06061', '06061_0003832_cnn_inception100.csv', '0.00854093']
['06032', '06032_0001172_cnn_inception100.csv', '0.00561178']
['06093', '06093_0005144_cnn_inception100.csv', '0.0115807']
['06466', '06466_0010777_cnn_inception100.csv', '0.000975741']
['06425', '06425_0001752_cnn_inception100.csv', '0.0023299']
['06127', '06127_0002780_cnn_inception100.csv', '0.00543973']
['06121', '06121_0004829_cnn_inception100.csv', '0.00387552']
['06993', '06993_0000558_cnn_inception100.csv', '0.00237308']
['06824', '06824_0001631_cnn_inception100.csv', '0.000381808']
['06775', '06775_0000987_cnn_inception100.csv', '0.00810871']
['06541', '06541_0001610_cnn_inception100.csv', '0.00192195']
['06709', '06709_0004276_cnn_inception100.csv', '0.00450226']
['06619', '06619_0024134_cnn_inception100.csv', '0.00105901']
['07191', '07191_0001660_cnn_inception100.csv', '0.00123403']
['07386', '07386_0006317_cnn_inception100.csv', '0.00255923']
['07217', '07217_0000405_cnn_inception100.csv', '0.000932834']
['07229', '07229_0018368_cnn_inception100.csv', '0.00577505']
['07355', '07355_0002087_cnn_inception100.csv', '0.00352744']
['07396', '07396_0003448_cnn_inception100.csv', '0.00262262']
['07300', '07300_0004907_cnn_inception100.csv', '0.00318316']
['07346', '07346_0003892_cnn_inception100.csv', '0.0018368']
