['00453', '00453_0004386_cnn_inception100.csv', '6.89325e-05']
['00294', '00294_0004730_cnn_inception100.csv', '0.00491612']
['00289', '00289_0009652_cnn_inception100.csv', '0.000216482']
['00061', '00061_0008616_cnn_inception100.csv', '0.021036']
['00032', '00032_0007466_cnn_inception100.csv', '0.0021863']
['00058', '00058_0003838_cnn_inception100.csv', '0.0021958']
['00372', '00372_0001465_cnn_inception100.csv', '0.000695061']
['00505', '00505_0004904_cnn_inception100.csv', '0.0336998']
['00790', '00790_0002376_cnn_inception100.csv', '0.000551953']
['00897', '00897_0006958_cnn_inception100.csv', '0.00040641']
['00541', '00541_0000480_cnn_inception100.csv', '0.00351888']
['00507', '00507_0001813_cnn_inception100.csv', '0.00206503']
['00848', '00848_0004029_cnn_inception100.csv', '0.00541514']
['01210', '01210_0001859_cnn_inception100.csv', '0.00656337']
['01167', '01167_0004308_cnn_inception100.csv', '0.03291']
['01399', '01399_0001790_cnn_inception100.csv', '0.0114468']
['01398', '01398_0003788_cnn_inception100.csv', '0.00190849']
['01066', '01066_0010719_cnn_inception100.csv', '0.003876']
['01240', '01240_0004765_cnn_inception100.csv', '0.00233982']
['01212', '01212_0008496_cnn_inception100.csv', '0.00318751']
['01603', '01603_0003399_cnn_inception100.csv', '0.000552132']
['01616', '01616_0011709_cnn_inception100.csv', '0.00183406']
['01773', '01773_0006310_cnn_inception100.csv', '0.00280073']
['01807', '01807_0010212_cnn_inception100.csv', '0.0014776']
['02613', '02613_0002711_cnn_inception100.csv', '0.00238364']
['02910', '02910_0006578_cnn_inception100.csv', '0.00176422']
['02693', '02693_0009510_cnn_inception100.csv', '0.0117658']
['02473', '02473_0014927_cnn_inception100.csv', '0.00155503']
['02343', '02343_0008281_cnn_inception100.csv', '0.0011522']
['02353', '02353_0000497_cnn_inception100.csv', '0.00311202']
['02307', '02307_0005990_cnn_inception100.csv', '0.00140173']
['02422', '02422_0051772_cnn_inception100.csv', '0.00768228']
['02180', '02180_0001842_cnn_inception100.csv', '0.039708']
['03197', '03197_0004677_cnn_inception100.csv', '0.00265408']
['03327', '03327_0001271_cnn_inception100.csv', '0.00388415']
['03298', '03298_0001868_cnn_inception100.csv', '0.00023736']
['03070', '03070_0003163_cnn_inception100.csv', '0.000623405']
['03242', '03242_0003733_cnn_inception100.csv', '0.00152089']
['03312', '03312_0004563_cnn_inception100.csv', '0.0340255']
['03792', '03792_0007425_cnn_inception100.csv', '0.0124876']
['03980', '03980_0005448_cnn_inception100.csv', '0.000497756']
['03686', '03686_0006920_cnn_inception100.csv', '0.00222955']
['03915', '03915_0000758_cnn_inception100.csv', '0.00719216']
['04464', '04464_0002568_cnn_inception100.csv', '0.00213095']
['04383', '04383_0019419_cnn_inception100.csv', '0.00265894']
['04173', '04173_0002826_cnn_inception100.csv', '0.00145603']
['04415', '04415_0003703_cnn_inception100.csv', '0.00405019']
['04422', '04422_0005132_cnn_inception100.csv', '0.00402633']
['04361', '04361_0003979_cnn_inception100.csv', '0.0095397']
['04222', '04222_0001084_cnn_inception100.csv', '0.00127644']
['04983', '04983_0001680_cnn_inception100.csv', '0.0177092']
['04557', '04557_0000726_cnn_inception100.csv', '0.00213553']
['04753', '04753_0003862_cnn_inception100.csv', '0.0036477']
['04637', '04637_0000484_cnn_inception100.csv', '0.0616315']
['04615', '04615_0000785_cnn_inception100.csv', '0.00202534']
['05453', '05453_0003568_cnn_inception100.csv', '0.00294795']
['05132', '05132_0011680_cnn_inception100.csv', '0.0016709']
['05343', '05343_0001704_cnn_inception100.csv', '0.000537577']
['05451', '05451_0006334_cnn_inception100.csv', '0.0050326']
['05212', '05212_0000187_cnn_inception100.csv', '0.00552334']
['05285', '05285_0004917_cnn_inception100.csv', '0.0086703']
['05964', '05964_0003787_cnn_inception100.csv', '0.00205973']
['05989', '05989_0003970_cnn_inception100.csv', '0.00203002']
['05758', '05758_0001649_cnn_inception100.csv', '0.00255733']
['06138', '06138_0000105_cnn_inception100.csv', '0.0192699']
['06153', '06153_0000913_cnn_inception100.csv', '0.00227759']
['06493', '06493_0006727_cnn_inception100.csv', '0.000838739']
['06123', '06123_0002548_cnn_inception100.csv', '0.00228526']
['06167', '06167_0010818_cnn_inception100.csv', '0.00167324']
['06047', '06047_0001576_cnn_inception100.csv', '0.00820604']
['06098', '06098_0009120_cnn_inception100.csv', '0.00153799']
['06630', '06630_0067269_cnn_inception100.csv', '0.00289778']
['06718', '06718_0000942_cnn_inception100.csv', '0.00361237']
['06523', '06523_0000962_cnn_inception100.csv', '0.00161056']
['06816', '06816_0010641_cnn_inception100.csv', '0.00925983']
['06805', '06805_0002422_cnn_inception100.csv', '0.00306736']
['06748', '06748_0008652_cnn_inception100.csv', '0.0148431']
['07225', '07225_0008692_cnn_inception100.csv', '0.00174129']
['07343', '07343_0020474_cnn_inception100.csv', '0.00109365']
['07066', '07066_0000439_cnn_inception100.csv', '0.00240782']
['07003', '07003_0004179_cnn_inception100.csv', '0.00830419']
['07175', '07175_0011255_cnn_inception100.csv', '0.0097274']
['07324', '07324_0001196_cnn_inception100.csv', '0.000459374']
['07030', '07030_0003230_cnn_inception100.csv', '0.0149904']
['07438', '07438_0002534_cnn_inception100.csv', '0.00204915']
