['00269', '00269_0002099_cnn_inception100.csv', '1.99264e-05']
['00193', '00193_0005958_cnn_inception100.csv', '0.013691']
['00445', '00445_0010774_cnn_inception100.csv', '0.00479543']
['00634', '00634_0005877_cnn_inception100.csv', '0.00638325']
['00657', '00657_0001261_cnn_inception100.csv', '0.0215403']
['00998', '00998_0000912_cnn_inception100.csv', '0.00173592']
['00981', '00981_0002392_cnn_inception100.csv', '0.0102835']
['01390', '01390_0009704_cnn_inception100.csv', '0.00205785']
['01388', '01388_0003549_cnn_inception100.csv', '0.00794046']
['01146', '01146_0004309_cnn_inception100.csv', '0.00814723']
['01931', '01931_0011044_cnn_inception100.csv', '0.00152485']
['01911', '01911_0004393_cnn_inception100.csv', '0.00617246']
['01756', '01756_0008271_cnn_inception100.csv', '0.00617198']
['01966', '01966_0000295_cnn_inception100.csv', '0.00128922']
['02933', '02933_0002875_cnn_inception100.csv', '0.000404764']
['02935', '02935_0006083_cnn_inception100.csv', '0.00394655']
['02968', '02968_0003649_cnn_inception100.csv', '0.00111049']
['02624', '02624_0002623_cnn_inception100.csv', '0.00461981']
['02815', '02815_0007369_cnn_inception100.csv', '0.00129685']
['02541', '02541_0001900_cnn_inception100.csv', '0.000606604']
['02547', '02547_0002593_cnn_inception100.csv', '0.0238406']
['02799', '02799_0003782_cnn_inception100.csv', '0.000869518']
['02829', '02829_0002165_cnn_inception100.csv', '0.00616967']
['02224', '02224_0002521_cnn_inception100.csv', '0.00304715']
['02270', '02270_0000602_cnn_inception100.csv', '0.00531315']
['02374', '02374_0005046_cnn_inception100.csv', '0.000950804']
['02135', '02135_0007931_cnn_inception100.csv', '0.00340418']
['03393', '03393_0006290_cnn_inception100.csv', '0.00214806']
['03126', '03126_0002615_cnn_inception100.csv', '0.000710517']
['03096', '03096_0004648_cnn_inception100.csv', '0.000574002']
['03548', '03548_0003928_cnn_inception100.csv', '0.00533896']
['03691', '03691_0005328_cnn_inception100.csv', '0.00171438']
['03688', '03688_0005052_cnn_inception100.csv', '0.000509327']
['04181', '04181_0002159_cnn_inception100.csv', '0.0260207']
['04168', '04168_0002894_cnn_inception100.csv', '0.000196656']
['04153', '04153_0003514_cnn_inception100.csv', '0.00315098']
['04789', '04789_0002172_cnn_inception100.csv', '0.00428536']
['04726', '04726_0002458_cnn_inception100.csv', '0.00122082']
['04685', '04685_0004358_cnn_inception100.csv', '0.00478936']
['05115', '05115_0004082_cnn_inception100.csv', '0.000410863']
['05005', '05005_0001296_cnn_inception100.csv', '0.0051278']
['05277', '05277_0000535_cnn_inception100.csv', '0.00279543']
['05894', '05894_0000949_cnn_inception100.csv', '2.45734e-05']
['05875', '05875_0005586_cnn_inception100.csv', '0.0163542']
['05962', '05962_0003863_cnn_inception100.csv', '0.00152191']
['05952', '05952_0004757_cnn_inception100.csv', '0.0688609']
['05664', '05664_0027988_cnn_inception100.csv', '0.000285366']
['05808', '05808_0004456_cnn_inception100.csv', '0.000721285']
['06304', '06304_0005965_cnn_inception100.csv', '0.0107063']
['06246', '06246_0000631_cnn_inception100.csv', '0.00489003']
['06272', '06272_0004163_cnn_inception100.csv', '0.00191195']
['06008', '06008_0005620_cnn_inception100.csv', '0.00297526']
['06878', '06878_0000445_cnn_inception100.csv', '0.0417411']
['06623', '06623_0001648_cnn_inception100.csv', '0.0114598']
['07372', '07372_0046611_cnn_inception100.csv', '0.00107925']
['07336', '07336_0003585_cnn_inception100.csv', '0.00801163']
['07174', '07174_0004514_cnn_inception100.csv', '0.00336606']
