['00259', '00259_0003341_cnn_inception100.csv', '8.98864e-05']
['00245', '00245_0001093_cnn_inception100.csv', '0.00161961']
['00003', '00003_0004729_cnn_inception100.csv', '0.00135113']
['00051', '00051_0003431_cnn_inception100.csv', '0.000304117']
['00034', '00034_0000568_cnn_inception100.csv', '0.000385257']
['00184', '00184_0004376_cnn_inception100.csv', '0.0011031']
['00137', '00137_0000967_cnn_inception100.csv', '0.00359545']
['00334', '00334_0004825_cnn_inception100.csv', '3.14732e-07']
['00940', '00940_0002193_cnn_inception100.csv', '0.00213936']
['00706', '00706_0002020_cnn_inception100.csv', '0.0013757']
['00558', '00558_0024572_cnn_inception100.csv', '0.000341488']
['00556', '00556_0003134_cnn_inception100.csv', '0.00870499']
['00821', '00821_0003016_cnn_inception100.csv', '0.00170848']
['00975', '00975_0003780_cnn_inception100.csv', '0.00225917']
['00565', '00565_0040764_cnn_inception100.csv', '0.00683716']
['00649', '00649_0001792_cnn_inception100.csv', '0.000223691']
['01453', '01453_0004124_cnn_inception100.csv', '0.00249122']
['01203', '01203_0004408_cnn_inception100.csv', '0.0119694']
['01463', '01463_0028360_cnn_inception100.csv', '0.0137827']
['01012', '01012_0003706_cnn_inception100.csv', '0.00253021']
['01208', '01208_0030419_cnn_inception100.csv', '0.00261961']
['01405', '01405_0007330_cnn_inception100.csv', '0.00202531']
['01108', '01108_0000056_cnn_inception100.csv', '0.000191038']
['01164', '01164_0001140_cnn_inception100.csv', '0.00368263']
['01198', '01198_0000313_cnn_inception100.csv', '0.033946']
['01542', '01542_0000851_cnn_inception100.csv', '0.00313173']
['01924', '01924_0025790_cnn_inception100.csv', '0.0455823']
['01752', '01752_0000240_cnn_inception100.csv', '0.00569814']
['01636', '01636_0006065_cnn_inception100.csv', '0.00367411']
['01841', '01841_0002184_cnn_inception100.csv', '0.000887374']
['02704', '02704_0003491_cnn_inception100.csv', '0.000990331']
['02837', '02837_0005405_cnn_inception100.csv', '0.00200111']
['02916', '02916_0000710_cnn_inception100.csv', '0.00908344']
['02582', '02582_0000241_cnn_inception100.csv', '0.0017144']
['02731', '02731_0006810_cnn_inception100.csv', '0.000727951']
['02674', '02674_0000009_cnn_inception100.csv', '0.00337786']
['02628', '02628_0003107_cnn_inception100.csv', '0.00200183']
['02661', '02661_0000967_cnn_inception100.csv', '0.000272339']
['02332', '02332_0005000_cnn_inception100.csv', '3.05292e-06']
['02162', '02162_0001025_cnn_inception100.csv', '0.00980395']
['02154', '02154_0005683_cnn_inception100.csv', '0.000602658']
['02270', '02270_0000602_cnn_inception100.csv', '0.00129634']
['02049', '02049_0009269_cnn_inception100.csv', '0.000251524']
['02217', '02217_0002329_cnn_inception100.csv', '0.000442961']
['02479', '02479_0004472_cnn_inception100.csv', '0.00191596']
['02413', '02413_0004194_cnn_inception100.csv', '0.00207533']
['03444', '03444_0003437_cnn_inception100.csv', '0.00929617']
['03298', '03298_0001868_cnn_inception100.csv', '0.000122351']
['03058', '03058_0000421_cnn_inception100.csv', '0.00124999']
['03096', '03096_0004648_cnn_inception100.csv', '3.43381e-05']
['03648', '03648_0020815_cnn_inception100.csv', '0.003495']
['03993', '03993_0001443_cnn_inception100.csv', '0.000655031']
['03945', '03945_0030692_cnn_inception100.csv', '0.00270476']
