['00148', '00148_0007637_cnn_inception100.csv', '3.88277e-05']
['00419', '00419_0003287_cnn_inception100.csv', '7.68233e-05']
['00701', '00701_0006670_cnn_inception100.csv', '0.000599729']
['01496', '01496_0000675_cnn_inception100.csv', '9.39495e-05']
['01157', '01157_0001955_cnn_inception100.csv', '0.0731853']
['01461', '01461_0000453_cnn_inception100.csv', '2.77679e-05']
['01808', '01808_0004590_cnn_inception100.csv', '0.00425602']
['02732', '02732_0005482_cnn_inception100.csv', '0.00115976']
['02823', '02823_0012635_cnn_inception100.csv', '3.27109e-05']
['02890', '02890_0003362_cnn_inception100.csv', '0.00101628']
['02016', '02016_0003599_cnn_inception100.csv', '0.00118891']
['02451', '02451_0010195_cnn_inception100.csv', '0.000750276']
['03726', '03726_0003919_cnn_inception100.csv', '0.0128646']
['03844', '03844_0003677_cnn_inception100.csv', '3.78352e-05']
['03723', '03723_0004393_cnn_inception100.csv', '0.000181688']
['04412', '04412_0002406_cnn_inception100.csv', '0.00235964']
['04184', '04184_0001757_cnn_inception100.csv', '0.00286004']
['04357', '04357_0007568_cnn_inception100.csv', '0.000520631']
['04042', '04042_0004552_cnn_inception100.csv', '0.00619835']
['06460', '06460_0005646_cnn_inception100.csv', '0.000241157']
['06346', '06346_0006101_cnn_inception100.csv', '0.00556921']
['06514', '06514_0001337_cnn_inception100.csv', '0.00159193']
['07420', '07420_0004261_cnn_inception100.csv', '0.000103259']
['07335', '07335_0003592_cnn_inception100.csv', '0.00090482']
['07117', '07117_0004269_cnn_inception100.csv', '0.000352966']
['07401', '07401_0004344_cnn_inception100.csv', '0.000278408']
