['00491', '00491_0004314_cnn_inception100.csv', '3.27441e-05']
['00324', '00324_0003680_cnn_inception100.csv', '0.00190815']
['00034', '00034_0000568_cnn_inception100.csv', '0.000330427']
['00170', '00170_0004106_cnn_inception100.csv', '0.0014034']
['00045', '00045_0000885_cnn_inception100.csv', '0.00171231']
['00543', '00543_0006005_cnn_inception100.csv', '0.00132882']
['00990', '00990_0001370_cnn_inception100.csv', '0.307704']
['00619', '00619_0004797_cnn_inception100.csv', '0.00163785']
['00653', '00653_0004618_cnn_inception100.csv', '0.00668139']
['00537', '00537_0012026_cnn_inception100.csv', '0.00170372']
['00684', '00684_0001103_cnn_inception100.csv', '0.00237217']
['01117', '01117_0002393_cnn_inception100.csv', '0.00169868']
['01372', '01372_0000177_cnn_inception100.csv', '0.00140603']
['01208', '01208_0030419_cnn_inception100.csv', '0.00203416']
['01588', '01588_0000074_cnn_inception100.csv', '0.000262983']
['01802', '01802_0005595_cnn_inception100.csv', '0.0386799']
['01888', '01888_0011364_cnn_inception100.csv', '0.000124422']
['01880', '01880_0006532_cnn_inception100.csv', '0.00222998']
['01874', '01874_0001074_cnn_inception100.csv', '0.00232339']
['01811', '01811_0006483_cnn_inception100.csv', '0.00289303']
['01681', '01681_0038684_cnn_inception100.csv', '0.00436152']
['01791', '01791_0005965_cnn_inception100.csv', '0.000565424']
['01752', '01752_0000240_cnn_inception100.csv', '0.00109169']
['01636', '01636_0006065_cnn_inception100.csv', '0.0122186']
['02884', '02884_0002168_cnn_inception100.csv', '0.00419956']
['02890', '02890_0003362_cnn_inception100.csv', '0.00104331']
['02618', '02618_0005107_cnn_inception100.csv', '0.00324094']
['02845', '02845_0000016_cnn_inception100.csv', '0.0269763']
['02982', '02982_0002946_cnn_inception100.csv', '0.000932767']
['02778', '02778_0000936_cnn_inception100.csv', '0.0297257']
['02277', '02277_0025785_cnn_inception100.csv', '7.09575e-06']
['02380', '02380_0001756_cnn_inception100.csv', '0.00178665']
['02217', '02217_0002329_cnn_inception100.csv', '0.000483509']
['02498', '02498_0005256_cnn_inception100.csv', '0.000611022']
['02400', '02400_0000083_cnn_inception100.csv', '0.00409532']
['03421', '03421_0001687_cnn_inception100.csv', '0.00333535']
['03342', '03342_0012055_cnn_inception100.csv', '0.10338']
['03435', '03435_0005157_cnn_inception100.csv', '0.00281522']
['03071', '03071_0003032_cnn_inception100.csv', '0.00213168']
['03111', '03111_0012830_cnn_inception100.csv', '0.000826081']
['03256', '03256_0000767_cnn_inception100.csv', '0.00409694']
['03772', '03772_0003481_cnn_inception100.csv', '0.000519537']
['03630', '03630_0004904_cnn_inception100.csv', '0.00386607']
['03837', '03837_0005711_cnn_inception100.csv', '0.011759']
['03695', '03695_0003468_cnn_inception100.csv', '0.0158738']
['03860', '03860_0005569_cnn_inception100.csv', '0.00118999']
['04008', '04008_0004805_cnn_inception100.csv', '0.00318542']
['04266', '04266_0010742_cnn_inception100.csv', '0.000946301']
['04340', '04340_0005971_cnn_inception100.csv', '1.01052e-05']
['04188', '04188_0000693_cnn_inception100.csv', '0.0103239']
['04365', '04365_0002098_cnn_inception100.csv', '0.000208967']
['04095', '04095_0001634_cnn_inception100.csv', '0.000873588']
['04451', '04451_0003291_cnn_inception100.csv', '0.00116143']
['04004', '04004_0015879_cnn_inception100.csv', '0.00232432']
['04321', '04321_0004883_cnn_inception100.csv', '0.000944212']
['04924', '04924_0002732_cnn_inception100.csv', '0.00191677']
['04595', '04595_0000034_cnn_inception100.csv', '0.0691942']
['04798', '04798_0000661_cnn_inception100.csv', '0.00279357']
['04897', '04897_0001563_cnn_inception100.csv', '0.00457231']
['04598', '04598_0002392_cnn_inception100.csv', '0.00138652']
['04950', '04950_0004065_cnn_inception100.csv', '0.00428653']
['04684', '04684_0000930_cnn_inception100.csv', '0.00535468']
['05340', '05340_0029950_cnn_inception100.csv', '0.000922081']
['05451', '05451_0006334_cnn_inception100.csv', '0.00253731']
['05270', '05270_0001375_cnn_inception100.csv', '0.0369241']
['05722', '05722_0010183_cnn_inception100.csv', '0.000874953']
['05977', '05977_0008128_cnn_inception100.csv', '0.00159114']
['05783', '05783_0021546_cnn_inception100.csv', '0.0124168']
['05821', '05821_0001150_cnn_inception100.csv', '0.00193942']
['05905', '05905_0003513_cnn_inception100.csv', '0.00275517']
['06334', '06334_0001811_cnn_inception100.csv', '0.00152069']
['06072', '06072_0004225_cnn_inception100.csv', '0.000555094']
['06238', '06238_0000310_cnn_inception100.csv', '0.00142507']
['06252', '06252_0006488_cnn_inception100.csv', '0.005424']
['06267', '06267_0000375_cnn_inception100.csv', '0.000667518']
['06969', '06969_0001265_cnn_inception100.csv', '0.00047356']
['06809', '06809_0044689_cnn_inception100.csv', '0.00115923']
['06774', '06774_0004659_cnn_inception100.csv', '0.0017754']
['06559', '06559_0002847_cnn_inception100.csv', '0.00251078']
['06895', '06895_0004798_cnn_inception100.csv', '0.00319759']
['07276', '07276_0008789_cnn_inception100.csv', '0.00538876']
['07155', '07155_0004108_cnn_inception100.csv', '0.0109373']
['07069', '07069_0008389_cnn_inception100.csv', '3.51196e-05']
['07151', '07151_0004853_cnn_inception100.csv', '0.00198488']
['07250', '07250_0001750_cnn_inception100.csv', '0.00222406']
