['00434', '00434_0005946_cnn_inception100.csv', '6.88615e-05']
['00526', '00526_0004706_cnn_inception100.csv', '0.0123758']
['00816', '00816_0007633_cnn_inception100.csv', '0.00024622']
['00639', '00639_0006205_cnn_inception100.csv', '0.000676958']
['01063', '01063_0005510_cnn_inception100.csv', '4.36575e-06']
['01483', '01483_0012976_cnn_inception100.csv', '0.00204523']
['01320', '01320_0003158_cnn_inception100.csv', '0.00205226']
['01473', '01473_0006817_cnn_inception100.csv', '0.00305268']
['01741', '01741_0002667_cnn_inception100.csv', '0.000678407']
['01990', '01990_0004514_cnn_inception100.csv', '0.00409601']
['01568', '01568_0002157_cnn_inception100.csv', '0.00205511']
['02781', '02781_0008575_cnn_inception100.csv', '0.00074568']
['02754', '02754_0005488_cnn_inception100.csv', '0.000950972']
['02427', '02427_0005537_cnn_inception100.csv', '0.00121575']
['02483', '02483_0003262_cnn_inception100.csv', '0.00431881']
['03805', '03805_0000525_cnn_inception100.csv', '0.000404692']
['04477', '04477_0001609_cnn_inception100.csv', '0.0063942']
['04380', '04380_0000703_cnn_inception100.csv', '0.00241804']
['04191', '04191_0003030_cnn_inception100.csv', '0.00176048']
['04271', '04271_0000913_cnn_inception100.csv', '1.25613e-05']
['04086', '04086_0025536_cnn_inception100.csv', '4.95133e-05']
['04284', '04284_0003220_cnn_inception100.csv', '0.000865185']
['04895', '04895_0006399_cnn_inception100.csv', '0.00480769']
['04953', '04953_0007979_cnn_inception100.csv', '4.65115e-05']
['04758', '04758_0001044_cnn_inception100.csv', '0.00115442']
['05148', '05148_0002546_cnn_inception100.csv', '0.000378563']
['05020', '05020_0000859_cnn_inception100.csv', '0.00183797']
['05643', '05643_0001408_cnn_inception100.csv', '0.00132782']
['05891', '05891_0001173_cnn_inception100.csv', '0.000809752']
['05961', '05961_0005840_cnn_inception100.csv', '0.00127347']
['05508', '05508_0002629_cnn_inception100.csv', '0.00139257']
['06760', '06760_0005700_cnn_inception100.csv', '0.00197187']
['06729', '06729_0007943_cnn_inception100.csv', '6.00077e-05']
['06621', '06621_0009953_cnn_inception100.csv', '0.00048187']
['06985', '06985_0003099_cnn_inception100.csv', '0.00290287']
['07388', '07388_0001460_cnn_inception100.csv', '0.0168782']
['07221', '07221_0001359_cnn_inception100.csv', '0.00931133']
['07132', '07132_0004865_cnn_inception100.csv', '0.0010343']
