['00259', '00259_0003341_cnn_inception100.csv', '3.9568e-05']
['00063', '00063_0008375_cnn_inception100.csv', '0.00200506']
['00251', '00251_0001267_cnn_inception100.csv', '0.00265288']
['00436', '00436_0006181_cnn_inception100.csv', '0.000288509']
['00409', '00409_0003209_cnn_inception100.csv', '0.00137502']
['00377', '00377_0003723_cnn_inception100.csv', '0.000521492']
['00173', '00173_0001101_cnn_inception100.csv', '0.00190829']
['00128', '00128_0024589_cnn_inception100.csv', '0.0149715']
['00322', '00322_0000977_cnn_inception100.csv', '0.000440579']
['00110', '00110_0004808_cnn_inception100.csv', '0.00314009']
['00382', '00382_0000003_cnn_inception100.csv', '0.0058727']
['00083', '00083_0004549_cnn_inception100.csv', '0.000723819']
['00425', '00425_0021750_cnn_inception100.csv', '4.37922e-05']
['00023', '00023_0002211_cnn_inception100.csv', '0.00200047']
['00478', '00478_0008838_cnn_inception100.csv', '0.000136095']
['00014', '00014_0006149_cnn_inception100.csv', '0.00101446']
['00484', '00484_0000210_cnn_inception100.csv', '0.00532187']
['00068', '00068_0000489_cnn_inception100.csv', '0.000187766']
['00004', '00004_0002990_cnn_inception100.csv', '0.00436327']
['00326', '00326_0004110_cnn_inception100.csv', '0.00253645']
['00165', '00165_0007731_cnn_inception100.csv', '0.00497689']
['00154', '00154_0002016_cnn_inception100.csv', '0.00339657']
['00198', '00198_0010994_cnn_inception100.csv', '0.00156912']
['00305', '00305_0000360_cnn_inception100.csv', '0.0101929']
['00358', '00358_0010971_cnn_inception100.csv', '0.00237265']
['00029', '00029_0001879_cnn_inception100.csv', '0.00350874']
['00443', '00443_0006324_cnn_inception100.csv', '0.000488505']
['00018', '00018_0003330_cnn_inception100.csv', '0.000983345']
['00212', '00212_0005238_cnn_inception100.csv', '0.00427291']
['00020', '00020_0000440_cnn_inception100.csv', '0.00482936']
['00080', '00080_0003591_cnn_inception100.csv', '9.97264e-05']
['00421', '00421_0003478_cnn_inception100.csv', '0.0022122']
['00214', '00214_0004482_cnn_inception100.csv', '0.00805139']
['00225', '00225_0005139_cnn_inception100.csv', '0.00023299']
['00832', '00832_0005414_cnn_inception100.csv', '0.260138']
['00782', '00782_0005502_cnn_inception100.csv', '0.0023273']
['00778', '00778_0003570_cnn_inception100.csv', '0.0110417']
['00979', '00979_0006745_cnn_inception100.csv', '0.00817037']
['00970', '00970_0004613_cnn_inception100.csv', '0.00446494']
['00587', '00587_0000088_cnn_inception100.csv', '0.0013829']
['00777', '00777_0000753_cnn_inception100.csv', '0.000891046']
['00715', '00715_0002416_cnn_inception100.csv', '0.165429']
['00518', '00518_0002627_cnn_inception100.csv', '4.85519e-05']
