['00294', '00294_0004730_cnn_inception100.csv', '0.00150457']
['00310', '00310_0002387_cnn_inception100.csv', '0.000106224']
['00392', '00392_0002099_cnn_inception100.csv', '0.00432012']
['00711', '00711_0003573_cnn_inception100.csv', '0.0180679']
['01376', '01376_0007251_cnn_inception100.csv', '0.00152047']
['01050', '01050_0008970_cnn_inception100.csv', '0.0207017']
['01200', '01200_0013262_cnn_inception100.csv', '0.0150798']
['01504', '01504_0004352_cnn_inception100.csv', '0.00272981']
['01579', '01579_0005968_cnn_inception100.csv', '0.0116481']
['01959', '01959_0004362_cnn_inception100.csv', '0.00146093']
['02905', '02905_0001873_cnn_inception100.csv', '0.00133157']
['02613', '02613_0002711_cnn_inception100.csv', '0.00427811']
['02787', '02787_0003808_cnn_inception100.csv', '0.000404916']
['02549', '02549_0017210_cnn_inception100.csv', '0.00193854']
['02688', '02688_0000798_cnn_inception100.csv', '0.00353231']
['02516', '02516_0002125_cnn_inception100.csv', '0.00337422']
['02526', '02526_0007980_cnn_inception100.csv', '0.00342668']
['02087', '02087_0001100_cnn_inception100.csv', '0.00243686']
['02069', '02069_0006864_cnn_inception100.csv', '0.00126579']
['02437', '02437_0003368_cnn_inception100.csv', '0.000198746']
['03258', '03258_0017835_cnn_inception100.csv', '0.0167357']
['03760', '03760_0025869_cnn_inception100.csv', '0.00224318']
['03577', '03577_0009379_cnn_inception100.csv', '0.000133713']
['03996', '03996_0006982_cnn_inception100.csv', '0.00474358']
['03510', '03510_0009822_cnn_inception100.csv', '0.00101529']
['04500', '04500_0005153_cnn_inception100.csv', '0.00603121']
['04766', '04766_0001622_cnn_inception100.csv', '0.00279853']
['04704', '04704_0001919_cnn_inception100.csv', '0.0021471']
['05096', '05096_0001176_cnn_inception100.csv', '0.00299685']
['05851', '05851_0001943_cnn_inception100.csv', '0.0033464']
['05964', '05964_0003787_cnn_inception100.csv', '0.00215948']
['06357', '06357_0009907_cnn_inception100.csv', '0.0207364']
['06677', '06677_0003945_cnn_inception100.csv', '0.000417698']
['06579', '06579_0001637_cnn_inception100.csv', '0.000459824']
['06617', '06617_0007725_cnn_inception100.csv', '0.00165089']
['06659', '06659_0013242_cnn_inception100.csv', '0.00133658']
['07164', '07164_0021526_cnn_inception100.csv', '0.00093704']
