['00259', '00259_0003341_cnn_inception100.csv', '7.11696e-05']
['00268', '00268_0005370_cnn_inception100.csv', '0.000793686']
['00068', '00068_0000489_cnn_inception100.csv', '1.94101e-05']
['00264', '00264_0002125_cnn_inception100.csv', '0.00501705']
['00345', '00345_0002996_cnn_inception100.csv', '6.84822e-05']
['00343', '00343_0006041_cnn_inception100.csv', '6.12664e-05']
['00866', '00866_0005554_cnn_inception100.csv', '0.00181298']
['00851', '00851_0000300_cnn_inception100.csv', '0.0010817']
['00777', '00777_0000753_cnn_inception100.csv', '0.00178048']
['00518', '00518_0002627_cnn_inception100.csv', '0.000145251']
['00880', '00880_0004505_cnn_inception100.csv', '0.00124441']
['00855', '00855_0002077_cnn_inception100.csv', '0.00239028']
['00696', '00696_0000554_cnn_inception100.csv', '0.0010549']
['00934', '00934_0007464_cnn_inception100.csv', '0.00414468']
['01337', '01337_0005012_cnn_inception100.csv', '0.000103935']
['01159', '01159_0002523_cnn_inception100.csv', '0.00162309']
['01051', '01051_0002043_cnn_inception100.csv', '0.000490242']
['01092', '01092_0002904_cnn_inception100.csv', '0.00206721']
['01214', '01214_0004844_cnn_inception100.csv', '0.00392507']
['01163', '01163_0001286_cnn_inception100.csv', '0.00643424']
['01542', '01542_0000851_cnn_inception100.csv', '0.00490174']
['01810', '01810_0002665_cnn_inception100.csv', '0.00332176']
['01945', '01945_0017138_cnn_inception100.csv', '0.00186903']
['01670', '01670_0005088_cnn_inception100.csv', '0.0235301']
['01760', '01760_0001894_cnn_inception100.csv', '0.00254629']
['02935', '02935_0006083_cnn_inception100.csv', '0.000649429']
['02702', '02702_0002380_cnn_inception100.csv', '0.000801931']
['02524', '02524_0000915_cnn_inception100.csv', '0.0012543']
['02505', '02505_0000835_cnn_inception100.csv', '0.00250985']
['02616', '02616_0000537_cnn_inception100.csv', '0.011665']
['02913', '02913_0001433_cnn_inception100.csv', '0.00284638']
['02915', '02915_0001281_cnn_inception100.csv', '0.00245661']
['02207', '02207_0003658_cnn_inception100.csv', '0.000326644']
['02168', '02168_0008445_cnn_inception100.csv', '0.00460733']
['02049', '02049_0009269_cnn_inception100.csv', '0.000253607']
['02119', '02119_0005253_cnn_inception100.csv', '8.97911e-05']
['03472', '03472_0002000_cnn_inception100.csv', '0.00643151']
['03138', '03138_0006443_cnn_inception100.csv', '0.00569131']
['03333', '03333_0001392_cnn_inception100.csv', '0.000784978']
['03190', '03190_0008228_cnn_inception100.csv', '0.0552402']
['03124', '03124_0004108_cnn_inception100.csv', '0.022824']
['03068', '03068_0001121_cnn_inception100.csv', '0.000167068']
['03308', '03308_0001002_cnn_inception100.csv', '0.000393442']
['03464', '03464_0000122_cnn_inception100.csv', '0.000107169']
['03294', '03294_0008289_cnn_inception100.csv', '0.00122251']
['03993', '03993_0001443_cnn_inception100.csv', '0.000672051']
['03974', '03974_0004188_cnn_inception100.csv', '0.000271986']
['03772', '03772_0003481_cnn_inception100.csv', '0.000475658']
['03711', '03711_0007699_cnn_inception100.csv', '0.00409492']
['03828', '03828_0002098_cnn_inception100.csv', '0.000461521']
['03810', '03810_0000564_cnn_inception100.csv', '7.27135e-06']
['03949', '03949_0001148_cnn_inception100.csv', '0.000343945']
['04465', '04465_0001613_cnn_inception100.csv', '0.00186165']
['04266', '04266_0010742_cnn_inception100.csv', '0.000885861']
['04161', '04161_0002392_cnn_inception100.csv', '0.000282416']
['04450', '04450_0007500_cnn_inception100.csv', '7.08645e-05']
['04072', '04072_0007310_cnn_inception100.csv', '0.00587454']
['04018', '04018_0003576_cnn_inception100.csv', '6.04404e-05']
['04979', '04979_0003619_cnn_inception100.csv', '0.00122288']
['04567', '04567_0003617_cnn_inception100.csv', '0.00219989']
['04781', '04781_0009439_cnn_inception100.csv', '5.87362e-05']
['04756', '04756_0007535_cnn_inception100.csv', '0.00248935']
['04824', '04824_0001824_cnn_inception100.csv', '0.00030943']
['05126', '05126_0001610_cnn_inception100.csv', '0.000193384']
['05065', '05065_0001153_cnn_inception100.csv', '0.00222061']
['05020', '05020_0000859_cnn_inception100.csv', '0.0021241']
['05045', '05045_0000996_cnn_inception100.csv', '0.00234924']
['05421', '05421_0005609_cnn_inception100.csv', '0.000873728']
['05164', '05164_0000837_cnn_inception100.csv', '0.00481545']
['05775', '05775_0004942_cnn_inception100.csv', '0.00152107']
['05638', '05638_0003140_cnn_inception100.csv', '2.59881e-05']
['05750', '05750_0002767_cnn_inception100.csv', '0.000195252']
['06451', '06451_0001535_cnn_inception100.csv', '0.0192328']
['06339', '06339_0004140_cnn_inception100.csv', '0.000461693']
['06105', '06105_0007786_cnn_inception100.csv', '0.000448405']
['06040', '06040_0000253_cnn_inception100.csv', '0.00228801']
['06415', '06415_0006011_cnn_inception100.csv', '0.000907383']
['06202', '06202_0001620_cnn_inception100.csv', '0.00103255']
['06809', '06809_0044689_cnn_inception100.csv', '0.00100753']
['06980', '06980_0003639_cnn_inception100.csv', '0.0012081']
['06952', '06952_0001594_cnn_inception100.csv', '0.00780377']
['06842', '06842_0003280_cnn_inception100.csv', '0.00108673']
['06629', '06629_0023373_cnn_inception100.csv', '3.10249e-05']
['06881', '06881_0011905_cnn_inception100.csv', '0.000740868']
['06574', '06574_0001692_cnn_inception100.csv', '8.17981e-05']
['07198', '07198_0000257_cnn_inception100.csv', '0.00608763']
['07372', '07372_0046611_cnn_inception100.csv', '0.00117615']
['07050', '07050_0006240_cnn_inception100.csv', '0.000485969']
['07469', '07469_0006911_cnn_inception100.csv', '0.00481587']
['07424', '07424_0000830_cnn_inception100.csv', '0.0639371']
['07415', '07415_0009199_cnn_inception100.csv', '0.000782281']
['07025', '07025_0002452_cnn_inception100.csv', '0.000383972']
['07336', '07336_0003585_cnn_inception100.csv', '0.012458']
['07118', '07118_0005634_cnn_inception100.csv', '0.00219282']
['07377', '07377_0003641_cnn_inception100.csv', '0.00286501']
['07258', '07258_0001927_cnn_inception100.csv', '0.00260702']
