['00338', '00338_0056577_cnn_inception100.csv', '0.00109833']
['00329', '00329_0004997_cnn_inception100.csv', '0.0135845']
['00361', '00361_0003491_cnn_inception100.csv', '0.00184137']
['00367', '00367_0016472_cnn_inception100.csv', '0.00151122']
['00027', '00027_0007650_cnn_inception100.csv', '0.00163683']
['00753', '00753_0000373_cnn_inception100.csv', '0.0019916']
['00811', '00811_0014570_cnn_inception100.csv', '0.00418998']
['00637', '00637_0003406_cnn_inception100.csv', '0.00179733']
['00862', '00862_0002216_cnn_inception100.csv', '0.00472081']
['00654', '00654_0002299_cnn_inception100.csv', '0.000197363']
['00830', '00830_0008271_cnn_inception100.csv', '0.00175843']
['00583', '00583_0009502_cnn_inception100.csv', '0.00146547']
['00531', '00531_0002869_cnn_inception100.csv', '0.00151']
['00670', '00670_0002020_cnn_inception100.csv', '0.00173695']
['01258', '01258_0004873_cnn_inception100.csv', '0.000106192']
['01228', '01228_0006087_cnn_inception100.csv', '0.000921465']
['01420', '01420_0006671_cnn_inception100.csv', '0.0014263']
['01748', '01748_0004375_cnn_inception100.csv', '0.00428229']
['01889', '01889_0004956_cnn_inception100.csv', '0.00119902']
['01775', '01775_0008099_cnn_inception100.csv', '0.000607216']
['01744', '01744_0000636_cnn_inception100.csv', '0.00172815']
['01809', '01809_0001463_cnn_inception100.csv', '0.00155122']
['01883', '01883_0002357_cnn_inception100.csv', '0.000810609']
['02897', '02897_0001629_cnn_inception100.csv', '0.000868752']
['02937', '02937_0001093_cnn_inception100.csv', '0.00158837']
['02398', '02398_0005640_cnn_inception100.csv', '0.00229601']
['02267', '02267_0004136_cnn_inception100.csv', '0.00151828']
['02055', '02055_0002597_cnn_inception100.csv', '0.00178393']
['02145', '02145_0004811_cnn_inception100.csv', '0.00019561']
['03500', '03500_0000936_cnn_inception100.csv', '0.00167398']
['03125', '03125_0004092_cnn_inception100.csv', '0.00272274']
['03150', '03150_0002928_cnn_inception100.csv', '0.00193756']
['03331', '03331_0004544_cnn_inception100.csv', '0.00182309']
['03363', '03363_0002950_cnn_inception100.csv', '0.00163107']
['03167', '03167_0014541_cnn_inception100.csv', '0.00910999']
['03497', '03497_0002536_cnn_inception100.csv', '0.00186831']
['03682', '03682_0011262_cnn_inception100.csv', '0.0008316']
['03871', '03871_0004515_cnn_inception100.csv', '0.00196828']
['03703', '03703_0001512_cnn_inception100.csv', '0.00149558']
['03938', '03938_0000508_cnn_inception100.csv', '0.00305738']
['03511', '03511_0057329_cnn_inception100.csv', '0.000277807']
['03634', '03634_0006693_cnn_inception100.csv', '0.00233991']
['04091', '04091_0005325_cnn_inception100.csv', '0.00145753']
['04425', '04425_0002390_cnn_inception100.csv', '0.00201095']
['04461', '04461_0001155_cnn_inception100.csv', '0.000629992']
['04236', '04236_0002931_cnn_inception100.csv', '0.00693519']
['04045', '04045_0004322_cnn_inception100.csv', '0.00177812']
['04873', '04873_0005776_cnn_inception100.csv', '0.00218922']
['04607', '04607_0006176_cnn_inception100.csv', '0.00338753']
['04698', '04698_0012043_cnn_inception100.csv', '0.00049478']
['04806', '04806_0004863_cnn_inception100.csv', '0.00165648']
['04905', '04905_0004114_cnn_inception100.csv', '0.00166665']
['04876', '04876_0002236_cnn_inception100.csv', '0.00160085']
['05121', '05121_0008826_cnn_inception100.csv', '0.0012124']
['05347', '05347_0031393_cnn_inception100.csv', '0.00231185']
['05412', '05412_0005161_cnn_inception100.csv', '0.00252677']
['05113', '05113_0002480_cnn_inception100.csv', '0.000543867']
['05456', '05456_0005145_cnn_inception100.csv', '0.00168361']
['05575', '05575_0001846_cnn_inception100.csv', '0.0013135']
['05974', '05974_0000634_cnn_inception100.csv', '0.00207279']
['05654', '05654_0000282_cnn_inception100.csv', '0.00125868']
['06196', '06196_0046239_cnn_inception100.csv', '0.00147748']
['06046', '06046_0002331_cnn_inception100.csv', '0.00259662']
['06288', '06288_0005582_cnn_inception100.csv', '0.00219083']
['06031', '06031_0022463_cnn_inception100.csv', '0.00207228']
['06768', '06768_0001541_cnn_inception100.csv', '0.00159562']
['06896', '06896_0001268_cnn_inception100.csv', '0.00203339']
['06943', '06943_0002739_cnn_inception100.csv', '0.000278019']
['06857', '06857_0001487_cnn_inception100.csv', '0.00202265']
['06605', '06605_0006780_cnn_inception100.csv', '0.00142203']
['06713', '06713_0006676_cnn_inception100.csv', '0.00213685']
['07333', '07333_0002542_cnn_inception100.csv', '0.00395497']
['07366', '07366_0003608_cnn_inception100.csv', '0.00191898']
['07117', '07117_0004269_cnn_inception100.csv', '0.000137766']
['07204', '07204_0005750_cnn_inception100.csv', '0.00162113']
['07250', '07250_0001750_cnn_inception100.csv', '0.00122747']
