['01011', '01011_0003528_cnn_inception100.csv', '5.74756e-05']
['01581', '01581_0003225_cnn_inception100.csv', '0.00211186']
['01682', '01682_0009961_cnn_inception100.csv', '0.00231662']
['02511', '02511_0008365_cnn_inception100.csv', '0.000501666']
['02201', '02201_0000196_cnn_inception100.csv', '0.00211186']
['02062', '02062_0002453_cnn_inception100.csv', '0.0032399']
['03420', '03420_0001136_cnn_inception100.csv', '0.00142787']
['03549', '03549_0003745_cnn_inception100.csv', '0.00079077']
['03808', '03808_0010216_cnn_inception100.csv', '0.00289462']
['04447', '04447_0000674_cnn_inception100.csv', '0.00188194']
['04694', '04694_0003787_cnn_inception100.csv', '0.00208782']
['04656', '04656_0002258_cnn_inception100.csv', '0.0293877']
['05102', '05102_0005228_cnn_inception100.csv', '0.00211186']
['05876', '05876_0001787_cnn_inception100.csv', '0.0035495']
['06113', '06113_0000291_cnn_inception100.csv', '0.00175843']
['06260', '06260_0009743_cnn_inception100.csv', '0.00611564']
['06730', '06730_0004858_cnn_inception100.csv', '0.00195275']
['07214', '07214_0000533_cnn_inception100.csv', '0.00198874']
['07367', '07367_0010937_cnn_inception100.csv', '0.00507375']
['07335', '07335_0003592_cnn_inception100.csv', '0.00190335']
['07054', '07054_0010513_cnn_inception100.csv', '0.00140166']
