['00259', '00259_0003341_cnn_inception100.csv', '5.59277e-05']
['00444', '00444_0005707_cnn_inception100.csv', '0.00219431']
['00913', '00913_0001489_cnn_inception100.csv', '0.0072668']
['01251', '01251_0002224_cnn_inception100.csv', '0.00160716']
['01791', '01791_0005965_cnn_inception100.csv', '0.00103747']
['01684', '01684_0007822_cnn_inception100.csv', '0.0591906']
['01841', '01841_0002184_cnn_inception100.csv', '0.000862704']
['02664', '02664_0001165_cnn_inception100.csv', '0.000392634']
['02834', '02834_0004022_cnn_inception100.csv', '0.00138037']
['02895', '02895_0001898_cnn_inception100.csv', '0.00345606']
['02119', '02119_0005253_cnn_inception100.csv', '0.000115261']
['03338', '03338_0013923_cnn_inception100.csv', '0.00256823']
['03001', '03001_0003893_cnn_inception100.csv', '0.000405794']
['03952', '03952_0006409_cnn_inception100.csv', '0.000787131']
['03550', '03550_0003069_cnn_inception100.csv', '8.62659e-05']
['04096', '04096_0005689_cnn_inception100.csv', '0.00223276']
['04331', '04331_0004783_cnn_inception100.csv', '0.00128358']
['04281', '04281_0007700_cnn_inception100.csv', '0.0101312']
['04022', '04022_0001635_cnn_inception100.csv', '0.00993545']
['04567', '04567_0003617_cnn_inception100.csv', '0.00176797']
['04831', '04831_0007948_cnn_inception100.csv', '0.0130293']
['04836', '04836_0002569_cnn_inception100.csv', '0.0183483']
['04710', '04710_0002828_cnn_inception100.csv', '0.00179672']
['05071', '05071_0005090_cnn_inception100.csv', '0.00304602']
['05035', '05035_0002275_cnn_inception100.csv', '0.000600438']
['06338', '06338_0002140_cnn_inception100.csv', '0.00625131']
['06736', '06736_0000637_cnn_inception100.csv', '0.00234885']
['06785', '06785_0005504_cnn_inception100.csv', '0.000546415']
['07305', '07305_0002937_cnn_inception100.csv', '0.0023616']
['07405', '07405_0003269_cnn_inception100.csv', '0.00251714']
['07084', '07084_0002020_cnn_inception100.csv', '0.00141084']
['07322', '07322_0011624_cnn_inception100.csv', '0.00285023']
