['00259', '00259_0003341_cnn_inception100.csv', '3.96334e-05']
['00315', '00315_0002755_cnn_inception100.csv', '0.00130804']
['00173', '00173_0001101_cnn_inception100.csv', '0.00112711']
['00478', '00478_0008838_cnn_inception100.csv', '0.000331825']
['00297', '00297_0003171_cnn_inception100.csv', '0.000248088']
['00321', '00321_0006614_cnn_inception100.csv', '0.00104728']
['00359', '00359_0001694_cnn_inception100.csv', '0.00875925']
['00771', '00771_0003136_cnn_inception100.csv', '0.00359046']
['00513', '00513_0000024_cnn_inception100.csv', '0.000308516']
['00920', '00920_0000410_cnn_inception100.csv', '0.0013724']
['00649', '00649_0001792_cnn_inception100.csv', '0.00139217']
['01315', '01315_0032531_cnn_inception100.csv', '0.000352929']
['01447', '01447_0008606_cnn_inception100.csv', '0.00231763']
['01331', '01331_0012940_cnn_inception100.csv', '0.00122348']
['01375', '01375_0002517_cnn_inception100.csv', '0.00188732']
['01094', '01094_0008766_cnn_inception100.csv', '0.000679587']
['01069', '01069_0000926_cnn_inception100.csv', '0.000905368']
['01445', '01445_0016302_cnn_inception100.csv', '0.0229733']
['01741', '01741_0002667_cnn_inception100.csv', '0.00148846']
['01527', '01527_0000208_cnn_inception100.csv', '0.00319051']
['01621', '01621_0015155_cnn_inception100.csv', '0.00529588']
['01688', '01688_0015415_cnn_inception100.csv', '0.00538827']
['01568', '01568_0002157_cnn_inception100.csv', '0.00193742']
['01525', '01525_0005209_cnn_inception100.csv', '0.00258044']
['01788', '01788_0007772_cnn_inception100.csv', '0.00113409']
['01563', '01563_0002739_cnn_inception100.csv', '0.00129887']
['02591', '02591_0014340_cnn_inception100.csv', '0.00112309']
['02607', '02607_0000651_cnn_inception100.csv', '0.00097674']
['02791', '02791_0004550_cnn_inception100.csv', '0.00146588']
['02594', '02594_0005070_cnn_inception100.csv', '0.0016555']
['02626', '02626_0005896_cnn_inception100.csv', '0.00141983']
['02610', '02610_0003876_cnn_inception100.csv', '0.00300825']
['02152', '02152_0009183_cnn_inception100.csv', '0.00130158']
['02357', '02357_0021682_cnn_inception100.csv', '0.000682845']
['02419', '02419_0005422_cnn_inception100.csv', '0.0010831']
['02364', '02364_0003964_cnn_inception100.csv', '0.000382153']
['02161', '02161_0000162_cnn_inception100.csv', '0.000346709']
['02082', '02082_0000988_cnn_inception100.csv', '0.000665204']
['03414', '03414_0004047_cnn_inception100.csv', '0.00246038']
['03471', '03471_0004854_cnn_inception100.csv', '0.00867784']
['03362', '03362_0004628_cnn_inception100.csv', '0.000167334']
['03462', '03462_0002458_cnn_inception100.csv', '0.00195894']
['03809', '03809_0005017_cnn_inception100.csv', '0.00189391']
['03925', '03925_0007403_cnn_inception100.csv', '0.00219166']
['04462', '04462_0001142_cnn_inception100.csv', '0.00235832']
['04269', '04269_0002503_cnn_inception100.csv', '0.00263085']
['04002', '04002_0003650_cnn_inception100.csv', '2.91074e-06']
['04239', '04239_0003814_cnn_inception100.csv', '3.74189e-05']
['04305', '04305_0000103_cnn_inception100.csv', '0.000890472']
['04395', '04395_0011296_cnn_inception100.csv', '0.00142568']
['04073', '04073_0002489_cnn_inception100.csv', '0.0138499']
['04982', '04982_0004613_cnn_inception100.csv', '0.00699301']
['04902', '04902_0000705_cnn_inception100.csv', '0.000467836']
['04508', '04508_0009039_cnn_inception100.csv', '0.126232']
['04679', '04679_0008287_cnn_inception100.csv', '0.00593661']
['05120', '05120_0001226_cnn_inception100.csv', '0.000477806']
['05322', '05322_0004838_cnn_inception100.csv', '0.0015944']
['05483', '05483_0003305_cnn_inception100.csv', '2.27882e-05']
['05365', '05365_0003237_cnn_inception100.csv', '0.00266768']
['05151', '05151_0005333_cnn_inception100.csv', '0.000432343']
['05262', '05262_0004688_cnn_inception100.csv', '0.00261008']
['05923', '05923_0000603_cnn_inception100.csv', '0.011714']
['05667', '05667_0004877_cnn_inception100.csv', '0.0140249']
['05802', '05802_0005959_cnn_inception100.csv', '0.0158682']
['05535', '05535_0007414_cnn_inception100.csv', '0.000875191']
['05664', '05664_0027988_cnn_inception100.csv', '0.000383257']
['05809', '05809_0009865_cnn_inception100.csv', '0.00116199']
['05607', '05607_0001926_cnn_inception100.csv', '0.000168422']
['05823', '05823_0005921_cnn_inception100.csv', '0.00031934']
['05885', '05885_0002208_cnn_inception100.csv', '0.0277559']
['05508', '05508_0002629_cnn_inception100.csv', '0.00866442']
['06136', '06136_0001331_cnn_inception100.csv', '0.00177007']
['06474', '06474_0001785_cnn_inception100.csv', '0.0011487']
['06437', '06437_0000033_cnn_inception100.csv', '3.53146e-05']
['06638', '06638_0002282_cnn_inception100.csv', '0.00520516']
['06710', '06710_0006805_cnn_inception100.csv', '0.000587408']
['06585', '06585_0006323_cnn_inception100.csv', '0.0185863']
['06785', '06785_0005504_cnn_inception100.csv', '0.000601802']
['06511', '06511_0002738_cnn_inception100.csv', '0.0024896']
['07161', '07161_0000247_cnn_inception100.csv', '0.00408223']
['07436', '07436_0001303_cnn_inception100.csv', '0.00199609']
