['00065', '00065_0005799_cnn_inception100.csv', '2.2341e-06']
['00001', '00001_0001302_cnn_inception100.csv', '1.26501e-06']
['00269', '00269_0002099_cnn_inception100.csv', '3.82251e-06']
['00267', '00267_0005136_cnn_inception100.csv', '0.00709057']
['00121', '00121_0000143_cnn_inception100.csv', '0.0021671']
['00280', '00280_0003839_cnn_inception100.csv', '0.00375783']
['00403', '00403_0001711_cnn_inception100.csv', '0.00226321']
['00146', '00146_0001862_cnn_inception100.csv', '0.00192524']
['00344', '00344_0001674_cnn_inception100.csv', '0.00296204']
['00428', '00428_0005964_cnn_inception100.csv', '0.000518818']
['00859', '00859_0000004_cnn_inception100.csv', '0.00136474']
['00595', '00595_0003952_cnn_inception100.csv', '0.106169']
['00961', '00961_0004583_cnn_inception100.csv', '0.000884725']
['00506', '00506_0003121_cnn_inception100.csv', '0.00276073']
['00640', '00640_0009789_cnn_inception100.csv', '0.0113077']
['00825', '00825_0002477_cnn_inception100.csv', '0.00357139']
['01145', '01145_0004326_cnn_inception100.csv', '0.00013133']
['01464', '01464_0014497_cnn_inception100.csv', '0.00336744']
['01261', '01261_0005631_cnn_inception100.csv', '0.0178699']
['01040', '01040_0004426_cnn_inception100.csv', '2.88104e-05']
['01274', '01274_0002671_cnn_inception100.csv', '0.012222']
['01140', '01140_0005912_cnn_inception100.csv', '0.0128652']
['01124', '01124_0006390_cnn_inception100.csv', '0.982097']
['01444', '01444_0002177_cnn_inception100.csv', '0.0144085']
['01162', '01162_0003591_cnn_inception100.csv', '0.000151521']
['01395', '01395_0005052_cnn_inception100.csv', '0.531621']
['01777', '01777_0005598_cnn_inception100.csv', '0.00452343']
['01982', '01982_0003921_cnn_inception100.csv', '0.0075736']
['01978', '01978_0014563_cnn_inception100.csv', '0.00818983']
['01835', '01835_0007752_cnn_inception100.csv', '0.00208775']
['01736', '01736_0003234_cnn_inception100.csv', '0.240195']
['01798', '01798_0010296_cnn_inception100.csv', '0.0018364']
['01962', '01962_0012215_cnn_inception100.csv', '0.000746696']
['01965', '01965_0002296_cnn_inception100.csv', '0.0135026']
['01797', '01797_0000702_cnn_inception100.csv', '0.053647']
['01514', '01514_0001826_cnn_inception100.csv', '0.00787047']
['01698', '01698_0001248_cnn_inception100.csv', '0.000273402']
['01639', '01639_0009790_cnn_inception100.csv', '2.39126e-06']
['01670', '01670_0005088_cnn_inception100.csv', '0.000972489']
['01641', '01641_0010460_cnn_inception100.csv', '0.000168753']
['01554', '01554_0000394_cnn_inception100.csv', '3.41174e-06']
['02705', '02705_0005628_cnn_inception100.csv', '0.00158092']
['02876', '02876_0000707_cnn_inception100.csv', '2.59672e-06']
['02841', '02841_0000934_cnn_inception100.csv', '3.32638e-05']
['02807', '02807_0003420_cnn_inception100.csv', '0.000376889']
['02772', '02772_0006140_cnn_inception100.csv', '7.91609e-07']
['02788', '02788_0002270_cnn_inception100.csv', '0.000929011']
['02911', '02911_0012463_cnn_inception100.csv', '0.348926']
['02731', '02731_0006810_cnn_inception100.csv', '0.000569825']
['02730', '02730_0004914_cnn_inception100.csv', '0.00612612']
['02953', '02953_0031804_cnn_inception100.csv', '0.00295067']
['02674', '02674_0000009_cnn_inception100.csv', '0.00198252']
['02657', '02657_0010657_cnn_inception100.csv', '0.00448542']
['02866', '02866_0005799_cnn_inception100.csv', '0.000318168']
['02573', '02573_0002445_cnn_inception100.csv', '0.00226993']
['02712', '02712_0001041_cnn_inception100.csv', '7.12967e-06']
['02109', '02109_0003646_cnn_inception100.csv', '0.00459305']
['02359', '02359_0008508_cnn_inception100.csv', '9.18887e-09']
['02420', '02420_0009129_cnn_inception100.csv', '0.000312586']
['02475', '02475_0005613_cnn_inception100.csv', '0.00120954']
['02080', '02080_0010257_cnn_inception100.csv', '0.00131856']
['02089', '02089_0003749_cnn_inception100.csv', '0.00305689']
['02056', '02056_0002993_cnn_inception100.csv', '0.00260513']
['02113', '02113_0004100_cnn_inception100.csv', '0.00401306']
['02330', '02330_0003224_cnn_inception100.csv', '0.000800688']
['02119', '02119_0005253_cnn_inception100.csv', '7.59331e-05']
['03224', '03224_0001106_cnn_inception100.csv', '0.00137461']
['03429', '03429_0000785_cnn_inception100.csv', '0.00608382']
['03122', '03122_0007309_cnn_inception100.csv', '0.000205662']
['03466', '03466_0011350_cnn_inception100.csv', '0.00197888']
['03495', '03495_0004178_cnn_inception100.csv', '0.0386176']
['03280', '03280_0004524_cnn_inception100.csv', '0.000830613']
['03281', '03281_0021751_cnn_inception100.csv', '0.000644112']
['03362', '03362_0004628_cnn_inception100.csv', '0.000183398']
['03365', '03365_0001807_cnn_inception100.csv', '0.00408532']
['03399', '03399_0003455_cnn_inception100.csv', '0.000140252']
['03346', '03346_0009604_cnn_inception100.csv', '0.00173288']
['03121', '03121_0011553_cnn_inception100.csv', '0.00706487']
['03031', '03031_0005341_cnn_inception100.csv', '9.1095e-06']
['03408', '03408_0002294_cnn_inception100.csv', '0.00245177']
['03052', '03052_0000414_cnn_inception100.csv', '0.00451583']
['03705', '03705_0002936_cnn_inception100.csv', '0.0103501']
['03799', '03799_0005028_cnn_inception100.csv', '4.17068e-05']
['03754', '03754_0006145_cnn_inception100.csv', '0.00153294']
['03982', '03982_0001792_cnn_inception100.csv', '0.0105035']
['04251', '04251_0010147_cnn_inception100.csv', '0.00188281']
['04438', '04438_0004944_cnn_inception100.csv', '0.00154135']
['04408', '04408_0009361_cnn_inception100.csv', '0.0154574']
['04364', '04364_0004133_cnn_inception100.csv', '4.09622e-06']
['04049', '04049_0002186_cnn_inception100.csv', '0.00532897']
['04067', '04067_0001198_cnn_inception100.csv', '0.000503911']
['04386', '04386_0006016_cnn_inception100.csv', '0.0123239']
['04351', '04351_0001925_cnn_inception100.csv', '0.0333907']
['04442', '04442_0003502_cnn_inception100.csv', '0.00809372']
['04472', '04472_0004077_cnn_inception100.csv', '0.000845031']
['04604', '04604_0000111_cnn_inception100.csv', '0.00182291']
['04869', '04869_0001222_cnn_inception100.csv', '0.00462561']
['04667', '04667_0006997_cnn_inception100.csv', '0.000241402']
['04984', '04984_0009123_cnn_inception100.csv', '0.198587']
['04707', '04707_0002233_cnn_inception100.csv', '0.000925808']
['04881', '04881_0008284_cnn_inception100.csv', '0.00315009']
['04854', '04854_0015579_cnn_inception100.csv', '0.0075806']
['04824', '04824_0001824_cnn_inception100.csv', '0.144295']
['05313', '05313_0003240_cnn_inception100.csv', '0.0127904']
['05091', '05091_0003216_cnn_inception100.csv', '0.000231902']
['05439', '05439_0006182_cnn_inception100.csv', '0.00110872']
['05471', '05471_0001258_cnn_inception100.csv', '0.00159039']
['05482', '05482_0002553_cnn_inception100.csv', '0.00197226']
['05372', '05372_0005641_cnn_inception100.csv', '0.000633265']
['05467', '05467_0026594_cnn_inception100.csv', '0.000635337']
['05255', '05255_0007595_cnn_inception100.csv', '0.00316218']
['05019', '05019_0000356_cnn_inception100.csv', '0.017622']
['05770', '05770_0004051_cnn_inception100.csv', '1.36676e-05']
['05805', '05805_0001667_cnn_inception100.csv', '0.000196423']
['05752', '05752_0008371_cnn_inception100.csv', '0.000124147']
['05568', '05568_0000696_cnn_inception100.csv', '0.00298185']
['05772', '05772_0024069_cnn_inception100.csv', '3.66572e-05']
['05917', '05917_0004888_cnn_inception100.csv', '0.000748849']
['05854', '05854_0013259_cnn_inception100.csv', '0.00221541']
['05699', '05699_0004621_cnn_inception100.csv', '0.00268282']
['05536', '05536_0004427_cnn_inception100.csv', '0.00128916']
['06095', '06095_0007815_cnn_inception100.csv', '0.000921788']
['06171', '06171_0010781_cnn_inception100.csv', '0.00688239']
['06390', '06390_0003138_cnn_inception100.csv', '0.00125419']
['06048', '06048_0005710_cnn_inception100.csv', '0.000634956']
['06454', '06454_0007957_cnn_inception100.csv', '5.55855e-05']
