['00295', '00295_0004537_cnn_inception100.csv', '0.000589861']
['00054', '00054_0000207_cnn_inception100.csv', '0.00310706']
['00257', '00257_0002715_cnn_inception100.csv', '0.0110984']
['00465', '00465_0017844_cnn_inception100.csv', '0.00889349']
['00030', '00030_0001867_cnn_inception100.csv', '0.00374666']
['00256', '00256_0002818_cnn_inception100.csv', '0.00349362']
['00293', '00293_0007832_cnn_inception100.csv', '0.00653595']
['00127', '00127_0001119_cnn_inception100.csv', '0.00683149']
['00116', '00116_0003602_cnn_inception100.csv', '0.00371785']
['00314', '00314_0025803_cnn_inception100.csv', '0.00243595']
['00168', '00168_0011620_cnn_inception100.csv', '0.00333528']
['00330', '00330_0004635_cnn_inception100.csv', '0.00968792']
['00275', '00275_0013798_cnn_inception100.csv', '0.00665142']
['00082', '00082_0001388_cnn_inception100.csv', '0.0214807']
['00415', '00415_0030115_cnn_inception100.csv', '0.0132719']
['00217', '00217_0010083_cnn_inception100.csv', '0.0017442']
['00013', '00013_0008423_cnn_inception100.csv', '0.0162305']
['00265', '00265_0051328_cnn_inception100.csv', '0.0134519']
['00092', '00092_0002410_cnn_inception100.csv', '0.036343']
['00451', '00451_0003999_cnn_inception100.csv', '0.0109885']
['00032', '00032_0007466_cnn_inception100.csv', '0.00541595']
['00494', '00494_0002739_cnn_inception100.csv', '0.0110541']
['00493', '00493_0002149_cnn_inception100.csv', '0.00168298']
['00404', '00404_0001460_cnn_inception100.csv', '0.0102285']
['00201', '00201_0005973_cnn_inception100.csv', '0.0246794']
['00183', '00183_0006765_cnn_inception100.csv', '0.0022279']
['00329', '00329_0004997_cnn_inception100.csv', '0.0758298']
['00185', '00185_0007428_cnn_inception100.csv', '0.0021915']
['00317', '00317_0007763_cnn_inception100.csv', '0.00815231']
['00335', '00335_0001693_cnn_inception100.csv', '0.00462316']
['00107', '00107_0010099_cnn_inception100.csv', '0.00213023']
['00366', '00366_0002222_cnn_inception100.csv', '0.00436254']
['00361', '00361_0003491_cnn_inception100.csv', '0.00186066']
['00139', '00139_0004794_cnn_inception100.csv', '0.00258942']
['00367', '00367_0016472_cnn_inception100.csv', '0.00436386']
['00197', '00197_0002928_cnn_inception100.csv', '0.0119936']
