['00158', '00158_0002927_cnn_inception100.csv', '0.00123505']
['00217', '00217_0010083_cnn_inception100.csv', '0.00182163']
['00434', '00434_0005946_cnn_inception100.csv', '0.000130062']
['00237', '00237_0002615_cnn_inception100.csv', '0.000419984']
['00374', '00374_0003230_cnn_inception100.csv', '0.000713764']
['00246', '00246_0000166_cnn_inception100.csv', '0.0105487']
['00072', '00072_0002588_cnn_inception100.csv', '0.00141414']
['00581', '00581_0002616_cnn_inception100.csv', '0.00370361']
['00911', '00911_0001236_cnn_inception100.csv', '0.00331041']
['00943', '00943_0005436_cnn_inception100.csv', '0.0338341']
['00761', '00761_0001354_cnn_inception100.csv', '0.0986424']
['00622', '00622_0001992_cnn_inception100.csv', '0.00669764']
['01188', '01188_0002174_cnn_inception100.csv', '0.00323524']
['01234', '01234_0008374_cnn_inception100.csv', '0.00250353']
['01015', '01015_0003481_cnn_inception100.csv', '0.00379542']
['01157', '01157_0001955_cnn_inception100.csv', '0.00895934']
['01307', '01307_0000279_cnn_inception100.csv', '0.00348125']
['01318', '01318_0050291_cnn_inception100.csv', '0.00165171']
['01442', '01442_0003802_cnn_inception100.csv', '0.00195134']
['01304', '01304_0002667_cnn_inception100.csv', '0.00283385']
['01545', '01545_0084176_cnn_inception100.csv', '0.00138646']
['01833', '01833_0002855_cnn_inception100.csv', '0.000709421']
['01893', '01893_0005876_cnn_inception100.csv', '0.0013788']
['01674', '01674_0014014_cnn_inception100.csv', '8.02554e-05']
['01644', '01644_0000825_cnn_inception100.csv', '0.00199029']
['01990', '01990_0004514_cnn_inception100.csv', '0.00175678']
['01556', '01556_0001562_cnn_inception100.csv', '0.00453987']
['01936', '01936_0000733_cnn_inception100.csv', '0.00180719']
['01742', '01742_0002971_cnn_inception100.csv', '0.00631222']
['01624', '01624_0009748_cnn_inception100.csv', '0.00173055']
['01824', '01824_0007014_cnn_inception100.csv', '0.0031958']
['02969', '02969_0000241_cnn_inception100.csv', '0.00163004']
['02994', '02994_0004778_cnn_inception100.csv', '0.0468']
['02683', '02683_0005326_cnn_inception100.csv', '0.0144002']
['02809', '02809_0004496_cnn_inception100.csv', '0.00279645']
['02800', '02800_0001817_cnn_inception100.csv', '0.00255608']
['02567', '02567_0002689_cnn_inception100.csv', '0.00100036']
['02681', '02681_0003047_cnn_inception100.csv', '0.000318463']
['02834', '02834_0004022_cnn_inception100.csv', '0.117854']
['02869', '02869_0003520_cnn_inception100.csv', '2.30374e-05']
['02857', '02857_0007995_cnn_inception100.csv', '0.00393852']
['02602', '02602_0001961_cnn_inception100.csv', '0.00315254']
['02283', '02283_0005592_cnn_inception100.csv', '0.0627604']
['02005', '02005_0000681_cnn_inception100.csv', '0.00171903']
['02066', '02066_0002668_cnn_inception100.csv', '0.00144778']
['02301', '02301_0001003_cnn_inception100.csv', '0.0198586']
['02398', '02398_0005640_cnn_inception100.csv', '0.00637474']
['02077', '02077_0002840_cnn_inception100.csv', '0.00368429']
['02012', '02012_0001532_cnn_inception100.csv', '0.00635629']
['02462', '02462_0002567_cnn_inception100.csv', '0.0286853']
['02062', '02062_0002453_cnn_inception100.csv', '0.00131492']
['02406', '02406_0000147_cnn_inception100.csv', '0.0214865']
['03148', '03148_0005067_cnn_inception100.csv', '0.00298599']
['03440', '03440_0003526_cnn_inception100.csv', '0.00777544']
['03219', '03219_0005024_cnn_inception100.csv', '0.00444562']
['03323', '03323_0003066_cnn_inception100.csv', '0.00410889']
['03378', '03378_0025440_cnn_inception100.csv', '0.00193449']
['03232', '03232_0009846_cnn_inception100.csv', '0.000746222']
['03233', '03233_0004767_cnn_inception100.csv', '0.000908933']
['03501', '03501_0005317_cnn_inception100.csv', '0.00237839']
['03919', '03919_0004291_cnn_inception100.csv', '0.00166695']
['03616', '03616_0005504_cnn_inception100.csv', '0.00165156']
['03535', '03535_0001058_cnn_inception100.csv', '0.000994097']
['03777', '03777_0007032_cnn_inception100.csv', '0.00214']
['03518', '03518_0003437_cnn_inception100.csv', '0.00358558']
['04301', '04301_0007897_cnn_inception100.csv', '0.00556241']
['04396', '04396_0006098_cnn_inception100.csv', '0.00545149']
