['00119', '00119_0042302_cnn_inception100.csv', '5.44814e-05']
['00242', '00242_0005595_cnn_inception100.csv', '0.00481573']
['00136', '00136_0019106_cnn_inception100.csv', '0.00647309']
['00668', '00668_0003328_cnn_inception100.csv', '0.00159175']
['00834', '00834_0005022_cnn_inception100.csv', '0.00340572']
['00856', '00856_0002377_cnn_inception100.csv', '0.0128141']
['00748', '00748_0008096_cnn_inception100.csv', '0.0026771']
['00527', '00527_0008439_cnn_inception100.csv', '0.000113693']
['00709', '00709_0007916_cnn_inception100.csv', '0.00616163']
['00765', '00765_0003442_cnn_inception100.csv', '0.000535682']
['00559', '00559_0000119_cnn_inception100.csv', '0.00392613']
['00616', '00616_0007629_cnn_inception100.csv', '0.00121326']
['00808', '00808_0002789_cnn_inception100.csv', '0.00132217']
['00926', '00926_0000210_cnn_inception100.csv', '0.0257306']
['00950', '00950_0005836_cnn_inception100.csv', '0.0116249']
['01313', '01313_0002517_cnn_inception100.csv', '0.00377078']
['01097', '01097_0001739_cnn_inception100.csv', '0.0421029']
['01047', '01047_0001455_cnn_inception100.csv', '0.000719613']
['01217', '01217_0018724_cnn_inception100.csv', '0.0257541']
['01470', '01470_0008367_cnn_inception100.csv', '0.00239625']
['01221', '01221_0001638_cnn_inception100.csv', '0.0700656']
['01013', '01013_0000673_cnn_inception100.csv', '0.000261438']
['01274', '01274_0002671_cnn_inception100.csv', '0.000294552']
['01471', '01471_0013913_cnn_inception100.csv', '0.000715555']
['01216', '01216_0000322_cnn_inception100.csv', '0.0164886']
['01229', '01229_0003607_cnn_inception100.csv', '0.00107094']
['01158', '01158_0075526_cnn_inception100.csv', '0.000367989']
['01183', '01183_0005646_cnn_inception100.csv', '0.00083614']
['01329', '01329_0004810_cnn_inception100.csv', '0.0003333']
['01248', '01248_0001028_cnn_inception100.csv', '0.0140475']
['01520', '01520_0005535_cnn_inception100.csv', '0.00130686']
['01517', '01517_0029857_cnn_inception100.csv', '0.00216126']
['01687', '01687_0004027_cnn_inception100.csv', '0.00148008']
['01673', '01673_0013779_cnn_inception100.csv', '0.00886137']
['01621', '01621_0015155_cnn_inception100.csv', '0.0186821']
['01811', '01811_0006483_cnn_inception100.csv', '0.00190271']
['01720', '01720_0005856_cnn_inception100.csv', '0.00229756']
['01865', '01865_0002065_cnn_inception100.csv', '0.0219458']
['01538', '01538_0016863_cnn_inception100.csv', '0.00154064']
['02808', '02808_0010874_cnn_inception100.csv', '0.00465576']
