['00098', '00098_0000569_cnn_inception100.csv', '7.71816e-05']
['00417', '00417_0003914_cnn_inception100.csv', '0.00157666']
['00868', '00868_0000698_cnn_inception100.csv', '0.000362262']
['00953', '00953_0001417_cnn_inception100.csv', '0.003423']
['00817', '00817_0007895_cnn_inception100.csv', '7.10697e-05']
['00773', '00773_0001593_cnn_inception100.csv', '0.00300289']
['01250', '01250_0003477_cnn_inception100.csv', '0.00113']
['01257', '01257_0000063_cnn_inception100.csv', '0.000871048']
['01210', '01210_0001859_cnn_inception100.csv', '0.0062202']
['01161', '01161_0001372_cnn_inception100.csv', '0.00264822']
['01309', '01309_0004939_cnn_inception100.csv', '6.05166e-05']
['01807', '01807_0010212_cnn_inception100.csv', '0.0269976']
['02808', '02808_0010874_cnn_inception100.csv', '0.00644919']
['02739', '02739_0019975_cnn_inception100.csv', '0.0222569']
['02545', '02545_0003321_cnn_inception100.csv', '3.46148e-05']
['02723', '02723_0012572_cnn_inception100.csv', '0.000301857']
['02480', '02480_0003123_cnn_inception100.csv', '0.000761693']
['02038', '02038_0006239_cnn_inception100.csv', '0.000590093']
['02340', '02340_0013812_cnn_inception100.csv', '0.000533583']
['03043', '03043_0001391_cnn_inception100.csv', '0.00155649']
['03554', '03554_0003980_cnn_inception100.csv', '0.0015785']
['03522', '03522_0001787_cnn_inception100.csv', '0.000967861']
['03558', '03558_0004283_cnn_inception100.csv', '0.0042086']
['03763', '03763_0002719_cnn_inception100.csv', '0.00474463']
['03893', '03893_0004698_cnn_inception100.csv', '0.000676062']
['03894', '03894_0006201_cnn_inception100.csv', '0.0015315']
['04204', '04204_0002274_cnn_inception100.csv', '0.00148706']
['04173', '04173_0002826_cnn_inception100.csv', '0.00194721']
['04194', '04194_0002952_cnn_inception100.csv', '0.00378297']
['04832', '04832_0017142_cnn_inception100.csv', '0.00184899']
['04572', '04572_0004836_cnn_inception100.csv', '0.00137203']
['04528', '04528_0003685_cnn_inception100.csv', '0.00260703']
['04610', '04610_0000078_cnn_inception100.csv', '0.000182523']
['04839', '04839_0011640_cnn_inception100.csv', '0.000653129']
['04514', '04514_0002543_cnn_inception100.csv', '0.0018221']
['04905', '04905_0004114_cnn_inception100.csv', '0.00202364']
['05312', '05312_0003588_cnn_inception100.csv', '0.000346746']
['05188', '05188_0005004_cnn_inception100.csv', '0.00136368']
['05158', '05158_0000339_cnn_inception100.csv', '0.000463812']
['05134', '05134_0007291_cnn_inception100.csv', '0.000582515']
['05208', '05208_0000332_cnn_inception100.csv', '0.00118521']
['05018', '05018_0000070_cnn_inception100.csv', '0.00137983']
['05634', '05634_0007067_cnn_inception100.csv', '0.00713415']
['06296', '06296_0005662_cnn_inception100.csv', '0.000316402']
['06005', '06005_0006079_cnn_inception100.csv', '0.000145557']
['06150', '06150_0000180_cnn_inception100.csv', '0.00269836']
['06338', '06338_0002140_cnn_inception100.csv', '0.000670305']
['06376', '06376_0005806_cnn_inception100.csv', '0.00122825']
['06830', '06830_0004546_cnn_inception100.csv', '0.00171354']
['06910', '06910_0000104_cnn_inception100.csv', '0.000151054']
['06604', '06604_0001366_cnn_inception100.csv', '0.0037397']
['06912', '06912_0002797_cnn_inception100.csv', '0.00499088']
['07225', '07225_0008692_cnn_inception100.csv', '0.00316124']
['07024', '07024_0004496_cnn_inception100.csv', '0.00242745']
['07338', '07338_0012346_cnn_inception100.csv', '0.00034485']
['07465', '07465_0004249_cnn_inception100.csv', '0.00226694']
