['00117', '00117_0005989_cnn_inception100.csv', '3.15644e-05']
['00172', '00172_0000632_cnn_inception100.csv', '0.00184067']
['00143', '00143_0005843_cnn_inception100.csv', '0.00647057']
['00195', '00195_0009736_cnn_inception100.csv', '0.00256015']
['00041', '00041_0001458_cnn_inception100.csv', '0.00112683']
['00272', '00272_0004488_cnn_inception100.csv', '0.000257675']
['00025', '00025_0012382_cnn_inception100.csv', '0.000318195']
['00113', '00113_0010387_cnn_inception100.csv', '0.0521812']
['00198', '00198_0010994_cnn_inception100.csv', '0.000776172']
['00016', '00016_0019632_cnn_inception100.csv', '0.00978069']
['00668', '00668_0003328_cnn_inception100.csv', '0.00172856']
['00785', '00785_0005933_cnn_inception100.csv', '0.000431514']
['00740', '00740_0004605_cnn_inception100.csv', '0.000754143']
['00748', '00748_0008096_cnn_inception100.csv', '0.00132039']
['00731', '00731_0005738_cnn_inception100.csv', '9.03232e-05']
['00889', '00889_0001625_cnn_inception100.csv', '0.00222381']
['00820', '00820_0001844_cnn_inception100.csv', '0.00125746']
['00819', '00819_0011704_cnn_inception100.csv', '0.00119357']
['00838', '00838_0038216_cnn_inception100.csv', '0.00115966']
['00824', '00824_0009270_cnn_inception100.csv', '3.63833e-06']
['01478', '01478_0000486_cnn_inception100.csv', '0.000613189']
['01158', '01158_0075526_cnn_inception100.csv', '0.00287184']
['01134', '01134_0032757_cnn_inception100.csv', '7.62378e-05']
['01150', '01150_0023793_cnn_inception100.csv', '0.000922765']
['01183', '01183_0005646_cnn_inception100.csv', '0.000567768']
['01255', '01255_0001494_cnn_inception100.csv', '8.00131e-05']
['01291', '01291_0005763_cnn_inception100.csv', '0.00124675']
['01010', '01010_0001914_cnn_inception100.csv', '0.00897896']
['01488', '01488_0003328_cnn_inception100.csv', '0.000931087']
['01279', '01279_0003316_cnn_inception100.csv', '0.00231372']
['01042', '01042_0004677_cnn_inception100.csv', '0.00121626']
['01130', '01130_0034252_cnn_inception100.csv', '6.40756e-05']
['01199', '01199_0005299_cnn_inception100.csv', '0.000754659']
['01517', '01517_0029857_cnn_inception100.csv', '0.00225649']
['01528', '01528_0003220_cnn_inception100.csv', '0.000733384']
['01805', '01805_0005316_cnn_inception100.csv', '0.000977932']
['01661', '01661_0002365_cnn_inception100.csv', '0.000957293']
['01673', '01673_0013779_cnn_inception100.csv', '0.00113168']
['01826', '01826_0002103_cnn_inception100.csv', '0.0291292']
['01533', '01533_0010984_cnn_inception100.csv', '0.000131081']
['01938', '01938_0001587_cnn_inception100.csv', '0.000775488']
['01710', '01710_0002108_cnn_inception100.csv', '0.000212165']
