['00455', '00455_0003571_cnn_inception100.csv', '0.125813']
['00098', '00098_0000569_cnn_inception100.csv', '0.620175']
['00312', '00312_0012821_cnn_inception100.csv', '0.005821']
['00315', '00315_0002755_cnn_inception100.csv', '0.00096929']
['00370', '00370_0001229_cnn_inception100.csv', '0.00978565']
['00173', '00173_0001101_cnn_inception100.csv', '0.00111673']
['00110', '00110_0004808_cnn_inception100.csv', '0.00896945']
['00144', '00144_0003631_cnn_inception100.csv', '0.000313965']
['00385', '00385_0000141_cnn_inception100.csv', '0.000434703']
['00159', '00159_0000727_cnn_inception100.csv', '0.000200456']
['00157', '00157_0006977_cnn_inception100.csv', '0.00265395']
['00014', '00014_0006149_cnn_inception100.csv', '0.00113641']
['00484', '00484_0000210_cnn_inception100.csv', '0.00102422']
['00057', '00057_0019078_cnn_inception100.csv', '0.0104017']
['00206', '00206_0005007_cnn_inception100.csv', '1.99038e-05']
['00124', '00124_0001184_cnn_inception100.csv', '0.00433467']
['00182', '00182_0003801_cnn_inception100.csv', '0.002245']
['00114', '00114_0001091_cnn_inception100.csv', '0.00281835']
['00138', '00138_0006070_cnn_inception100.csv', '0.0161838']
['00080', '00080_0003591_cnn_inception100.csv', '2.64932e-05']
['00087', '00087_0000093_cnn_inception100.csv', '0.00528013']
['00045', '00045_0000885_cnn_inception100.csv', '0.000345156']
['00089', '00089_0000179_cnn_inception100.csv', '5.29141e-06']
['00042', '00042_0008935_cnn_inception100.csv', '7.41188e-06']
['00489', '00489_0005381_cnn_inception100.csv', '0.0359415']
['00225', '00225_0005139_cnn_inception100.csv', '0.0402117']
['00416', '00416_0001383_cnn_inception100.csv', '0.000928706']
['00543', '00543_0006005_cnn_inception100.csv', '0.0024309']
['00528', '00528_0007226_cnn_inception100.csv', '0.00471056']
['00977', '00977_0004814_cnn_inception100.csv', '0.0413127']
['00779', '00779_0002115_cnn_inception100.csv', '0.00427385']
['00589', '00589_0002378_cnn_inception100.csv', '0.0360956']
['00723', '00723_0004672_cnn_inception100.csv', '0.00320244']
['00502', '00502_0000011_cnn_inception100.csv', '0.0252989']
['00953', '00953_0001417_cnn_inception100.csv', '0.0350006']
['00954', '00954_0001471_cnn_inception100.csv', '0.00115388']
['00754', '00754_0003563_cnn_inception100.csv', '0.00203173']
['00643', '00643_0013059_cnn_inception100.csv', '0.000668422']
['00821', '00821_0003016_cnn_inception100.csv', '0.00191091']
['00828', '00828_0000267_cnn_inception100.csv', '0.00172043']
['00852', '00852_0003933_cnn_inception100.csv', '0.00769822']
['00600', '00600_0005544_cnn_inception100.csv', '0.000350712']
['00710', '00710_0009172_cnn_inception100.csv', '0.0246966']
['00540', '00540_0000828_cnn_inception100.csv', '0.00554749']
['00547', '00547_0005607_cnn_inception100.csv', '9.02572e-05']
['00926', '00926_0000210_cnn_inception100.csv', '0.000146554']
['00932', '00932_0001675_cnn_inception100.csv', '0.00239811']
['00703', '00703_0005596_cnn_inception100.csv', '2.80956e-05']
['00812', '00812_0004846_cnn_inception100.csv', '0.000149986']
['00649', '00649_0001792_cnn_inception100.csv', '0.000388959']
['00646', '00646_0003840_cnn_inception100.csv', '0.00511751']
['00679', '00679_0001094_cnn_inception100.csv', '0.00475159']
['01181', '01181_0002958_cnn_inception100.csv', '0.0416572']
['01144', '01144_0006510_cnn_inception100.csv', '0.00625917']
['01312', '01312_0001042_cnn_inception100.csv', '0.000913695']
['01315', '01315_0032531_cnn_inception100.csv', '0.0408181']
['01323', '01323_0001494_cnn_inception100.csv', '0.0026294']
['01409', '01409_0003799_cnn_inception100.csv', '0.00112844']
['01053', '01053_0002564_cnn_inception100.csv', '0.0017602']
['01268', '01268_0014595_cnn_inception100.csv', '0.000470701']
['01470', '01470_0008367_cnn_inception100.csv', '0.0121828']
['01448', '01448_0002663_cnn_inception100.csv', '0.00202172']
['01179', '01179_0000748_cnn_inception100.csv', '0.00251894']
['01373', '01373_0017326_cnn_inception100.csv', '0.0283685']
['01094', '01094_0008766_cnn_inception100.csv', '0.000400757']
['01051', '01051_0002043_cnn_inception100.csv', '0.00365438']
['01033', '01033_0002492_cnn_inception100.csv', '0.00159281']
['01265', '01265_0002297_cnn_inception100.csv', '0.000401601']
['01494', '01494_0000001_cnn_inception100.csv', '0.00573118']
['01480', '01480_0012533_cnn_inception100.csv', '0.00189713']
['01420', '01420_0006671_cnn_inception100.csv', '0.00120273']
['01428', '01428_0000004_cnn_inception100.csv', '0.00120038']
['01241', '01241_0001113_cnn_inception100.csv', '0.00012111']
['01333', '01333_0000839_cnn_inception100.csv', '0.00143644']
['01191', '01191_0004230_cnn_inception100.csv', '0.00349971']
['01587', '01587_0001290_cnn_inception100.csv', '0.00116088']
['01785', '01785_0001183_cnn_inception100.csv', '0.00131254']
['01714', '01714_0011721_cnn_inception100.csv', '0.00498804']
['01713', '01713_0007220_cnn_inception100.csv', '0.000782766']
['01983', '01983_0004287_cnn_inception100.csv', '0.00194227']
['01804', '01804_0000257_cnn_inception100.csv', '0.00688429']
['01850', '01850_0009048_cnn_inception100.csv', '0.000200385']
['01817', '01817_0003293_cnn_inception100.csv', '8.35591e-06']
['01999', '01999_0007939_cnn_inception100.csv', '0.000575977']
['01964', '01964_0002527_cnn_inception100.csv', '0.0035874']
['01731', '01731_0035093_cnn_inception100.csv', '0.00169634']
['01550', '01550_0000273_cnn_inception100.csv', '0.00186359']
['01996', '01996_0005661_cnn_inception100.csv', '0.00363912']
['01534', '01534_0003802_cnn_inception100.csv', '1.67957e-05']
['01954', '01954_0002056_cnn_inception100.csv', '0.000899705']
['01907', '01907_0007312_cnn_inception100.csv', '0.0839818']
['01569', '01569_0001387_cnn_inception100.csv', '0.00152273']
['01763', '01763_0001650_cnn_inception100.csv', '0.00170717']
['01577', '01577_0002650_cnn_inception100.csv', '0.00192994']
['01989', '01989_0000520_cnn_inception100.csv', '1.11007e-05']
['01786', '01786_0005727_cnn_inception100.csv', '0.019181']
['01929', '01929_0002899_cnn_inception100.csv', '0.000723996']
['01653', '01653_0005178_cnn_inception100.csv', '0.0022662']
['01837', '01837_0001618_cnn_inception100.csv', '0.000513054']
['01606', '01606_0002575_cnn_inception100.csv', '0.000937739']
['01849', '01849_0013011_cnn_inception100.csv', '0.00329883']
['01678', '01678_0010557_cnn_inception100.csv', '0.00458863']
['01671', '01671_0004042_cnn_inception100.csv', '0.00673771']
['01507', '01507_0009954_cnn_inception100.csv', '1.52188e-05']
['01967', '01967_0005415_cnn_inception100.csv', '0.00627626']
['01767', '01767_0003146_cnn_inception100.csv', '0.000295752']
['02591', '02591_0014340_cnn_inception100.csv', '0.0032526']
['02794', '02794_0002899_cnn_inception100.csv', '0.00198593']
['02702', '02702_0002380_cnn_inception100.csv', '0.00320819']
['02684', '02684_0000467_cnn_inception100.csv', '0.000668095']
['02685', '02685_0016291_cnn_inception100.csv', '0.00759424']
['02838', '02838_0001222_cnn_inception100.csv', '8.76452e-05']
['02720', '02720_0005878_cnn_inception100.csv', '0.00147849']
['02584', '02584_0008796_cnn_inception100.csv', '0.0666378']
['02570', '02570_0006512_cnn_inception100.csv', '0.000535289']
['02942', '02942_0003094_cnn_inception100.csv', '0.00363706']
['02721', '02721_0013058_cnn_inception100.csv', '0.00161179']
['02576', '02576_0001285_cnn_inception100.csv', '0.00554056']
['02559', '02559_0005257_cnn_inception100.csv', '0.00100371']
['02737', '02737_0009366_cnn_inception100.csv', '0.0476407']
['02763', '02763_0004040_cnn_inception100.csv', '0.0211316']
['02611', '02611_0000303_cnn_inception100.csv', '0.000448979']
['02620', '02620_0001217_cnn_inception100.csv', '0.00673725']
['02819', '02819_0018240_cnn_inception100.csv', '0.000877416']
['02887', '02887_0005563_cnn_inception100.csv', '0.00142898']
['02982', '02982_0002946_cnn_inception100.csv', '0.00142681']
['02715', '02715_0007945_cnn_inception100.csv', '0.000659568']
['02778', '02778_0000936_cnn_inception100.csv', '0.00841702']
['02305', '02305_0006204_cnn_inception100.csv', '0.00149011']
['02304', '02304_0001870_cnn_inception100.csv', '0.000519781']
['02357', '02357_0021682_cnn_inception100.csv', '0.0040448']
['02026', '02026_0001660_cnn_inception100.csv', '0.00508302']
['02081', '02081_0000002_cnn_inception100.csv', '0.000727122']
['02074', '02074_0000288_cnn_inception100.csv', '0.0109548']
['02248', '02248_0006234_cnn_inception100.csv', '0.00074996']
['02435', '02435_0007785_cnn_inception100.csv', '0.00233435']
['02057', '02057_0003453_cnn_inception100.csv', '0.00224325']
['02434', '02434_0001652_cnn_inception100.csv', '0.000390188']
['02160', '02160_0005102_cnn_inception100.csv', '0.0112547']
['02337', '02337_0004786_cnn_inception100.csv', '0.000423445']
['02391', '02391_0002747_cnn_inception100.csv', '0.000913859']
['02025', '02025_0004788_cnn_inception100.csv', '0.0102974']
['02448', '02448_0003645_cnn_inception100.csv', '0.00138145']
['02425', '02425_0004441_cnn_inception100.csv', '0.0018279']
['02233', '02233_0000341_cnn_inception100.csv', '0.00203989']
['02063', '02063_0006067_cnn_inception100.csv', '0.00769014']
['02455', '02455_0003777_cnn_inception100.csv', '0.0326641']
['02038', '02038_0006239_cnn_inception100.csv', '0.00506288']
['02266', '02266_0001993_cnn_inception100.csv', '0.00279438']
['02340', '02340_0013812_cnn_inception100.csv', '0.00217606']
['02187', '02187_0002745_cnn_inception100.csv', '0.000294875']
['03074', '03074_0006489_cnn_inception100.csv', '0.00211752']
['03019', '03019_0000001_cnn_inception100.csv', '0.00812823']
['03043', '03043_0001391_cnn_inception100.csv', '0.00350936']
['03075', '03075_0004235_cnn_inception100.csv', '0.00187693']
['03165', '03165_0003694_cnn_inception100.csv', '0.000657189']
['03368', '03368_0000765_cnn_inception100.csv', '0.000220084']
['03101', '03101_0024467_cnn_inception100.csv', '0.00346279']
['03394', '03394_0002598_cnn_inception100.csv', '0.0010593']
['03123', '03123_0004033_cnn_inception100.csv', '0.000650367']
['03185', '03185_0005801_cnn_inception100.csv', '0.000593622']
['03182', '03182_0000492_cnn_inception100.csv', '0.00292891']
['03328', '03328_0003386_cnn_inception100.csv', '0.000153314']
['03095', '03095_0006680_cnn_inception100.csv', '0.000322103']
['03003', '03003_0004035_cnn_inception100.csv', '0.00354494']
['03290', '03290_0001994_cnn_inception100.csv', '0.00127761']
['03457', '03457_0005008_cnn_inception100.csv', '0.00827601']
['03015', '03015_0000088_cnn_inception100.csv', '0.00446777']
['03078', '03078_0008451_cnn_inception100.csv', '0.00604493']
['03244', '03244_0000841_cnn_inception100.csv', '0.000514154']
['03448', '03448_0000727_cnn_inception100.csv', '0.00248187']
['03158', '03158_0002067_cnn_inception100.csv', '0.000471088']
['03348', '03348_0044546_cnn_inception100.csv', '0.0153472']
['03036', '03036_0000717_cnn_inception100.csv', '0.00129759']
['03257', '03257_0008381_cnn_inception100.csv', '0.00317292']
['03462', '03462_0002458_cnn_inception100.csv', '0.00161498']
['03465', '03465_0004896_cnn_inception100.csv', '0.000518083']
['03491', '03491_0000803_cnn_inception100.csv', '0.000832084']
['03623', '03623_0005206_cnn_inception100.csv', '0.000205506']
['03876', '03876_0002915_cnn_inception100.csv', '0.00043694']
['03598', '03598_0003196_cnn_inception100.csv', '0.00757466']
['03565', '03565_0004440_cnn_inception100.csv', '0.00131839']
['03732', '03732_0004274_cnn_inception100.csv', '0.0015499']
['03522', '03522_0001787_cnn_inception100.csv', '0.0560298']
['03928', '03928_0000049_cnn_inception100.csv', '0.0127813']
['03639', '03639_0006380_cnn_inception100.csv', '5.4741e-05']
['03863', '03863_0003705_cnn_inception100.csv', '0.000114184']
['03816', '03816_0029400_cnn_inception100.csv', '0.00673277']
['03687', '03687_0003185_cnn_inception100.csv', '0.000994223']
['03674', '03674_0000293_cnn_inception100.csv', '0.0014607']
['03763', '03763_0002719_cnn_inception100.csv', '0.0129249']
['03753', '03753_0000324_cnn_inception100.csv', '0.00642815']
['03749', '03749_0006805_cnn_inception100.csv', '0.00607063']
['03946', '03946_0001058_cnn_inception100.csv', '0.000833446']
['03779', '03779_0009283_cnn_inception100.csv', '0.00647124']
['03985', '03985_0005642_cnn_inception100.csv', '0.00561735']
['03940', '03940_0001693_cnn_inception100.csv', '0.00220604']
['03527', '03527_0000805_cnn_inception100.csv', '0.00835606']
['03666', '03666_0004343_cnn_inception100.csv', '0.00150007']
['03893', '03893_0004698_cnn_inception100.csv', '0.0362713']
['04202', '04202_0005628_cnn_inception100.csv', '0.00555978']
['04052', '04052_0008199_cnn_inception100.csv', '0.0433982']
['04204', '04204_0002274_cnn_inception100.csv', '0.00314706']
['04173', '04173_0002826_cnn_inception100.csv', '0.00458098']
['04104', '04104_0006744_cnn_inception100.csv', '0.000468414']
['04210', '04210_0003206_cnn_inception100.csv', '0.000212012']
['04245', '04245_0009154_cnn_inception100.csv', '0.00349951']
['04084', '04084_0002200_cnn_inception100.csv', '0.00573658']
['04414', '04414_0003956_cnn_inception100.csv', '0.00115923']
['04024', '04024_0005015_cnn_inception100.csv', '0.00615415']
['04239', '04239_0003814_cnn_inception100.csv', '0.00925133']
['04262', '04262_0001829_cnn_inception100.csv', '0.0010173']
