['00062', '00062_0005274_cnn_inception100.csv', '0.00215757']
['00496', '00496_0003380_cnn_inception100.csv', '0.0344876']
['00400', '00400_0005486_cnn_inception100.csv', '0.00723707']
['00097', '00097_0047812_cnn_inception100.csv', '0.00118188']
['00346', '00346_0015618_cnn_inception100.csv', '0.00118292']
['00301', '00301_0002224_cnn_inception100.csv', '0.00582083']
['00447', '00447_0001427_cnn_inception100.csv', '0.00454777']
['00483', '00483_0009848_cnn_inception100.csv', '0.0016659']
['00262', '00262_0004034_cnn_inception100.csv', '0.00181008']
['00469', '00469_0004935_cnn_inception100.csv', '0.0495511']
['00056', '00056_0000012_cnn_inception100.csv', '0.00118292']
['00034', '00034_0000568_cnn_inception100.csv', '0.000311003']
['00170', '00170_0004106_cnn_inception100.csv', '0.00111244']
['00388', '00388_0005091_cnn_inception100.csv', '0.0312625']
['00176', '00176_0006178_cnn_inception100.csv', '0.0253318']
['00101', '00101_0000173_cnn_inception100.csv', '0.00118292']
['00139', '00139_0004794_cnn_inception100.csv', '0.00456046']
['00277', '00277_0004566_cnn_inception100.csv', '0.000820674']
['00270', '00270_0003272_cnn_inception100.csv', '0.000599651']
['00271', '00271_0000170_cnn_inception100.csv', '0.00118292']
['00086', '00086_0002197_cnn_inception100.csv', '0.0013761']
['00605', '00605_0018870_cnn_inception100.csv', '0.00118292']
['00857', '00857_0002226_cnn_inception100.csv', '0.00195219']
['00776', '00776_0000011_cnn_inception100.csv', '0.00112961']
['00740', '00740_0004605_cnn_inception100.csv', '0.00163787']
['00777', '00777_0000753_cnn_inception100.csv', '0.00218678']
['00940', '00940_0002193_cnn_inception100.csv', '0.00828491']
['00568', '00568_0004980_cnn_inception100.csv', '0.000649071']
['00906', '00906_0002234_cnn_inception100.csv', '0.00233879']
['00842', '00842_0013576_cnn_inception100.csv', '0.00116483']
['00888', '00888_0003436_cnn_inception100.csv', '0.00116649']
['00886', '00886_0000412_cnn_inception100.csv', '0.00214188']
['00673', '00673_0004610_cnn_inception100.csv', '0.00172816']
['00853', '00853_0000323_cnn_inception100.csv', '0.00120642']
['00728', '00728_0001627_cnn_inception100.csv', '0.00226128']
['00721', '00721_0003782_cnn_inception100.csv', '0.000497837']
['00775', '00775_0004909_cnn_inception100.csv', '0.00095159']
['00926', '00926_0000210_cnn_inception100.csv', '0.00016204']
['00756', '00756_0001643_cnn_inception100.csv', '0.150386']
['00994', '00994_0003390_cnn_inception100.csv', '0.013641']
