['00006', '00006_0004443_cnn_inception100.csv', '0.00355563']
['00462', '00462_0010943_cnn_inception100.csv', '0.00134144']
['00189', '00189_0000604_cnn_inception100.csv', '0.00427134']
['00379', '00379_0003895_cnn_inception100.csv', '0.00231355']
['00220', '00220_0006464_cnn_inception100.csv', '0.00176551']
['00092', '00092_0002410_cnn_inception100.csv', '0.00334385']
['00061', '00061_0008616_cnn_inception100.csv', '0.00220555']
['00494', '00494_0002739_cnn_inception100.csv', '0.00344372']
['00263', '00263_0010685_cnn_inception100.csv', '0.00797383']
['00185', '00185_0007428_cnn_inception100.csv', '0.000378042']
['00386', '00386_0010636_cnn_inception100.csv', '0.00225793']
['00317', '00317_0007763_cnn_inception100.csv', '0.00320223']
['00395', '00395_0002288_cnn_inception100.csv', '0.00234434']
['00241', '00241_0001174_cnn_inception100.csv', '0.00444244']
['00021', '00021_0007688_cnn_inception100.csv', '0.00587827']
['00429', '00429_0002126_cnn_inception100.csv', '0.000665552']
['00830', '00830_0008271_cnn_inception100.csv', '0.00279778']
['00531', '00531_0002869_cnn_inception100.csv', '0.00151866']
['00683', '00683_0002216_cnn_inception100.csv', '0.00367084']
['01295', '01295_0008246_cnn_inception100.csv', '0.0654858']
['01096', '01096_0018061_cnn_inception100.csv', '0.0146412']
['01228', '01228_0006087_cnn_inception100.csv', '0.00162802']
['01169', '01169_0003608_cnn_inception100.csv', '0.00285465']
['01381', '01381_0002370_cnn_inception100.csv', '0.000960385']
['01252', '01252_0007131_cnn_inception100.csv', '0.00214015']
['01231', '01231_0001819_cnn_inception100.csv', '0.00441748']
['01212', '01212_0008496_cnn_inception100.csv', '0.00390584']
['01426', '01426_0001128_cnn_inception100.csv', '0.0024821']
['01334', '01334_0003169_cnn_inception100.csv', '0.0023101']
['01783', '01783_0008956_cnn_inception100.csv', '0.000746909']
['01947', '01947_0002579_cnn_inception100.csv', '0.00464009']
['01912', '01912_0004093_cnn_inception100.csv', '0.00856564']
['01856', '01856_0003992_cnn_inception100.csv', '0.00273704']
['01602', '01602_0032129_cnn_inception100.csv', '0.0022106']
['01616', '01616_0011709_cnn_inception100.csv', '0.00233234']
['01561', '01561_0013993_cnn_inception100.csv', '0.0462082']
['01790', '01790_0044959_cnn_inception100.csv', '0.0021058']
['01718', '01718_0000472_cnn_inception100.csv', '0.00188845']
['01579', '01579_0005968_cnn_inception100.csv', '0.00106276']
['01854', '01854_0057250_cnn_inception100.csv', '0.00470881']
['01879', '01879_0002929_cnn_inception100.csv', '0.000337065']
['01508', '01508_0005900_cnn_inception100.csv', '0.000654231']
['02756', '02756_0000182_cnn_inception100.csv', '0.00141436']
['02512', '02512_0004681_cnn_inception100.csv', '0.00102415']
['02817', '02817_0009528_cnn_inception100.csv', '0.00226985']
['02803', '02803_0001972_cnn_inception100.csv', '0.00305545']
['02783', '02783_0012054_cnn_inception100.csv', '0.00817043']
['02722', '02722_0014245_cnn_inception100.csv', '0.00278715']
['02333', '02333_0004161_cnn_inception100.csv', '0.00184384']
['02163', '02163_0000212_cnn_inception100.csv', '0.000369862']
['02043', '02043_0003955_cnn_inception100.csv', '0.00321108']
['02072', '02072_0009598_cnn_inception100.csv', '0.00289193']
['02087', '02087_0001100_cnn_inception100.csv', '0.00214587']
['02194', '02194_0002524_cnn_inception100.csv', '0.00595159']
['02300', '02300_0002605_cnn_inception100.csv', '0.00356789']
['02307', '02307_0005990_cnn_inception100.csv', '0.00321936']
['02449', '02449_0000466_cnn_inception100.csv', '0.00010121']
['02117', '02117_0064533_cnn_inception100.csv', '0.00474634']
['03044', '03044_0009300_cnn_inception100.csv', '0.00161065']
['03109', '03109_0000940_cnn_inception100.csv', '0.00221617']
['03304', '03304_0005698_cnn_inception100.csv', '0.00225372']
['03152', '03152_0001878_cnn_inception100.csv', '0.00122709']
['03066', '03066_0000366_cnn_inception100.csv', '0.00324508']
['03060', '03060_0003167_cnn_inception100.csv', '0.00457113']
['03461', '03461_0003815_cnn_inception100.csv', '0.00171646']
['03424', '03424_0051391_cnn_inception100.csv', '0.00146602']
['03479', '03479_0004847_cnn_inception100.csv', '0.00161619']
['03470', '03470_0049491_cnn_inception100.csv', '0.00749186']
['03477', '03477_0002493_cnn_inception100.csv', '0.00119796']
['03132', '03132_0002577_cnn_inception100.csv', '0.00749635']
['03315', '03315_0000381_cnn_inception100.csv', '0.00168047']
['03490', '03490_0053238_cnn_inception100.csv', '0.00708767']
['03258', '03258_0017835_cnn_inception100.csv', '0.0038194']
['03531', '03531_0009430_cnn_inception100.csv', '0.00660588']
['03517', '03517_0001918_cnn_inception100.csv', '0.00166878']
['03589', '03589_0008647_cnn_inception100.csv', '0.00414581']
['03712', '03712_0041026_cnn_inception100.csv', '0.00680338']
['03651', '03651_0000768_cnn_inception100.csv', '0.00216949']
['03632', '03632_0003207_cnn_inception100.csv', '0.00185765']
['04169', '04169_0001464_cnn_inception100.csv', '0.00126277']
['04425', '04425_0002390_cnn_inception100.csv', '0.00263484']
['04230', '04230_0029576_cnn_inception100.csv', '0.00426599']
['04468', '04468_0001944_cnn_inception100.csv', '0.00240097']
['04033', '04033_0002956_cnn_inception100.csv', '0.00608723']
['04061', '04061_0064864_cnn_inception100.csv', '0.00188008']
['04122', '04122_0029738_cnn_inception100.csv', '0.0044491']
['04393', '04393_0002580_cnn_inception100.csv', '0.0012703']
['04803', '04803_0009778_cnn_inception100.csv', '0.00304374']
['04925', '04925_0022552_cnn_inception100.csv', '0.00425869']
['04724', '04724_0032219_cnn_inception100.csv', '0.0209506']
['04890', '04890_0002596_cnn_inception100.csv', '0.00171014']
['04638', '04638_0004611_cnn_inception100.csv', '0.00150147']
['04943', '04943_0000379_cnn_inception100.csv', '0.000829673']
['04921', '04921_0040550_cnn_inception100.csv', '0.308184']
['04761', '04761_0006900_cnn_inception100.csv', '0.00150916']
['04877', '04877_0045746_cnn_inception100.csv', '0.0140281']
['05174', '05174_0011254_cnn_inception100.csv', '0.0143867']
['05347', '05347_0031393_cnn_inception100.csv', '0.00150753']
['05054', '05054_0044815_cnn_inception100.csv', '0.000125049']
['05269', '05269_0017631_cnn_inception100.csv', '0.00265025']
['05258', '05258_0059184_cnn_inception100.csv', '0.00203397']
['05046', '05046_0004873_cnn_inception100.csv', '0.00142479']
['05476', '05476_0005647_cnn_inception100.csv', '0.00291321']
['05168', '05168_0004315_cnn_inception100.csv', '0.00285329']
['05310', '05310_0021718_cnn_inception100.csv', '0.0115848']
['05433', '05433_0003923_cnn_inception100.csv', '0.00142069']
['05460', '05460_0011789_cnn_inception100.csv', '0.0126206']
['05212', '05212_0000187_cnn_inception100.csv', '0.0103939']
['05428', '05428_0006065_cnn_inception100.csv', '0.00108353']
['05213', '05213_0000213_cnn_inception100.csv', '0.00118044']
['05480', '05480_0038907_cnn_inception100.csv', '0.000138607']
['05044', '05044_0003522_cnn_inception100.csv', '0.00300013']
['05199', '05199_0025900_cnn_inception100.csv', '0.0152131']
['05360', '05360_0061700_cnn_inception100.csv', '0.0275845']
['05575', '05575_0001846_cnn_inception100.csv', '0.00552166']
['05521', '05521_0002555_cnn_inception100.csv', '0.00200011']
['05650', '05650_0009422_cnn_inception100.csv', '0.00225572']
['05851', '05851_0001943_cnn_inception100.csv', '0.00248623']
['05842', '05842_0007660_cnn_inception100.csv', '0.0186518']
['05828', '05828_0008854_cnn_inception100.csv', '0.00331742']
['05532', '05532_0000513_cnn_inception100.csv', '0.00193518']
['05538', '05538_0022790_cnn_inception100.csv', '0.0265333']
['06196', '06196_0046239_cnn_inception100.csv', '0.00194162']
['06130', '06130_0013912_cnn_inception100.csv', '0.00242421']
['06333', '06333_0006460_cnn_inception100.csv', '0.00123751']
['06190', '06190_0002698_cnn_inception100.csv', '0.00176994']
['06473', '06473_0012603_cnn_inception100.csv', '0.00354069']
['06207', '06207_0022168_cnn_inception100.csv', '0.0326531']
['06389', '06389_0004742_cnn_inception100.csv', '0.0212814']
['06398', '06398_0008725_cnn_inception100.csv', '0.000854525']
['06287', '06287_0008389_cnn_inception100.csv', '0.0179613']
['06464', '06464_0001952_cnn_inception100.csv', '0.00847885']
['06091', '06091_0003273_cnn_inception100.csv', '0.00205089']
['06257', '06257_0004961_cnn_inception100.csv', '0.00050285']
['06438', '06438_0005278_cnn_inception100.csv', '0.00291063']
['06111', '06111_0000805_cnn_inception100.csv', '0.00272046']
['06756', '06756_0002711_cnn_inception100.csv', '0.00479448']
['06590', '06590_0036040_cnn_inception100.csv', '0.0022309']
['06768', '06768_0001541_cnn_inception100.csv', '0.0121256']
['06837', '06837_0011142_cnn_inception100.csv', '0.00393141']
['06540', '06540_0036874_cnn_inception100.csv', '0.0182288']
['06975', '06975_0017177_cnn_inception100.csv', '0.000302775']
['06556', '06556_0058650_cnn_inception100.csv', '0.000386721']
['06999', '06999_0015793_cnn_inception100.csv', '0.00667306']
['06834', '06834_0002162_cnn_inception100.csv', '0.00011482']
['06856', '06856_0047894_cnn_inception100.csv', '0.00758592']
['07141', '07141_0005015_cnn_inception100.csv', '0.00277402']
['07286', '07286_0000870_cnn_inception100.csv', '0.00216748']
['07022', '07022_0044252_cnn_inception100.csv', '0.0173032']
['07110', '07110_0006028_cnn_inception100.csv', '0.00103752']
