['00065', '00065_0005799_cnn_inception100.csv', '1.76648e-06']
['00001', '00001_0001302_cnn_inception100.csv', '2.0276e-06']
['00267', '00267_0005136_cnn_inception100.csv', '1.48551e-05']
['00280', '00280_0003839_cnn_inception100.csv', '4.17291e-06']
['00344', '00344_0001674_cnn_inception100.csv', '0.00190116']
['00282', '00282_0001833_cnn_inception100.csv', '0.000776054']
['00595', '00595_0003952_cnn_inception100.csv', '1.12062e-05']
['00825', '00825_0002477_cnn_inception100.csv', '0.000184542']
['01145', '01145_0004326_cnn_inception100.csv', '7.21259e-06']
['01040', '01040_0004426_cnn_inception100.csv', '7.43747e-05']
['01274', '01274_0002671_cnn_inception100.csv', '0.000250177']
['01124', '01124_0006390_cnn_inception100.csv', '6.16641e-06']
['01395', '01395_0005052_cnn_inception100.csv', '0.000106217']
['01516', '01516_0003728_cnn_inception100.csv', '0.000210275']
['01639', '01639_0009790_cnn_inception100.csv', '7.05768e-08']
['01554', '01554_0000394_cnn_inception100.csv', '2.27262e-06']
['02705', '02705_0005628_cnn_inception100.csv', '0.00236366']
['02876', '02876_0000707_cnn_inception100.csv', '1.80063e-08']
['02841', '02841_0000934_cnn_inception100.csv', '5.95053e-06']
['02772', '02772_0006140_cnn_inception100.csv', '1.34292e-05']
['02730', '02730_0004914_cnn_inception100.csv', '0.000251771']
['02712', '02712_0001041_cnn_inception100.csv', '5.85323e-06']
['02359', '02359_0008508_cnn_inception100.csv', '3.24576e-07']
['02420', '02420_0009129_cnn_inception100.csv', '0.00035371']
['02056', '02056_0002993_cnn_inception100.csv', '1.14721e-05']
['02318', '02318_0002276_cnn_inception100.csv', '0.00999669']
['02048', '02048_0004849_cnn_inception100.csv', '0.00781433']
['03309', '03309_0002098_cnn_inception100.csv', '0.000588337']
['03347', '03347_0002089_cnn_inception100.csv', '0.0019457']
['03203', '03203_0001570_cnn_inception100.csv', '0.00403775']
['03031', '03031_0005341_cnn_inception100.csv', '2.0874e-07']
['03408', '03408_0002294_cnn_inception100.csv', '0.00243374']
['03846', '03846_0009978_cnn_inception100.csv', '0.00189402']
['03620', '03620_0000581_cnn_inception100.csv', '0.0208186']
['03799', '03799_0005028_cnn_inception100.csv', '4.67045e-05']
['04251', '04251_0010147_cnn_inception100.csv', '3.57656e-05']
['04364', '04364_0004133_cnn_inception100.csv', '3.51815e-05']
['04420', '04420_0000145_cnn_inception100.csv', '0.00147842']
['04902', '04902_0000705_cnn_inception100.csv', '0.00394924']
['05091', '05091_0003216_cnn_inception100.csv', '3.67526e-06']
['05221', '05221_0000918_cnn_inception100.csv', '0.0121899']
['05752', '05752_0008371_cnn_inception100.csv', '2.70879e-05']
['05917', '05917_0004888_cnn_inception100.csv', '0.00010623']
['06028', '06028_0008224_cnn_inception100.csv', '0.0325171']
['06171', '06171_0010781_cnn_inception100.csv', '3.21179e-06']
['06553', '06553_0006980_cnn_inception100.csv', '0.000224124']
['06691', '06691_0000513_cnn_inception100.csv', '0.00108448']
['06548', '06548_0016036_cnn_inception100.csv', '0.00260073']
['06777', '06777_0001086_cnn_inception100.csv', '0.00011657']
['07072', '07072_0004570_cnn_inception100.csv', '4.13783e-06']
['07468', '07468_0011557_cnn_inception100.csv', '0.00173614']
['07220', '07220_0005828_cnn_inception100.csv', '0.000463343']
['07055', '07055_0047166_cnn_inception100.csv', '0.00787195']
