['00122', '00122_0000391_cnn_inception100.csv', '0.00027929']
['00533', '00533_0009332_cnn_inception100.csv', '0.00164528']
['01272', '01272_0000401_cnn_inception100.csv', '0.0126847']
['01156', '01156_0007127_cnn_inception100.csv', '0.00645983']
['01213', '01213_0000455_cnn_inception100.csv', '0.00154264']
['01108', '01108_0000056_cnn_inception100.csv', '0.00850753']
['01920', '01920_0035960_cnn_inception100.csv', '0.000147778']
['02676', '02676_0000338_cnn_inception100.csv', '0.0416434']
['02710', '02710_0005314_cnn_inception100.csv', '0.000706422']
['02949', '02949_0003255_cnn_inception100.csv', '0.00235506']
['03321', '03321_0001988_cnn_inception100.csv', '0.00809572']
['03476', '03476_0004916_cnn_inception100.csv', '0.0015155']
['03009', '03009_0004737_cnn_inception100.csv', '0.00346673']
['03879', '03879_0001557_cnn_inception100.csv', '0.00154285']
['03786', '03786_0004262_cnn_inception100.csv', '0.000646395']
['03743', '03743_0013773_cnn_inception100.csv', '0.00202987']
['03533', '03533_0000589_cnn_inception100.csv', '0.00151033']
['04286', '04286_0000434_cnn_inception100.csv', '0.00161311']
['04368', '04368_0002884_cnn_inception100.csv', '0.000575183']
['04915', '04915_0000434_cnn_inception100.csv', '0.00136825']
['05078', '05078_0006478_cnn_inception100.csv', '0.00549605']
['05921', '05921_0004638_cnn_inception100.csv', '0.0248412']
['06276', '06276_0007678_cnn_inception100.csv', '0.00318686']
['06470', '06470_0003253_cnn_inception100.csv', '0.00585169']
['06607', '06607_0004918_cnn_inception100.csv', '0.00312412']
['06972', '06972_0005845_cnn_inception100.csv', '0.000890845']
['06790', '06790_0007263_cnn_inception100.csv', '0.00213836']
['07067', '07067_0003048_cnn_inception100.csv', '0.00248599']
['07096', '07096_0003032_cnn_inception100.csv', '0.00766539']
