['00928', '00928_0008211_cnn_inception100.csv', '0.000343442']
['00841', '00841_0011030_cnn_inception100.csv', '0.00108898']
['01332', '01332_0004942_cnn_inception100.csv', '0.00017125']
['01626', '01626_0015480_cnn_inception100.csv', '0.00243212']
['01716', '01716_0005329_cnn_inception100.csv', '0.0037813']
['01919', '01919_0005529_cnn_inception100.csv', '0.00192889']
['01823', '01823_0002909_cnn_inception100.csv', '0.00533664']
['01758', '01758_0004229_cnn_inception100.csv', '0.00315082']
['01506', '01506_0006838_cnn_inception100.csv', '0.00068084']
['02553', '02553_0010378_cnn_inception100.csv', '0.00615487']
['02591', '02591_0014340_cnn_inception100.csv', '0.000712285']
['03195', '03195_0010327_cnn_inception100.csv', '0.0013202']
['03126', '03126_0002615_cnn_inception100.csv', '0.000965698']
['03928', '03928_0000049_cnn_inception100.csv', '0.00173315']
['03965', '03965_0005026_cnn_inception100.csv', '0.00110651']
['03949', '03949_0001148_cnn_inception100.csv', '0.000741311']
['03851', '03851_0003438_cnn_inception100.csv', '0.000122995']
['04940', '04940_0001030_cnn_inception100.csv', '0.0004296']
['05491', '05491_0000554_cnn_inception100.csv', '0.0014293']
['05190', '05190_0001457_cnn_inception100.csv', '0.00661517']
['05717', '05717_0034442_cnn_inception100.csv', '0.00883767']
['05565', '05565_0004613_cnn_inception100.csv', '6.25404e-06']
['06186', '06186_0005601_cnn_inception100.csv', '0.00120903']
['07428', '07428_0000139_cnn_inception100.csv', '2.21322e-05']
['07353', '07353_0002869_cnn_inception100.csv', '0.00122282']
['07385', '07385_0007443_cnn_inception100.csv', '0.00239577']
