['00351', '00351_0013680_cnn_inception100.csv', '0.00211295']
['00516', '00516_0001763_cnn_inception100.csv', '0.00292395']
['00546', '00546_0000694_cnn_inception100.csv', '0.00221134']
['02565', '02565_0003166_cnn_inception100.csv', '0.00262305']
['02750', '02750_0001997_cnn_inception100.csv', '0.00449754']
['02870', '02870_0000383_cnn_inception100.csv', '0.00261689']
['03345', '03345_0005680_cnn_inception100.csv', '0.000647938']
['03619', '03619_0002694_cnn_inception100.csv', '0.00240473']
['03592', '03592_0009899_cnn_inception100.csv', '0.0002788']
['03835', '03835_0006217_cnn_inception100.csv', '0.001323']
['04203', '04203_0021906_cnn_inception100.csv', '0.00194787']
['04430', '04430_0000478_cnn_inception100.csv', '0.00199155']
['04329', '04329_0014046_cnn_inception100.csv', '0.00187737']
['04541', '04541_0006533_cnn_inception100.csv', '0.0101323']
['05293', '05293_0002489_cnn_inception100.csv', '0.00217644']
['05700', '05700_0002237_cnn_inception100.csv', '0.00339387']
['06466', '06466_0010777_cnn_inception100.csv', '0.00523325']
['06362', '06362_0004807_cnn_inception100.csv', '0.000701527']
['06349', '06349_0003316_cnn_inception100.csv', '0.00287985']
['06504', '06504_0004929_cnn_inception100.csv', '0.00185433']
['06868', '06868_0000932_cnn_inception100.csv', '0.00975605']
['07223', '07223_0001822_cnn_inception100.csv', '0.00189016']
['07425', '07425_0014045_cnn_inception100.csv', '0.00275598']
