['00065', '00065_0005799_cnn_inception100.csv', '8.62137e-05']
['00001', '00001_0001302_cnn_inception100.csv', '7.68332e-06']
['00431', '00431_0007845_cnn_inception100.csv', '0.00140834']
['00267', '00267_0005136_cnn_inception100.csv', '7.44696e-06']
['00384', '00384_0001524_cnn_inception100.csv', '0.00202907']
['00280', '00280_0003839_cnn_inception100.csv', '0.000134768']
['00344', '00344_0001674_cnn_inception100.csv', '0.00232982']
['00428', '00428_0005964_cnn_inception100.csv', '7.34114e-05']
['00427', '00427_0001447_cnn_inception100.csv', '0.000554139']
['00595', '00595_0003952_cnn_inception100.csv', '1.16877e-05']
['00698', '00698_0002312_cnn_inception100.csv', '0.000749808']
['00721', '00721_0003782_cnn_inception100.csv', '0.00318199']
['00975', '00975_0003780_cnn_inception100.csv', '0.001354']
['00950', '00950_0005836_cnn_inception100.csv', '0.00186799']
['00536', '00536_0002656_cnn_inception100.csv', '0.00179989']
['00825', '00825_0002477_cnn_inception100.csv', '0.000216283']
['01145', '01145_0004326_cnn_inception100.csv', '0.00348505']
['01040', '01040_0004426_cnn_inception100.csv', '0.000296995']
['01049', '01049_0004632_cnn_inception100.csv', '0.00688876']
['01274', '01274_0002671_cnn_inception100.csv', '0.000948333']
['01331', '01331_0012940_cnn_inception100.csv', '0.0908837']
['01124', '01124_0006390_cnn_inception100.csv', '4.67543e-06']
['01230', '01230_0004960_cnn_inception100.csv', '0.000564095']
['01777', '01777_0005598_cnn_inception100.csv', '0.000823883']
['01982', '01982_0003921_cnn_inception100.csv', '3.96328e-05']
['01516', '01516_0003728_cnn_inception100.csv', '0.000176598']
['01844', '01844_0001078_cnn_inception100.csv', '0.00175102']
['01798', '01798_0010296_cnn_inception100.csv', '0.00490474']
['01797', '01797_0000702_cnn_inception100.csv', '0.00137656']
['01514', '01514_0001826_cnn_inception100.csv', '0.000159294']
['01698', '01698_0001248_cnn_inception100.csv', '1.21036e-05']
['01639', '01639_0009790_cnn_inception100.csv', '2.81396e-06']
['01671', '01671_0004042_cnn_inception100.csv', '0.00048243']
['01685', '01685_0002847_cnn_inception100.csv', '6.29957e-05']
['01554', '01554_0000394_cnn_inception100.csv', '7.16715e-05']
['01539', '01539_0001997_cnn_inception100.csv', '0.000280545']
['02705', '02705_0005628_cnn_inception100.csv', '0.0081519']
['02876', '02876_0000707_cnn_inception100.csv', '4.39822e-06']
['02841', '02841_0000934_cnn_inception100.csv', '2.73783e-05']
['02606', '02606_0016449_cnn_inception100.csv', '0.00011765']
['02972', '02972_0005828_cnn_inception100.csv', '0.00312525']
['02988', '02988_0007963_cnn_inception100.csv', '0.00437734']
['02772', '02772_0006140_cnn_inception100.csv', '9.57278e-05']
['02730', '02730_0004914_cnn_inception100.csv', '0.000651169']
['02534', '02534_0010823_cnn_inception100.csv', '0.0143965']
['02866', '02866_0005799_cnn_inception100.csv', '1.13358e-05']
['02712', '02712_0001041_cnn_inception100.csv', '8.07753e-06']
['02359', '02359_0008508_cnn_inception100.csv', '2.65704e-07']
['02420', '02420_0009129_cnn_inception100.csv', '0.00103295']
['02075', '02075_0004932_cnn_inception100.csv', '0.00681899']
['02073', '02073_0000264_cnn_inception100.csv', '0.0022098']
['02419', '02419_0005422_cnn_inception100.csv', '0.00126127']
['02056', '02056_0002993_cnn_inception100.csv', '8.53241e-06']
['02035', '02035_0001972_cnn_inception100.csv', '0.0014512']
['02344', '02344_0001304_cnn_inception100.csv', '0.000111739']
['02113', '02113_0004100_cnn_inception100.csv', '0.159512']
['02318', '02318_0002276_cnn_inception100.csv', '0.00220476']
['02448', '02448_0003645_cnn_inception100.csv', '0.00160357']
['02048', '02048_0004849_cnn_inception100.csv', '0.0020517']
['02012', '02012_0001532_cnn_inception100.csv', '0.0062523']
['02121', '02121_0002969_cnn_inception100.csv', '0.000732435']
