['00455', '00455_0003571_cnn_inception100.csv', '0.000232944']
['00408', '00408_0003279_cnn_inception100.csv', '0.000325239']
['00234', '00234_0003817_cnn_inception100.csv', '2.36627e-05']
['00064', '00064_0001150_cnn_inception100.csv', '0.00720536']
['00090', '00090_0001959_cnn_inception100.csv', '0.00539542']
['00436', '00436_0006181_cnn_inception100.csv', '0.000355143']
['00312', '00312_0012821_cnn_inception100.csv', '0.026594']
['00111', '00111_0004392_cnn_inception100.csv', '0.00719342']
['00145', '00145_0003939_cnn_inception100.csv', '0.00263852']
['00128', '00128_0024589_cnn_inception100.csv', '0.00304266']
['00322', '00322_0000977_cnn_inception100.csv', '0.000456961']
['00309', '00309_0005160_cnn_inception100.csv', '0.00106332']
['00352', '00352_0003380_cnn_inception100.csv', '0.000254579']
['00077', '00077_0005274_cnn_inception100.csv', '0.00260273']
['00046', '00046_0001948_cnn_inception100.csv', '0.00359845']
['00422', '00422_0014676_cnn_inception100.csv', '0.00184688']
['00023', '00023_0002211_cnn_inception100.csv', '0.00214668']
['00423', '00423_0006718_cnn_inception100.csv', '0.000630514']
['00470', '00470_0003699_cnn_inception100.csv', '0.0105505']
['00231', '00231_0004093_cnn_inception100.csv', '0.00105745']
['00230', '00230_0006493_cnn_inception100.csv', '0.00345846']
['00206', '00206_0005007_cnn_inception100.csv', '9.2499e-05']
['00124', '00124_0001184_cnn_inception100.csv', '0.00136958']
['00182', '00182_0003801_cnn_inception100.csv', '0.00659171']
['00106', '00106_0003408_cnn_inception100.csv', '0.00819114']
['00358', '00358_0010971_cnn_inception100.csv', '0.00027705']
['00224', '00224_0005895_cnn_inception100.csv', '0.00446138']
['00212', '00212_0005238_cnn_inception100.csv', '0.00249144']
['00080', '00080_0003591_cnn_inception100.csv', '7.04165e-05']
['00426', '00426_0003748_cnn_inception100.csv', '0.0191281']
['00019', '00019_0003553_cnn_inception100.csv', '0.00269282']
['00225', '00225_0005139_cnn_inception100.csv', '0.00150288']
['00072', '00072_0002588_cnn_inception100.csv', '0.00147207']
['00543', '00543_0006005_cnn_inception100.csv', '0.00146774']
['00778', '00778_0003570_cnn_inception100.csv', '0.00795388']
['00747', '00747_0003049_cnn_inception100.csv', '0.000369018']
['00722', '00722_0000086_cnn_inception100.csv', '5.51422e-06']
['00977', '00977_0004814_cnn_inception100.csv', '0.00248094']
['00777', '00777_0000753_cnn_inception100.csv', '0.000884153']
['00752', '00752_0012132_cnn_inception100.csv', '0.0158038']
['00955', '00955_0008302_cnn_inception100.csv', '0.0215065']
['00762', '00762_0004284_cnn_inception100.csv', '0.000612661']
['00550', '00550_0004611_cnn_inception100.csv', '0.0093885']
['00901', '00901_0003534_cnn_inception100.csv', '0.00116673']
['00880', '00880_0004505_cnn_inception100.csv', '0.00177107']
['00874', '00874_0000188_cnn_inception100.csv', '0.000453302']
['00643', '00643_0013059_cnn_inception100.csv', '0.00025593']
['00675', '00675_0002559_cnn_inception100.csv', '0.0012396']
['00672', '00672_0003499_cnn_inception100.csv', '0.0175467']
['00863', '00863_0002554_cnn_inception100.csv', '0.00160929']
['00710', '00710_0009172_cnn_inception100.csv', '0.00181973']
['00547', '00547_0005607_cnn_inception100.csv', '0.000437287']
['00788', '00788_0004235_cnn_inception100.csv', '0.000293292']
['00916', '00916_0000485_cnn_inception100.csv', '0.0109781']
['00549', '00549_0001034_cnn_inception100.csv', '0.0169363']
['00926', '00926_0000210_cnn_inception100.csv', '0.000205694']
['00767', '00767_0002623_cnn_inception100.csv', '0.0735364']
['00758', '00758_0003539_cnn_inception100.csv', '0.039694']
['00539', '00539_0004237_cnn_inception100.csv', '0.000595964']
['00705', '00705_0000649_cnn_inception100.csv', '0.000825101']
['00598', '00598_0000076_cnn_inception100.csv', '0.000967502']
['00994', '00994_0003390_cnn_inception100.csv', '0.00576652']
['00814', '00814_0000427_cnn_inception100.csv', '0.000188136']
['01378', '01378_0007687_cnn_inception100.csv', '0.00041118']
