['00269', '00269_0002099_cnn_inception100.csv', '2.50339e-05']
['00193', '00193_0005958_cnn_inception100.csv', '0.0291092']
['00445', '00445_0010774_cnn_inception100.csv', '0.00321855']
['00657', '00657_0001261_cnn_inception100.csv', '0.00356884']
['00978', '00978_0003473_cnn_inception100.csv', '7.77294e-05']
['00965', '00965_0001069_cnn_inception100.csv', '0.000645572']
['00981', '00981_0002392_cnn_inception100.csv', '0.013407']
['01203', '01203_0004408_cnn_inception100.csv', '0.0038941']
['01408', '01408_0003826_cnn_inception100.csv', '0.0017835']
['01390', '01390_0009704_cnn_inception100.csv', '0.000902156']
['01337', '01337_0005012_cnn_inception100.csv', '8.82091e-05']
['01343', '01343_0007218_cnn_inception100.csv', '0.00381729']
['01388', '01388_0003549_cnn_inception100.csv', '0.00646142']
['01146', '01146_0004309_cnn_inception100.csv', '0.00747195']
['01931', '01931_0011044_cnn_inception100.csv', '0.00122709']
['01911', '01911_0004393_cnn_inception100.csv', '0.0117725']
['01756', '01756_0008271_cnn_inception100.csv', '0.00327393']
['02768', '02768_0003161_cnn_inception100.csv', '0.00092026']
['02935', '02935_0006083_cnn_inception100.csv', '0.00115552']
['02646', '02646_0001013_cnn_inception100.csv', '0.00108038']
['02624', '02624_0002623_cnn_inception100.csv', '0.0335371']
['02926', '02926_0001851_cnn_inception100.csv', '0.0002936']
['02547', '02547_0002593_cnn_inception100.csv', '0.0261727']
['02799', '02799_0003782_cnn_inception100.csv', '0.026607']
['02829', '02829_0002165_cnn_inception100.csv', '0.016804']
['02224', '02224_0002521_cnn_inception100.csv', '0.0090846']
['02270', '02270_0000602_cnn_inception100.csv', '0.00412405']
['02374', '02374_0005046_cnn_inception100.csv', '0.00106091']
['02242', '02242_0003330_cnn_inception100.csv', '0.000855836']
['02430', '02430_0001242_cnn_inception100.csv', '0.00159559']
['03486', '03486_0001750_cnn_inception100.csv', '9.71236e-06']
['03393', '03393_0006290_cnn_inception100.csv', '0.0439403']
['03264', '03264_0000127_cnn_inception100.csv', '0.00193156']
['03126', '03126_0002615_cnn_inception100.csv', '0.000641446']
['03096', '03096_0004648_cnn_inception100.csv', '0.000271873']
['03956', '03956_0027412_cnn_inception100.csv', '0.00248701']
['04181', '04181_0002159_cnn_inception100.csv', '0.0118767']
['04323', '04323_0001426_cnn_inception100.csv', '0.000148935']
['04739', '04739_0002574_cnn_inception100.csv', '1.32573e-06']
['04789', '04789_0002172_cnn_inception100.csv', '0.000673219']
['04726', '04726_0002458_cnn_inception100.csv', '0.000939625']
['04597', '04597_0003740_cnn_inception100.csv', '0.0134947']
['04685', '04685_0004358_cnn_inception100.csv', '0.00326285']
['05348', '05348_0003348_cnn_inception100.csv', '0.00133826']
['05221', '05221_0000918_cnn_inception100.csv', '0.00110581']
['05363', '05363_0004261_cnn_inception100.csv', '0.000202547']
['05005', '05005_0001296_cnn_inception100.csv', '0.00724585']
['05510', '05510_0004384_cnn_inception100.csv', '0.0012978']
['05894', '05894_0000949_cnn_inception100.csv', '0.000115463']
['05875', '05875_0005586_cnn_inception100.csv', '0.00682546']
['05952', '05952_0004757_cnn_inception100.csv', '0.154474']
['05601', '05601_0000905_cnn_inception100.csv', '0.00154334']
['05808', '05808_0004456_cnn_inception100.csv', '0.00109546']
['06304', '06304_0005965_cnn_inception100.csv', '0.0033451']
['06246', '06246_0000631_cnn_inception100.csv', '0.00215248']
['06447', '06447_0001334_cnn_inception100.csv', '0.00142913']
['06008', '06008_0005620_cnn_inception100.csv', '0.00702282']
['06878', '06878_0000445_cnn_inception100.csv', '0.0146727']
['06623', '06623_0001648_cnn_inception100.csv', '0.0900849']
['07336', '07336_0003585_cnn_inception100.csv', '0.00554211']
['07174', '07174_0004514_cnn_inception100.csv', '0.000461748']
