['00250', '00250_0003803_cnn_inception100.csv', '6.34344e-06']
['00286', '00286_0005010_cnn_inception100.csv', '0.00146533']
['00634', '00634_0005877_cnn_inception100.csv', '0.00246889']
['00968', '00968_0004645_cnn_inception100.csv', '0.00173605']
['01008', '01008_0002570_cnn_inception100.csv', '0.000114116']
['02639', '02639_0003173_cnn_inception100.csv', '0.0043009']
['02374', '02374_0005046_cnn_inception100.csv', '0.00998583']
['03154', '03154_0002321_cnn_inception100.csv', '0.000315029']
['03274', '03274_0011597_cnn_inception100.csv', '0.000758973']
['04525', '04525_0001766_cnn_inception100.csv', '0.000128251']
['05306', '05306_0000825_cnn_inception100.csv', '0.000875275']
['05005', '05005_0001296_cnn_inception100.csv', '0.000377943']
['05738', '05738_0002143_cnn_inception100.csv', '0.000566165']
['05883', '05883_0005055_cnn_inception100.csv', '0.0170278']
['06253', '06253_0001305_cnn_inception100.csv', '0.000158935']
['06386', '06386_0003393_cnn_inception100.csv', '2.73054e-05']
['06482', '06482_0004450_cnn_inception100.csv', '0.000252711']
['06025', '06025_0003857_cnn_inception100.csv', '0.0022619']
['06878', '06878_0000445_cnn_inception100.csv', '0.000605458']
['07044', '07044_0002383_cnn_inception100.csv', '0.00260803']
['07013', '07013_0003673_cnn_inception100.csv', '0.00987067']
['07046', '07046_0006064_cnn_inception100.csv', '0.000133169']
['07365', '07365_0001441_cnn_inception100.csv', '0.044856']
['07234', '07234_0004027_cnn_inception100.csv', '0.00271524']
