['00186', '00186_0004230_cnn_inception100.csv', '0.00258405']
['00342', '00342_0002607_cnn_inception100.csv', '0.00157972']
['00566', '00566_0014360_cnn_inception100.csv', '0.00255978']
['01210', '01210_0001859_cnn_inception100.csv', '0.00438594']
['01399', '01399_0001790_cnn_inception100.csv', '0.081347']
['01845', '01845_0004857_cnn_inception100.csv', '0.00320144']
['02962', '02962_0000801_cnn_inception100.csv', '0.00312989']
['02922', '02922_0000023_cnn_inception100.csv', '0.00280472']
['02086', '02086_0012908_cnn_inception100.csv', '0.00170165']
['02069', '02069_0006864_cnn_inception100.csv', '0.00143523']
['02265', '02265_0002953_cnn_inception100.csv', '0.0293885']
['02102', '02102_0014369_cnn_inception100.csv', '0.00326907']
['02353', '02353_0000497_cnn_inception100.csv', '0.00328627']
['02497', '02497_0013624_cnn_inception100.csv', '0.00981755']
['03215', '03215_0000759_cnn_inception100.csv', '0.00290702']
['03105', '03105_0002933_cnn_inception100.csv', '0.00221663']
['03006', '03006_0006479_cnn_inception100.csv', '0.00262344']
['03933', '03933_0000662_cnn_inception100.csv', '0.0034148']
['03644', '03644_0004507_cnn_inception100.csv', '0.00300245']
['03963', '03963_0008185_cnn_inception100.csv', '0.002343']
['04301', '04301_0007897_cnn_inception100.csv', '0.00785416']
['04195', '04195_0007145_cnn_inception100.csv', '0.00234556']
['04282', '04282_0003119_cnn_inception100.csv', '0.000114689']
['04278', '04278_0001057_cnn_inception100.csv', '0.00360449']
['04906', '04906_0003970_cnn_inception100.csv', '0.00364152']
['04837', '04837_0006181_cnn_inception100.csv', '0.00085626']
['05425', '05425_0001359_cnn_inception100.csv', '0.000942787']
['05316', '05316_0002235_cnn_inception100.csv', '0.00170182']
['05010', '05010_0006481_cnn_inception100.csv', '0.0190552']
['05474', '05474_0000630_cnn_inception100.csv', '0.000849283']
['05668', '05668_0003322_cnn_inception100.csv', '0.00316913']
['05810', '05810_0004937_cnn_inception100.csv', '0.0105387']
['05504', '05504_0002381_cnn_inception100.csv', '0.00513188']
['05557', '05557_0001162_cnn_inception100.csv', '0.00570117']
['06495', '06495_0006502_cnn_inception100.csv', '0.00203337']
['06009', '06009_0005886_cnn_inception100.csv', '0.00133271']
['06826', '06826_0004222_cnn_inception100.csv', '0.00356886']
['06656', '06656_0002211_cnn_inception100.csv', '0.00565119']
['07398', '07398_0002561_cnn_inception100.csv', '0.00208823']
['07103', '07103_0001650_cnn_inception100.csv', '0.0024']
