['00323', '00323_0004410_cnn_inception100.csv', '0.00188549']
['00084', '00084_0004472_cnn_inception100.csv', '0.00665702']
['00076', '00076_0006016_cnn_inception100.csv', '0.000801643']
['00342', '00342_0002607_cnn_inception100.csv', '0.00333955']
['00321', '00321_0006614_cnn_inception100.csv', '0.000324488']
['00797', '00797_0001094_cnn_inception100.csv', '0.000793615']
['00662', '00662_0000220_cnn_inception100.csv', '0.00169105']
['00943', '00943_0005436_cnn_inception100.csv', '0.0378469']
['01442', '01442_0003802_cnn_inception100.csv', '0.00936029']
['01369', '01369_0000379_cnn_inception100.csv', '0.00928319']
['01715', '01715_0005671_cnn_inception100.csv', '0.000689142']
['01946', '01946_0002390_cnn_inception100.csv', '0.00145246']
['01827', '01827_0007163_cnn_inception100.csv', '0.154783']
['01908', '01908_0015537_cnn_inception100.csv', '0.00285602']
['02683', '02683_0005326_cnn_inception100.csv', '0.00702246']
['02986', '02986_0000274_cnn_inception100.csv', '0.00205787']
['02541', '02541_0001900_cnn_inception100.csv', '0.000539648']
['02089', '02089_0003749_cnn_inception100.csv', '0.00620878']
['02268', '02268_0007275_cnn_inception100.csv', '0.000686005']
['03277', '03277_0000867_cnn_inception100.csv', '0.00847617']
['03698', '03698_0004683_cnn_inception100.csv', '0.0245619']
['04162', '04162_0049124_cnn_inception100.csv', '0.00154572']
['04021', '04021_0000276_cnn_inception100.csv', '0.00316771']
['04016', '04016_0004839_cnn_inception100.csv', '0.0025387']
['04666', '04666_0004056_cnn_inception100.csv', '0.000615848']
['04567', '04567_0003617_cnn_inception100.csv', '0.0024978']
['04852', '04852_0048867_cnn_inception100.csv', '0.000247249']
['05295', '05295_0002667_cnn_inception100.csv', '0.00141785']
['05331', '05331_0006535_cnn_inception100.csv', '0.000678342']
['05912', '05912_0005080_cnn_inception100.csv', '0.00242003']
['05895', '05895_0007485_cnn_inception100.csv', '0.00166439']
['05775', '05775_0004942_cnn_inception100.csv', '0.0153289']
['06000', '06000_0003174_cnn_inception100.csv', '0.00198652']
['06459', '06459_0004804_cnn_inception100.csv', '0.00337293']
['06294', '06294_0001544_cnn_inception100.csv', '0.00137876']
['06597', '06597_0002084_cnn_inception100.csv', '0.00220285']
['06970', '06970_0004096_cnn_inception100.csv', '0.00252541']
['07017', '07017_0002401_cnn_inception100.csv', '0.0135356']
['07130', '07130_0001144_cnn_inception100.csv', '0.000426188']
['07329', '07329_0001181_cnn_inception100.csv', '0.000843168']
['07461', '07461_0004965_cnn_inception100.csv', '0.00213172']
['07033', '07033_0004511_cnn_inception100.csv', '0.000435899']
['07424', '07424_0000830_cnn_inception100.csv', '0.00325071']
['07126', '07126_0002300_cnn_inception100.csv', '0.00505303']
