['00910', '00910_0017378_cnn_inception100.csv', '4.68859e-05']
['01418', '01418_0001317_cnn_inception100.csv', '0.00290651']
['01106', '01106_0011115_cnn_inception100.csv', '0.00339234']
['01695', '01695_0016542_cnn_inception100.csv', '0.00252107']
['02612', '02612_0051252_cnn_inception100.csv', '0.00184328']
['02711', '02711_0017667_cnn_inception100.csv', '0.00224513']
['02906', '02906_0003162_cnn_inception100.csv', '0.00402801']
['02526', '02526_0007980_cnn_inception100.csv', '0.00436959']
['02486', '02486_0014543_cnn_inception100.csv', '0.0014571']
['02469', '02469_0002522_cnn_inception100.csv', '0.00248324']
['03461', '03461_0003815_cnn_inception100.csv', '0.0044842']
['03382', '03382_0017315_cnn_inception100.csv', '0.00205185']
['03641', '03641_0025227_cnn_inception100.csv', '0.0038005']
['04497', '04497_0001448_cnn_inception100.csv', '0.00261987']
['04053', '04053_0011936_cnn_inception100.csv', '0.00280213']
['04247', '04247_0003427_cnn_inception100.csv', '0.00202596']
['05287', '05287_0009199_cnn_inception100.csv', '0.00247606']
['05478', '05478_0014532_cnn_inception100.csv', '0.00281512']
['05411', '05411_0010727_cnn_inception100.csv', '0.00124946']
['05746', '05746_0002669_cnn_inception100.csv', '0.00304003']
['05927', '05927_0007100_cnn_inception100.csv', '0.00124665']
['05583', '05583_0000833_cnn_inception100.csv', '0.00274187']
['06799', '06799_0001307_cnn_inception100.csv', '0.00833987']
['06762', '06762_0005863_cnn_inception100.csv', '0.00121356']
['06940', '06940_0037698_cnn_inception100.csv', '0.00254625']
['07152', '07152_0004153_cnn_inception100.csv', '0.00460388']
['07201', '07201_0021217_cnn_inception100.csv', '0.00574287']
['07188', '07188_0026413_cnn_inception100.csv', '0.00133908']
