['00252', '00252_0002671_cnn_inception100.csv', '8.81733e-06']
['00459', '00459_0005590_cnn_inception100.csv', '0.00166523']
['00155', '00155_0001467_cnn_inception100.csv', '0.00129882']
['00629', '00629_0002725_cnn_inception100.csv', '0.00749716']
['01391', '01391_0000077_cnn_inception100.csv', '0.00178665']
['01011', '01011_0003528_cnn_inception100.csv', '2.07519e-06']
['01533', '01533_0010984_cnn_inception100.csv', '0.000176206']
['02939', '02939_0008255_cnn_inception100.csv', '0.00333176']
['02666', '02666_0004739_cnn_inception100.csv', '0.000542999']
['02832', '02832_0005772_cnn_inception100.csv', '5.04807e-06']
['02804', '02804_0007397_cnn_inception100.csv', '1.18473e-05']
['02481', '02481_0005589_cnn_inception100.csv', '0.000862206']
['02378', '02378_0002792_cnn_inception100.csv', '0.00317358']
['03335', '03335_0021043_cnn_inception100.csv', '8.36685e-06']
['03374', '03374_0005404_cnn_inception100.csv', '0.0010529']
['03339', '03339_0010352_cnn_inception100.csv', '1.70296e-07']
['03793', '03793_0004294_cnn_inception100.csv', '0.000457898']
['03530', '03530_0008646_cnn_inception100.csv', '0.000861752']
['03515', '03515_0000632_cnn_inception100.csv', '0.000523371']
['03936', '03936_0000362_cnn_inception100.csv', '0.00332826']
['03834', '03834_0003277_cnn_inception100.csv', '0.00938688']
['04367', '04367_0000937_cnn_inception100.csv', '4.2067e-05']
['04856', '04856_0004698_cnn_inception100.csv', '0.00214498']
['04827', '04827_0006576_cnn_inception100.csv', '0.00156344']
['04636', '04636_0025135_cnn_inception100.csv', '0.00928495']
['04522', '04522_0005636_cnn_inception100.csv', '9.9733e-05']
['05117', '05117_0035721_cnn_inception100.csv', '1.19526e-05']
['05257', '05257_0006469_cnn_inception100.csv', '0.00127894']
['05284', '05284_0027960_cnn_inception100.csv', '0.00278912']
['05017', '05017_0007579_cnn_inception100.csv', '0.00484611']
['05979', '05979_0006538_cnn_inception100.csv', '0.00118494']
['05857', '05857_0016475_cnn_inception100.csv', '0.000946438']
['05640', '05640_0006849_cnn_inception100.csv', '0.00116865']
['05564', '05564_0001799_cnn_inception100.csv', '7.08175e-05']
['06467', '06467_0006761_cnn_inception100.csv', '0.000543054']
['06397', '06397_0029995_cnn_inception100.csv', '5.84597e-06']
['06977', '06977_0004830_cnn_inception100.csv', '0.0174412']
['07368', '07368_0002605_cnn_inception100.csv', '0.0115337']
['07245', '07245_0021872_cnn_inception100.csv', '3.06973e-06']
