['00400', '00400_0005486_cnn_inception100.csv', '0.00370945']
['00069', '00069_0004239_cnn_inception100.csv', '0.00129591']
['00575', '00575_0028807_cnn_inception100.csv', '0.0630966']
['00872', '00872_0003222_cnn_inception100.csv', '0.00153075']
['00553', '00553_0003866_cnn_inception100.csv', '0.00239018']
['01383', '01383_0000903_cnn_inception100.csv', '0.0034417']
['01205', '01205_0003191_cnn_inception100.csv', '0.00885252']
['01149', '01149_0005634_cnn_inception100.csv', '0.00344739']
['01604', '01604_0004407_cnn_inception100.csv', '0.00337654']
['01928', '01928_0000813_cnn_inception100.csv', '0.00285329']
['02360', '02360_0001345_cnn_inception100.csv', '0.00133421']
['02198', '02198_0005782_cnn_inception100.csv', '0.00208022']
['03028', '03028_0004316_cnn_inception100.csv', '0.00166645']
['03022', '03022_0000303_cnn_inception100.csv', '0.0182057']
['03091', '03091_0003736_cnn_inception100.csv', '0.000883941']
['03882', '03882_0009899_cnn_inception100.csv', '0.00155889']
['03777', '03777_0007032_cnn_inception100.csv', '0.0109998']
['04413', '04413_0000368_cnn_inception100.csv', '3.26218e-05']
['04147', '04147_0013997_cnn_inception100.csv', '0.00361458']
['04658', '04658_0009925_cnn_inception100.csv', '0.00275147']
['05448', '05448_0006540_cnn_inception100.csv', '0.0199175']
['05859', '05859_0004940_cnn_inception100.csv', '0.00160608']
['05619', '05619_0001428_cnn_inception100.csv', '0.00190583']
['05901', '05901_0002944_cnn_inception100.csv', '0.00215255']
['05509', '05509_0032654_cnn_inception100.csv', '0.0428874']
['06475', '06475_0009803_cnn_inception100.csv', '0.00881152']
['06087', '06087_0003984_cnn_inception100.csv', '0.00236608']
['06231', '06231_0002042_cnn_inception100.csv', '0.00947443']
['06716', '06716_0003366_cnn_inception100.csv', '0.000499554']
['06739', '06739_0012133_cnn_inception100.csv', '0.00210468']
['07413', '07413_0002421_cnn_inception100.csv', '0.0298966']
['07378', '07378_0002516_cnn_inception100.csv', '0.0131376']
