['00284', '00284_0000909_cnn_inception100.csv', '0.00416686']
['00743', '00743_0010245_cnn_inception100.csv', '0.0196']
['00538', '00538_0001798_cnn_inception100.csv', '0.00187089']
['01991', '01991_0004817_cnn_inception100.csv', '0.00442443']
['01549', '01549_0002573_cnn_inception100.csv', '0.00194239']
['02904', '02904_0003433_cnn_inception100.csv', '0.012596']
['02895', '02895_0001898_cnn_inception100.csv', '0.00428484']
['02922', '02922_0000023_cnn_inception100.csv', '0.00118737']
['02367', '02367_0004752_cnn_inception100.csv', '0.00571612']
['02335', '02335_0003261_cnn_inception100.csv', '0.0005925']
['02059', '02059_0003959_cnn_inception100.csv', '0.00673802']
['02124', '02124_0002042_cnn_inception100.csv', '0.00726658']
['03029', '03029_0003991_cnn_inception100.csv', '0.0120369']
['03017', '03017_0000439_cnn_inception100.csv', '0.00386885']
['03298', '03298_0001868_cnn_inception100.csv', '0.000107764']
['03441', '03441_0002608_cnn_inception100.csv', '0.00789207']
['03727', '03727_0010586_cnn_inception100.csv', '0.000293505']
['03778', '03778_0006659_cnn_inception100.csv', '0.0167877']
['04365', '04365_0002098_cnn_inception100.csv', '0.000875741']
['04072', '04072_0007310_cnn_inception100.csv', '0.010804']
['04826', '04826_0004812_cnn_inception100.csv', '0.00703986']
['05062', '05062_0006054_cnn_inception100.csv', '0.0014112']
['05079', '05079_0006529_cnn_inception100.csv', '0.0127486']
['05513', '05513_0007012_cnn_inception100.csv', '0.00484389']
['05773', '05773_0004542_cnn_inception100.csv', '0.00133069']
['05639', '05639_0001398_cnn_inception100.csv', '0.10761']
['06359', '06359_0002735_cnn_inception100.csv', '0.0019393']
['06301', '06301_0020957_cnn_inception100.csv', '3.49589e-05']
['06478', '06478_0002203_cnn_inception100.csv', '0.00249308']
['06423', '06423_0000123_cnn_inception100.csv', '0.000109533']
['06962', '06962_0005664_cnn_inception100.csv', '0.000939632']
['07045', '07045_0036123_cnn_inception100.csv', '0.00266482']
['07148', '07148_0004088_cnn_inception100.csv', '0.00892617']
['07267', '07267_0000785_cnn_inception100.csv', '0.00259587']
['07096', '07096_0003032_cnn_inception100.csv', '0.00762509']
