['00406', '00406_0001974_cnn_inception100.csv', '0.00435021']
['00234', '00234_0003817_cnn_inception100.csv', '0.0001418']
['00269', '00269_0002099_cnn_inception100.csv', '1.7634e-06']
['00324', '00324_0003680_cnn_inception100.csv', '0.00171874']
['00187', '00187_0000821_cnn_inception100.csv', '0.000330432']
['00128', '00128_0024589_cnn_inception100.csv', '0.00139754']
['00322', '00322_0000977_cnn_inception100.csv', '0.000282819']
['00103', '00103_0003866_cnn_inception100.csv', '0.45484']
['00084', '00084_0004472_cnn_inception100.csv', '0.29632']
['00046', '00046_0001948_cnn_inception100.csv', '0.0508887']
['00422', '00422_0014676_cnn_inception100.csv', '0.00162086']
['00482', '00482_0003890_cnn_inception100.csv', '0.000916369']
['00140', '00140_0000996_cnn_inception100.csv', '0.00168616']
['00108', '00108_0007691_cnn_inception100.csv', '0.00163527']
['00850', '00850_0003915_cnn_inception100.csv', '0.00187083']
['00777', '00777_0000753_cnn_inception100.csv', '0.00155415']
['00978', '00978_0003473_cnn_inception100.csv', '0.000288482']
['00594', '00594_0004169_cnn_inception100.csv', '0.000227874']
['00700', '00700_0000982_cnn_inception100.csv', '0.00920751']
['00674', '00674_0003441_cnn_inception100.csv', '0.00409478']
['00855', '00855_0002077_cnn_inception100.csv', '0.0139054']
['00981', '00981_0002392_cnn_inception100.csv', '0.0101699']
['00994', '00994_0003390_cnn_inception100.csv', '0.0011649']
['00840', '00840_0003329_cnn_inception100.csv', '1.09856e-05']
['01120', '01120_0002059_cnn_inception100.csv', '0.0447814']
['01040', '01040_0004426_cnn_inception100.csv', '2.70356e-05']
['01289', '01289_0006682_cnn_inception100.csv', '9.13003e-06']
['01339', '01339_0005557_cnn_inception100.csv', '0.00091818']
['01081', '01081_0005273_cnn_inception100.csv', '0.00193362']
['01970', '01970_0001452_cnn_inception100.csv', '0.00141223']
['01895', '01895_0011752_cnn_inception100.csv', '0.000588885']
['01820', '01820_0008981_cnn_inception100.csv', '0.00182746']
['01937', '01937_0000008_cnn_inception100.csv', '0.00830289']
['01798', '01798_0010296_cnn_inception100.csv', '0.000470626']
['01755', '01755_0005917_cnn_inception100.csv', '0.000435206']
['01637', '01637_0001347_cnn_inception100.csv', '0.000518848']
['01608', '01608_0010665_cnn_inception100.csv', '0.00267955']
['01823', '01823_0002909_cnn_inception100.csv', '0.03577']
['01760', '01760_0001894_cnn_inception100.csv', '0.00257654']
['01758', '01758_0004229_cnn_inception100.csv', '0.00141337']
['01501', '01501_0002627_cnn_inception100.csv', '0.0326405']
['02704', '02704_0003491_cnn_inception100.csv', '0.000152072']
['02552', '02552_0068553_cnn_inception100.csv', '0.00278568']
['02862', '02862_0008353_cnn_inception100.csv', '0.000189671']
['02926', '02926_0001851_cnn_inception100.csv', '0.00515122']
['02775', '02775_0009126_cnn_inception100.csv', '0.00186833']
['02999', '02999_0002474_cnn_inception100.csv', '0.00219071']
['02873', '02873_0008008_cnn_inception100.csv', '0.00618651']
['02829', '02829_0002165_cnn_inception100.csv', '0.00067986']
['02856', '02856_0000884_cnn_inception100.csv', '0.0196392']
['02588', '02588_0002221_cnn_inception100.csv', '0.00216568']
['02714', '02714_0001641_cnn_inception100.csv', '0.0002325']
['02278', '02278_0001536_cnn_inception100.csv', '0.00179225']
['02089', '02089_0003749_cnn_inception100.csv', '0.3002']
['02466', '02466_0004975_cnn_inception100.csv', '0.000551874']
['02092', '02092_0002872_cnn_inception100.csv', '0.0158028']
['02200', '02200_0007206_cnn_inception100.csv', '0.00501974']
['02113', '02113_0004100_cnn_inception100.csv', '0.00202765']
['02374', '02374_0005046_cnn_inception100.csv', '0.00108178']
['02387', '02387_0005371_cnn_inception100.csv', '0.00304928']
['02156', '02156_0003788_cnn_inception100.csv', '0.0100613']
['02352', '02352_0009652_cnn_inception100.csv', '0.00133293']
['02470', '02470_0005164_cnn_inception100.csv', '0.000775662']
['02242', '02242_0003330_cnn_inception100.csv', '0.0444729']
['02245', '02245_0005367_cnn_inception100.csv', '0.00128546']
['02436', '02436_0002286_cnn_inception100.csv', '0.0122127']
['02439', '02439_0010450_cnn_inception100.csv', '0.00354464']
['02257', '02257_0011061_cnn_inception100.csv', '0.00676524']
['02371', '02371_0007296_cnn_inception100.csv', '0.00078487']
['03486', '03486_0001750_cnn_inception100.csv', '5.87277e-05']
['03199', '03199_0001842_cnn_inception100.csv', '0.00271317']
['03170', '03170_0002616_cnn_inception100.csv', '0.00367245']
['03113', '03113_0001764_cnn_inception100.csv', '0.0162411']
['03287', '03287_0005696_cnn_inception100.csv', '4.63163e-06']
['03040', '03040_0003361_cnn_inception100.csv', '5.3291e-05']
['03133', '03133_0010736_cnn_inception100.csv', '0.00163783']
['03563', '03563_0000941_cnn_inception100.csv', '0.00325945']
['03921', '03921_0004032_cnn_inception100.csv', '0.0180395']
['03618', '03618_0003450_cnn_inception100.csv', '0.0024192']
['03673', '03673_0002404_cnn_inception100.csv', '0.000277844']
['03828', '03828_0002098_cnn_inception100.csv', '0.000481326']
['03953', '03953_0002417_cnn_inception100.csv', '0.0117433']
['03796', '03796_0001276_cnn_inception100.csv', '0.00191978']
['03949', '03949_0001148_cnn_inception100.csv', '0.646529']
['03650', '03650_0006023_cnn_inception100.csv', '0.000577464']
['04001', '04001_0004434_cnn_inception100.csv', '0.00238867']
['04455', '04455_0001288_cnn_inception100.csv', '0.443261']
['04490', '04490_0002896_cnn_inception100.csv', '0.0107954']
['04054', '04054_0002666_cnn_inception100.csv', '0.00160618']
['04323', '04323_0001426_cnn_inception100.csv', '0.00665136']
['04133', '04133_0001980_cnn_inception100.csv', '0.00513207']
['04300', '04300_0001292_cnn_inception100.csv', '0.000622081']
['04450', '04450_0007500_cnn_inception100.csv', '0.000212713']
['04035', '04035_0002333_cnn_inception100.csv', '0.000118765']
['04182', '04182_0005717_cnn_inception100.csv', '0.00836395']
['04171', '04171_0000609_cnn_inception100.csv', '6.57793e-05']
['04332', '04332_0002140_cnn_inception100.csv', '0.00429357']
['04131', '04131_0011307_cnn_inception100.csv', '0.000253017']
['04165', '04165_0005230_cnn_inception100.csv', '0.000480701']
['04016', '04016_0004839_cnn_inception100.csv', '0.00157959']
['04667', '04667_0006997_cnn_inception100.csv', '0.000324563']
['04739', '04739_0002574_cnn_inception100.csv', '6.09012e-06']
['04874', '04874_0010381_cnn_inception100.csv', '0.00937527']
['04816', '04816_0004028_cnn_inception100.csv', '0.0070387']
['04672', '04672_0005765_cnn_inception100.csv', '0.00322098']
['04854', '04854_0015579_cnn_inception100.csv', '0.00188209']
['04787', '04787_0010291_cnn_inception100.csv', '0.0074965']
['04974', '04974_0012127_cnn_inception100.csv', '0.00234784']
['04920', '04920_0000856_cnn_inception100.csv', '0.00259724']
['04795', '04795_0001014_cnn_inception100.csv', '0.000433725']
['04597', '04597_0003740_cnn_inception100.csv', '0.00184786']
['05312', '05312_0003588_cnn_inception100.csv', '0.00111957']
['05348', '05348_0003348_cnn_inception100.csv', '0.00117246']
['05063', '05063_0002352_cnn_inception100.csv', '0.00686795']
['05192', '05192_0003781_cnn_inception100.csv', '0.00429692']
['05005', '05005_0001296_cnn_inception100.csv', '0.0124011']
['05580', '05580_0009102_cnn_inception100.csv', '0.00279979']
['05545', '05545_0001681_cnn_inception100.csv', '0.000656835']
['05516', '05516_0005547_cnn_inception100.csv', '0.00649307']
['05689', '05689_0002162_cnn_inception100.csv', '0.00187088']
['05593', '05593_0003519_cnn_inception100.csv', '0.00380431']
['05781', '05781_0002308_cnn_inception100.csv', '0.0798787']
['05639', '05639_0001398_cnn_inception100.csv', '0.00407286']
['05613', '05613_0006656_cnn_inception100.csv', '0.0314155']
['05750', '05750_0002767_cnn_inception100.csv', '3.73484e-05']
['05591', '05591_0012712_cnn_inception100.csv', '0.000733597']
['06393', '06393_0001103_cnn_inception100.csv', '0.00247361']
['06444', '06444_0004019_cnn_inception100.csv', '0.0131254']
['06279', '06279_0004007_cnn_inception100.csv', '1.98864e-05']
['06480', '06480_0000577_cnn_inception100.csv', '3.09594e-05']
['06456', '06456_0001825_cnn_inception100.csv', '0.000555405']
['06067', '06067_0015395_cnn_inception100.csv', '0.00606869']
['06311', '06311_0003310_cnn_inception100.csv', '0.0466905']
['06339', '06339_0004140_cnn_inception100.csv', '0.00200502']
['06280', '06280_0002215_cnn_inception100.csv', '0.00351146']
['06482', '06482_0004450_cnn_inception100.csv', '0.000752687']
['06040', '06040_0000253_cnn_inception100.csv', '0.0021154']
['06099', '06099_0003252_cnn_inception100.csv', '0.00647751']
['06951', '06951_0021345_cnn_inception100.csv', '0.127988']
['06684', '06684_0005809_cnn_inception100.csv', '0.000563897']
['06831', '06831_0007057_cnn_inception100.csv', '0.00173682']
['06899', '06899_0007063_cnn_inception100.csv', '0.002559']
['06698', '06698_0001912_cnn_inception100.csv', '0.0018714']
['06567', '06567_0000943_cnn_inception100.csv', '0.00177383']
['06798', '06798_0002260_cnn_inception100.csv', '0.00132777']
['06644', '06644_0001058_cnn_inception100.csv', '0.000367399']
['06820', '06820_0023380_cnn_inception100.csv', '0.00109107']
['06894', '06894_0002380_cnn_inception100.csv', '0.00141932']
['06860', '06860_0004137_cnn_inception100.csv', '0.0653683']
['06948', '06948_0002961_cnn_inception100.csv', '0.000305611']
['06589', '06589_0002080_cnn_inception100.csv', '0.000147126']
['06971', '06971_0047411_cnn_inception100.csv', '0.00211018']
['07028', '07028_0000469_cnn_inception100.csv', '0.00217866']
['07016', '07016_0003373_cnn_inception100.csv', '0.000585048']
['07303', '07303_0004809_cnn_inception100.csv', '0.00211327']
['07239', '07239_0007014_cnn_inception100.csv', '0.00137345']
['07076', '07076_0002429_cnn_inception100.csv', '0.243558']
['07234', '07234_0004027_cnn_inception100.csv', '0.200839']
