['00290', '00290_0002955_cnn_inception100.csv', '6.41871e-06']
['00803', '00803_0000105_cnn_inception100.csv', '0.00302522']
['00907', '00907_0012059_cnn_inception100.csv', '0.0194582']
['00865', '00865_0020623_cnn_inception100.csv', '0.00158058']
['01355', '01355_0000501_cnn_inception100.csv', '0.0014873']
['01296', '01296_0004875_cnn_inception100.csv', '0.00132229']
['01615', '01615_0006462_cnn_inception100.csv', '0.00467878']
['02647', '02647_0000865_cnn_inception100.csv', '0.000311533']
['02801', '02801_0002403_cnn_inception100.csv', '0.000111493']
['02664', '02664_0001165_cnn_inception100.csv', '0.0081697']
['02784', '02784_0008115_cnn_inception100.csv', '0.00320427']
['02321', '02321_0003371_cnn_inception100.csv', '0.00674389']
['02342', '02342_0000531_cnn_inception100.csv', '0.00212154']
['02228', '02228_0000432_cnn_inception100.csv', '0.00150664']
['03739', '03739_0014187_cnn_inception100.csv', '0.00424225']
['04448', '04448_0000219_cnn_inception100.csv', '0.00459751']
['04048', '04048_0005557_cnn_inception100.csv', '0.00159207']
['04201', '04201_0007593_cnn_inception100.csv', '0.00285048']
['04369', '04369_0007336_cnn_inception100.csv', '0.00191404']
['04875', '04875_0004674_cnn_inception100.csv', '0.00657724']
['05251', '05251_0007301_cnn_inception100.csv', '0.0128581']
['05049', '05049_0006404_cnn_inception100.csv', '0.00218362']
['05131', '05131_0004111_cnn_inception100.csv', '9.39573e-05']
['05791', '05791_0005268_cnn_inception100.csv', '0.00239953']
['05524', '05524_0000037_cnn_inception100.csv', '0.00141153']
['05631', '05631_0007567_cnn_inception100.csv', '0.00396964']
['05682', '05682_0000639_cnn_inception100.csv', '0.00401117']
['06487', '06487_0003450_cnn_inception100.csv', '0.0209817']
['06010', '06010_0010987_cnn_inception100.csv', '0.00193777']
['06094', '06094_0004358_cnn_inception100.csv', '0.00251196']
['06297', '06297_0006441_cnn_inception100.csv', '0.00228381']
['06208', '06208_0014418_cnn_inception100.csv', '0.00218567']
['06022', '06022_0000094_cnn_inception100.csv', '0.00412311']
['06314', '06314_0005076_cnn_inception100.csv', '0.00405126']
['06900', '06900_0018618_cnn_inception100.csv', '0.00206399']
['06633', '06633_0009027_cnn_inception100.csv', '0.00446952']
['06588', '06588_0015895_cnn_inception100.csv', '0.00392319']
['07441', '07441_0005598_cnn_inception100.csv', '0.00231947']
['07065', '07065_0007239_cnn_inception100.csv', '0.00407584']
