['00377', '00377_0003723_cnn_inception100.csv', '2.13626e-05']
['00382', '00382_0000003_cnn_inception100.csv', '0.0015042']
['00478', '00478_0008838_cnn_inception100.csv', '0.000217922']
['00574', '00574_0001860_cnn_inception100.csv', '0.00299138']
['00784', '00784_0012691_cnn_inception100.csv', '0.0407276']
['00601', '00601_0002747_cnn_inception100.csv', '0.00652819']
['00786', '00786_0002801_cnn_inception100.csv', '0.571042']
['01098', '01098_0003261_cnn_inception100.csv', '0.000273995']
['01785', '01785_0001183_cnn_inception100.csv', '0.000233913']
['01981', '01981_0002130_cnn_inception100.csv', '0.0580465']
['01855', '01855_0001846_cnn_inception100.csv', '0.00404274']
['01838', '01838_0012363_cnn_inception100.csv', '0.0019893']
['02891', '02891_0001602_cnn_inception100.csv', '0.00419231']
['02954', '02954_0000054_cnn_inception100.csv', '0.000247543']
['02695', '02695_0000576_cnn_inception100.csv', '0.0020302']
['02914', '02914_0019948_cnn_inception100.csv', '8.89638e-05']
['02985', '02985_0000331_cnn_inception100.csv', '0.000257461']
['02428', '02428_0004660_cnn_inception100.csv', '0.00206876']
['02432', '02432_0000608_cnn_inception100.csv', '0.000929349']
['02071', '02071_0006039_cnn_inception100.csv', '0.00103404']
['02322', '02322_0008291_cnn_inception100.csv', '0.0248736']
['03332', '03332_0000844_cnn_inception100.csv', '0.000674057']
['03359', '03359_0003953_cnn_inception100.csv', '0.00187643']
['03824', '03824_0005087_cnn_inception100.csv', '0.0119216']
['03684', '03684_0000521_cnn_inception100.csv', '0.000219096']
['03878', '03878_0002126_cnn_inception100.csv', '0.0251129']
['03767', '03767_0003664_cnn_inception100.csv', '0.00048163']
['03959', '03959_0003356_cnn_inception100.csv', '0.0221922']
['03881', '03881_0015425_cnn_inception100.csv', '0.0017933']
['03872', '03872_0000828_cnn_inception100.csv', '0.143122']
['04879', '04879_0001069_cnn_inception100.csv', '0.000654108']
['05396', '05396_0014198_cnn_inception100.csv', '0.00215337']
['05330', '05330_0004055_cnn_inception100.csv', '0.000802135']
['05434', '05434_0002755_cnn_inception100.csv', '0.00882955']
['05215', '05215_0009490_cnn_inception100.csv', '0.00077122']
['05246', '05246_0000288_cnn_inception100.csv', '0.000548938']
['05573', '05573_0005715_cnn_inception100.csv', '0.0325716']
['05625', '05625_0000797_cnn_inception100.csv', '0.00941103']
['05507', '05507_0007527_cnn_inception100.csv', '0.000920454']
['06335', '06335_0005413_cnn_inception100.csv', '0.00748111']
['06472', '06472_0002779_cnn_inception100.csv', '0.00225862']
['06296', '06296_0005662_cnn_inception100.csv', '0.000221674']
['06125', '06125_0000325_cnn_inception100.csv', '0.000125164']
['06062', '06062_0002375_cnn_inception100.csv', '0.00104572']
['06313', '06313_0005054_cnn_inception100.csv', '0.00282154']
['06181', '06181_0000020_cnn_inception100.csv', '0.00101189']
['06795', '06795_0008823_cnn_inception100.csv', '0.00059152']
['06505', '06505_0002235_cnn_inception100.csv', '0.00506558']
['06930', '06930_0003455_cnn_inception100.csv', '0.000800442']
['06859', '06859_0007716_cnn_inception100.csv', '0.00282983']
['07445', '07445_0002310_cnn_inception100.csv', '0.00362161']
['07196', '07196_0006135_cnn_inception100.csv', '0.00302196']
['07146', '07146_0012097_cnn_inception100.csv', '0.00200563']
['07060', '07060_0000318_cnn_inception100.csv', '0.00014931']
['07397', '07397_0019091_cnn_inception100.csv', '0.00639692']
['07118', '07118_0005634_cnn_inception100.csv', '0.00453712']
['07439', '07439_0003169_cnn_inception100.csv', '0.000263296']
