['00250', '00250_0003803_cnn_inception100.csv', '6.47535e-06']
['00102', '00102_0001202_cnn_inception100.csv', '0.000300849']
['00244', '00244_0008179_cnn_inception100.csv', '0.00126762']
['00594', '00594_0004169_cnn_inception100.csv', '0.000294081']
['00955', '00955_0008302_cnn_inception100.csv', '0.0015715']
['00930', '00930_0004895_cnn_inception100.csv', '0.000615433']
['00675', '00675_0002559_cnn_inception100.csv', '0.00287855']
['00721', '00721_0003782_cnn_inception100.csv', '0.00060678']
['01970', '01970_0001452_cnn_inception100.csv', '0.000552304']
['01737', '01737_0013681_cnn_inception100.csv', '0.00178429']
['02639', '02639_0003173_cnn_inception100.csv', '0.0307929']
['02374', '02374_0005046_cnn_inception100.csv', '0.042628']
['03154', '03154_0002321_cnn_inception100.csv', '0.000308372']
['03114', '03114_0012002_cnn_inception100.csv', '0.000629032']
['03927', '03927_0003101_cnn_inception100.csv', '0.00129161']
['03953', '03953_0002417_cnn_inception100.csv', '0.00116708']
['04127', '04127_0007020_cnn_inception100.csv', '0.0272483']
['04131', '04131_0011307_cnn_inception100.csv', '0.000174811']
['04019', '04019_0003126_cnn_inception100.csv', '0.000633571']
['04794', '04794_0002458_cnn_inception100.csv', '0.000123994']
['05098', '05098_0006893_cnn_inception100.csv', '0.00218059']
['05243', '05243_0005444_cnn_inception100.csv', '0.0115439']
['05005', '05005_0001296_cnn_inception100.csv', '0.000448929']
['05603', '05603_0002857_cnn_inception100.csv', '0.00153126']
['05936', '05936_0001059_cnn_inception100.csv', '0.0050468']
['05655', '05655_0006588_cnn_inception100.csv', '0.00108371']
['05883', '05883_0005055_cnn_inception100.csv', '0.00578784']
['05879', '05879_0005292_cnn_inception100.csv', '2.09658e-05']
['06482', '06482_0004450_cnn_inception100.csv', '0.000605319']
['06894', '06894_0002380_cnn_inception100.csv', '0.000357435']
['07044', '07044_0002383_cnn_inception100.csv', '0.0875324']
['07249', '07249_0001124_cnn_inception100.csv', '0.000969721']
['07013', '07013_0003673_cnn_inception100.csv', '0.00338702']
['07365', '07365_0001441_cnn_inception100.csv', '0.0692802']
['07234', '07234_0004027_cnn_inception100.csv', '0.000933174']
