['00096', '00096_0004110_cnn_inception100.csv', '0.00235644']
['00142', '00142_0000307_cnn_inception100.csv', '0.0124333']
['00143', '00143_0005843_cnn_inception100.csv', '0.0598366']
['00041', '00041_0001458_cnn_inception100.csv', '0.000385079']
['00024', '00024_0021848_cnn_inception100.csv', '0.0146292']
['00219', '00219_0005741_cnn_inception100.csv', '0.0359616']
['00253', '00253_0001745_cnn_inception100.csv', '0.00415616']
['00461', '00461_0005916_cnn_inception100.csv', '4.00719e-06']
['00113', '00113_0010387_cnn_inception100.csv', '0.0115046']
['00016', '00016_0019632_cnn_inception100.csv', '0.00136539']
['00284', '00284_0000909_cnn_inception100.csv', '0.0010709']
['00659', '00659_0010203_cnn_inception100.csv', '0.00592091']
['00889', '00889_0001625_cnn_inception100.csv', '0.0124519']
['00819', '00819_0011704_cnn_inception100.csv', '0.00236653']
['00642', '00642_0001481_cnn_inception100.csv', '0.00464502']
['00697', '00697_0002391_cnn_inception100.csv', '0.0118966']
['00838', '00838_0038216_cnn_inception100.csv', '0.00234549']
['00638', '00638_0004433_cnn_inception100.csv', '0.010331']
['00973', '00973_0003304_cnn_inception100.csv', '0.000517418']
['00793', '00793_0002744_cnn_inception100.csv', '0.0036993']
['00702', '00702_0003385_cnn_inception100.csv', '0.0015282']
['00792', '00792_0029578_cnn_inception100.csv', '0.00101662']
['00824', '00824_0009270_cnn_inception100.csv', '4.64714e-06']
['01110', '01110_0006207_cnn_inception100.csv', '0.00366646']
['01376', '01376_0007251_cnn_inception100.csv', '0.00131991']
['01090', '01090_0015609_cnn_inception100.csv', '0.00128247']
['01401', '01401_0078402_cnn_inception100.csv', '0.00507351']
['01274', '01274_0002671_cnn_inception100.csv', '0.000243851']
['01330', '01330_0008933_cnn_inception100.csv', '0.000745222']
['01362', '01362_0002870_cnn_inception100.csv', '0.00187109']
['01310', '01310_0002393_cnn_inception100.csv', '0.0045671']
['01255', '01255_0001494_cnn_inception100.csv', '3.34794e-05']
['01004', '01004_0004982_cnn_inception100.csv', '0.00136426']
['01010', '01010_0001914_cnn_inception100.csv', '0.00846201']
['01279', '01279_0003316_cnn_inception100.csv', '0.00230457']
['01199', '01199_0005299_cnn_inception100.csv', '0.0138366']
['01368', '01368_0000389_cnn_inception100.csv', '0.00634323']
['01528', '01528_0003220_cnn_inception100.csv', '0.000933011']
['01826', '01826_0002103_cnn_inception100.csv', '0.001106']
['01811', '01811_0006483_cnn_inception100.csv', '0.00457504']
['01533', '01533_0010984_cnn_inception100.csv', '0.00169977']
['01938', '01938_0001587_cnn_inception100.csv', '0.0162']
['01789', '01789_0007623_cnn_inception100.csv', '0.00532603']
['01973', '01973_0013635_cnn_inception100.csv', '0.00128944']
['01571', '01571_0001570_cnn_inception100.csv', '0.0203805']
['01852', '01852_0018243_cnn_inception100.csv', '0.00284421']
['01769', '01769_0004189_cnn_inception100.csv', '0.00180882']
['01968', '01968_0012939_cnn_inception100.csv', '0.0014677']
['02878', '02878_0001540_cnn_inception100.csv', '0.00241001']
['02945', '02945_0004425_cnn_inception100.csv', '0.00269703']
['02502', '02502_0024949_cnn_inception100.csv', '0.00538797']
['02687', '02687_0002732_cnn_inception100.csv', '0.00759065']
['02984', '02984_0018539_cnn_inception100.csv', '0.0032957']
['02043', '02043_0003955_cnn_inception100.csv', '0.00238423']
['02279', '02279_0004345_cnn_inception100.csv', '0.00458462']
['02004', '02004_0002578_cnn_inception100.csv', '0.00170721']
['02182', '02182_0017034_cnn_inception100.csv', '0.000500481']
['02151', '02151_0003417_cnn_inception100.csv', '0.0119515']
['02336', '02336_0042843_cnn_inception100.csv', '0.00198633']
['02104', '02104_0005037_cnn_inception100.csv', '0.000408035']
['02307', '02307_0005990_cnn_inception100.csv', '0.00420775']
['02064', '02064_0002024_cnn_inception100.csv', '0.00193902']
['02438', '02438_0004800_cnn_inception100.csv', '0.00358065']
['02378', '02378_0002792_cnn_inception100.csv', '0.0171757']
['02181', '02181_0004528_cnn_inception100.csv', '0.000790494']
['02142', '02142_0001028_cnn_inception100.csv', '0.00711642']
['03270', '03270_0007153_cnn_inception100.csv', '0.00548949']
['03487', '03487_0002413_cnn_inception100.csv', '0.00248997']
['03017', '03017_0000439_cnn_inception100.csv', '0.00386005']
['03335', '03335_0021043_cnn_inception100.csv', '8.25279e-06']
['03254', '03254_0003292_cnn_inception100.csv', '0.0173447']
['03298', '03298_0001868_cnn_inception100.csv', '7.44223e-05']
['03435', '03435_0005157_cnn_inception100.csv', '0.00344343']
['03157', '03157_0000783_cnn_inception100.csv', '0.00309319']
['03116', '03116_0002839_cnn_inception100.csv', '0.0051477']
['03054', '03054_0003849_cnn_inception100.csv', '0.165996']
['03250', '03250_0001498_cnn_inception100.csv', '0.0714636']
['03538', '03538_0004222_cnn_inception100.csv', '0.000154639']
['03515', '03515_0000632_cnn_inception100.csv', '0.0108526']
['03896', '03896_0003192_cnn_inception100.csv', '0.00958768']
['03842', '03842_0007057_cnn_inception100.csv', '0.00168553']
['03954', '03954_0019171_cnn_inception100.csv', '0.00954719']
['03778', '03778_0006659_cnn_inception100.csv', '0.00150002']
['04090', '04090_0007258_cnn_inception100.csv', '0.00345268']
['04126', '04126_0004963_cnn_inception100.csv', '0.000271799']
['04365', '04365_0002098_cnn_inception100.csv', '0.000987006']
['04309', '04309_0001362_cnn_inception100.csv', '0.00159015']
['04449', '04449_0001864_cnn_inception100.csv', '0.00101732']
['04264', '04264_0012003_cnn_inception100.csv', '0.00148791']
['04374', '04374_0016347_cnn_inception100.csv', '0.00283897']
['04137', '04137_0000899_cnn_inception100.csv', '0.045592']
['04394', '04394_0004857_cnn_inception100.csv', '0.00421255']
['04335', '04335_0001755_cnn_inception100.csv', '0.00303662']
['04212', '04212_0008778_cnn_inception100.csv', '0.00210425']
['04215', '04215_0002465_cnn_inception100.csv', '4.67218e-05']
['04027', '04027_0005749_cnn_inception100.csv', '0.000216418']
['04668', '04668_0007365_cnn_inception100.csv', '0.000209606']
['04851', '04851_0002184_cnn_inception100.csv', '0.00165506']
['04545', '04545_0002715_cnn_inception100.csv', '0.0022754']
['04985', '04985_0110305_cnn_inception100.csv', '0.000538655']
['04714', '04714_0000655_cnn_inception100.csv', '0.00164085']
['04592', '04592_0053561_cnn_inception100.csv', '0.000665539']
['04763', '04763_0002602_cnn_inception100.csv', '0.0026192']
['04674', '04674_0001684_cnn_inception100.csv', '0.00247895']
['04827', '04827_0006576_cnn_inception100.csv', '0.00272331']
['04523', '04523_0011095_cnn_inception100.csv', '0.00256655']
['04577', '04577_0012934_cnn_inception100.csv', '0.00697135']
['04563', '04563_0002276_cnn_inception100.csv', '0.00298813']
['04702', '04702_0003274_cnn_inception100.csv', '0.00191368']
['04822', '04822_0003482_cnn_inception100.csv', '0.00357087']
['05340', '05340_0029950_cnn_inception100.csv', '0.00386797']
['05261', '05261_0009432_cnn_inception100.csv', '0.00272913']
['05064', '05064_0002210_cnn_inception100.csv', '0.0100721']
['05048', '05048_0009606_cnn_inception100.csv', '0.0240277']
['05273', '05273_0005187_cnn_inception100.csv', '0.00203513']
['05415', '05415_0010385_cnn_inception100.csv', '0.000831639']
['05082', '05082_0018196_cnn_inception100.csv', '0.00375658']
