['00302', '00302_0005784_cnn_inception100.csv', '7.71832e-05']
['00419', '00419_0003287_cnn_inception100.csv', '0.00104369']
['00701', '00701_0006670_cnn_inception100.csv', '5.7423e-05']
['00501', '00501_0000274_cnn_inception100.csv', '0.000668493']
['01370', '01370_0004188_cnn_inception100.csv', '0.000782069']
['01496', '01496_0000675_cnn_inception100.csv', '3.78272e-05']
['01071', '01071_0004654_cnn_inception100.csv', '0.00149172']
['01171', '01171_0006525_cnn_inception100.csv', '0.000862221']
['01147', '01147_0005229_cnn_inception100.csv', '0.00878534']
['02933', '02933_0002875_cnn_inception100.csv', '0.00219393']
['02851', '02851_0002618_cnn_inception100.csv', '0.000197646']
['02016', '02016_0003599_cnn_inception100.csv', '0.000158127']
['02451', '02451_0010195_cnn_inception100.csv', '0.0126632']
['02441', '02441_0006020_cnn_inception100.csv', '0.000133922']
['02120', '02120_0005032_cnn_inception100.csv', '4.69609e-05']
['03726', '03726_0003919_cnn_inception100.csv', '0.000686864']
['04357', '04357_0007568_cnn_inception100.csv', '0.000533184']
['04649', '04649_0006043_cnn_inception100.csv', '0.0017799']
['05422', '05422_0006347_cnn_inception100.csv', '0.00113451']
['05253', '05253_0004263_cnn_inception100.csv', '0.000327883']
['05906', '05906_0004045_cnn_inception100.csv', '0.00280804']
['06077', '06077_0002854_cnn_inception100.csv', '0.00274781']
['06650', '06650_0001829_cnn_inception100.csv', '0.000580881']
['07420', '07420_0004261_cnn_inception100.csv', '0.000555415']
['07288', '07288_0001619_cnn_inception100.csv', '0.00040683']
['07166', '07166_0001095_cnn_inception100.csv', '0.00172616']
