['00065', '00065_0005799_cnn_inception100.csv', '2.31351e-06']
['00001', '00001_0001302_cnn_inception100.csv', '3.21067e-06']
['00431', '00431_0007845_cnn_inception100.csv', '0.00416546']
['00344', '00344_0001674_cnn_inception100.csv', '0.00131457']
['00658', '00658_0001330_cnn_inception100.csv', '0.00139417']
['00595', '00595_0003952_cnn_inception100.csv', '1.86715e-06']
['00698', '00698_0002312_cnn_inception100.csv', '0.000632171']
['00825', '00825_0002477_cnn_inception100.csv', '0.000141402']
['01145', '01145_0004326_cnn_inception100.csv', '1.10612e-05']
['01187', '01187_0003529_cnn_inception100.csv', '0.00285987']
['01040', '01040_0004426_cnn_inception100.csv', '5.38256e-05']
['01274', '01274_0002671_cnn_inception100.csv', '0.000236034']
['01331', '01331_0012940_cnn_inception100.csv', '0.00048205']
['01124', '01124_0006390_cnn_inception100.csv', '2.91555e-07']
['01230', '01230_0004960_cnn_inception100.csv', '0.000454524']
['01580', '01580_0006920_cnn_inception100.csv', '0.00213861']
['01668', '01668_0002762_cnn_inception100.csv', '0.00136619']
['01639', '01639_0009790_cnn_inception100.csv', '3.93114e-08']
['01554', '01554_0000394_cnn_inception100.csv', '6.75082e-06']
['01933', '01933_0004405_cnn_inception100.csv', '0.00045391']
['02705', '02705_0005628_cnn_inception100.csv', '0.0288006']
['02876', '02876_0000707_cnn_inception100.csv', '4.56662e-07']
['02841', '02841_0000934_cnn_inception100.csv', '1.37712e-06']
['02808', '02808_0010874_cnn_inception100.csv', '0.00354575']
['02988', '02988_0007963_cnn_inception100.csv', '2.43944e-05']
['02772', '02772_0006140_cnn_inception100.csv', '5.3937e-06']
['02730', '02730_0004914_cnn_inception100.csv', '4.82869e-05']
['02712', '02712_0001041_cnn_inception100.csv', '2.08718e-05']
['02359', '02359_0008508_cnn_inception100.csv', '1.95291e-07']
['02420', '02420_0009129_cnn_inception100.csv', '7.49207e-05']
['02113', '02113_0004100_cnn_inception100.csv', '0.00124125']
['03224', '03224_0001106_cnn_inception100.csv', '0.000524063']
['03246', '03246_0012219_cnn_inception100.csv', '0.00234815']
['03248', '03248_0004691_cnn_inception100.csv', '0.0016865']
['03247', '03247_0004733_cnn_inception100.csv', '0.00323887']
['03309', '03309_0002098_cnn_inception100.csv', '0.0141753']
['03347', '03347_0002089_cnn_inception100.csv', '0.007951']
['03031', '03031_0005341_cnn_inception100.csv', '1.89754e-07']
['03408', '03408_0002294_cnn_inception100.csv', '0.00708353']
['03799', '03799_0005028_cnn_inception100.csv', '7.21051e-06']
['03692', '03692_0001954_cnn_inception100.csv', '0.000827601']
['03894', '03894_0006201_cnn_inception100.csv', '0.000873359']
['04364', '04364_0004133_cnn_inception100.csv', '5.83092e-05']
['04296', '04296_0006401_cnn_inception100.csv', '0.0015148']
['04200', '04200_0011576_cnn_inception100.csv', '0.00540255']
['04358', '04358_0005415_cnn_inception100.csv', '0.0114421']
['04420', '04420_0000145_cnn_inception100.csv', '0.0040313']
['04656', '04656_0002258_cnn_inception100.csv', '0.00881929']
['04707', '04707_0002233_cnn_inception100.csv', '0.00202478']
['05091', '05091_0003216_cnn_inception100.csv', '3.90869e-07']
['05070', '05070_0001457_cnn_inception100.csv', '0.00161469']
['05221', '05221_0000918_cnn_inception100.csv', '0.00423071']
['05481', '05481_0005545_cnn_inception100.csv', '0.00149324']
['05222', '05222_0004158_cnn_inception100.csv', '0.00112243']
['05727', '05727_0011518_cnn_inception100.csv', '0.00940401']
['05917', '05917_0004888_cnn_inception100.csv', '3.99158e-06']
['06171', '06171_0010781_cnn_inception100.csv', '6.4498e-08']
['06499', '06499_0007109_cnn_inception100.csv', '0.00224631']
['06454', '06454_0007957_cnn_inception100.csv', '1.99584e-06']
['06511', '06511_0002738_cnn_inception100.csv', '0.0093652']
['07072', '07072_0004570_cnn_inception100.csv', '7.33531e-07']
['07220', '07220_0005828_cnn_inception100.csv', '1.07237e-05']
