['00065', '00065_0005799_cnn_inception100.csv', '3.02263e-06']
['00498', '00498_0008613_cnn_inception100.csv', '0.00268177']
['00454', '00454_0003884_cnn_inception100.csv', '0.0016394']
['00260', '00260_0018412_cnn_inception100.csv', '0.00150743']
['00052', '00052_0004328_cnn_inception100.csv', '0.00120338']
['00315', '00315_0002755_cnn_inception100.csv', '0.00247859']
['00157', '00157_0006977_cnn_inception100.csv', '0.00794143']
['00229', '00229_0002611_cnn_inception100.csv', '0.30904']
['00264', '00264_0002125_cnn_inception100.csv', '0.00240779']
['00492', '00492_0002672_cnn_inception100.csv', '0.002825']
['00345', '00345_0002996_cnn_inception100.csv', '0.00618596']
['00184', '00184_0004376_cnn_inception100.csv', '0.00121855']
['00343', '00343_0006041_cnn_inception100.csv', '0.00619586']
['00171', '00171_0002631_cnn_inception100.csv', '0.00477898']
['00369', '00369_0017563_cnn_inception100.csv', '0.00507802']
['00029', '00029_0001879_cnn_inception100.csv', '0.00361368']
['00428', '00428_0005964_cnn_inception100.csv', '0.000148203']
['00045', '00045_0000885_cnn_inception100.csv', '0.00143961']
['00421', '00421_0003478_cnn_inception100.csv', '0.000272747']
['00859', '00859_0000004_cnn_inception100.csv', '0.000974374']
['00866', '00866_0005554_cnn_inception100.csv', '0.0295733']
['00834', '00834_0005022_cnn_inception100.csv', '0.00443203']
['00604', '00604_0000939_cnn_inception100.csv', '0.0139837']
['00588', '00588_0004719_cnn_inception100.csv', '0.0013667']
['00747', '00747_0003049_cnn_inception100.csv', '0.00176918']
['00948', '00948_0024781_cnn_inception100.csv', '0.00255953']
['00706', '00706_0002020_cnn_inception100.csv', '0.00579529']
['00738', '00738_0000836_cnn_inception100.csv', '0.000966732']
['00557', '00557_0000836_cnn_inception100.csv', '0.00715879']
['00592', '00592_0008835_cnn_inception100.csv', '0.000885092']
['00887', '00887_0001360_cnn_inception100.csv', '0.000649626']
['00696', '00696_0000554_cnn_inception100.csv', '0.0106456']
['00986', '00986_0001587_cnn_inception100.csv', '0.0014997']
['00760', '00760_0005901_cnn_inception100.csv', '0.0173001']
['00552', '00552_0002148_cnn_inception100.csv', '0.00158919']
['00530', '00530_0001198_cnn_inception100.csv', '9.06495e-05']
['00792', '00792_0029578_cnn_inception100.csv', '0.00191176']
['00934', '00934_0007464_cnn_inception100.csv', '0.000991685']
['00905', '00905_0001110_cnn_inception100.csv', '0.102747']
['00969', '00969_0005339_cnn_inception100.csv', '0.00526007']
['00682', '00682_0004277_cnn_inception100.csv', '0.00211691']
['00649', '00649_0001792_cnn_inception100.csv', '0.00043728']
['00677', '00677_0000978_cnn_inception100.csv', '0.00494389']
['01180', '01180_0004072_cnn_inception100.csv', '0.00136517']
['01455', '01455_0024662_cnn_inception100.csv', '0.00147802']
