['00065', '00065_0005799_cnn_inception100.csv', '3.00426e-05']
['00001', '00001_0001302_cnn_inception100.csv', '7.41067e-05']
['00267', '00267_0005136_cnn_inception100.csv', '2.39877e-06']
['00280', '00280_0003839_cnn_inception100.csv', '4.1957e-06']
['00428', '00428_0005964_cnn_inception100.csv', '1.58565e-05']
['00825', '00825_0002477_cnn_inception100.csv', '1.68866e-05']
['01145', '01145_0004326_cnn_inception100.csv', '9.53445e-06']
['01294', '01294_0003101_cnn_inception100.csv', '0.00318532']
['01040', '01040_0004426_cnn_inception100.csv', '0.000841119']
['01274', '01274_0002671_cnn_inception100.csv', '0.0194166']
['01886', '01886_0000602_cnn_inception100.csv', '0.00299394']
['01791', '01791_0005965_cnn_inception100.csv', '0.00315719']
['01698', '01698_0001248_cnn_inception100.csv', '7.73277e-06']
['01639', '01639_0009790_cnn_inception100.csv', '3.22524e-07']
['01554', '01554_0000394_cnn_inception100.csv', '3.46891e-06']
['02705', '02705_0005628_cnn_inception100.csv', '0.000742378']
['02876', '02876_0000707_cnn_inception100.csv', '7.49979e-08']
['02841', '02841_0000934_cnn_inception100.csv', '2.35555e-05']
['02606', '02606_0016449_cnn_inception100.csv', '0.000105273']
['02988', '02988_0007963_cnn_inception100.csv', '0.00400392']
['02772', '02772_0006140_cnn_inception100.csv', '2.26269e-05']
['02730', '02730_0004914_cnn_inception100.csv', '6.75217e-05']
['02712', '02712_0001041_cnn_inception100.csv', '1.35691e-06']
['02359', '02359_0008508_cnn_inception100.csv', '2.28775e-08']
['02420', '02420_0009129_cnn_inception100.csv', '0.000672772']
['02318', '02318_0002276_cnn_inception100.csv', '0.00148957']
['02370', '02370_0008146_cnn_inception100.csv', '0.00166732']
['03122', '03122_0007309_cnn_inception100.csv', '0.00644073']
['03031', '03031_0005341_cnn_inception100.csv', '1.29177e-08']
['03670', '03670_0005032_cnn_inception100.csv', '0.00633054']
['03513', '03513_0005103_cnn_inception100.csv', '0.00491949']
['03690', '03690_0001676_cnn_inception100.csv', '0.000173909']
['03799', '03799_0005028_cnn_inception100.csv', '2.18373e-05']
['03754', '03754_0006145_cnn_inception100.csv', '0.00158695']
['04251', '04251_0010147_cnn_inception100.csv', '1.79886e-06']
['04364', '04364_0004133_cnn_inception100.csv', '0.000537047']
['04002', '04002_0003650_cnn_inception100.csv', '1.11994e-05']
['04328', '04328_0003141_cnn_inception100.csv', '0.00157354']
['04604', '04604_0000111_cnn_inception100.csv', '8.22059e-05']
['04620', '04620_0007587_cnn_inception100.csv', '0.000897644']
['05065', '05065_0001153_cnn_inception100.csv', '0.00039673']
['05091', '05091_0003216_cnn_inception100.csv', '2.82213e-07']
['05221', '05221_0000918_cnn_inception100.csv', '0.0849681']
['05467', '05467_0026594_cnn_inception100.csv', '0.00443332']
['05752', '05752_0008371_cnn_inception100.csv', '3.25873e-05']
['05578', '05578_0013538_cnn_inception100.csv', '0.00379503']
['05917', '05917_0004888_cnn_inception100.csv', '3.45365e-06']
['05959', '05959_0002174_cnn_inception100.csv', '0.000534425']
['05759', '05759_0000609_cnn_inception100.csv', '0.0016309']
['06171', '06171_0010781_cnn_inception100.csv', '1.75342e-07']
['06040', '06040_0000253_cnn_inception100.csv', '0.00245441']
['06172', '06172_0004899_cnn_inception100.csv', '0.00314333']
['06591', '06591_0002980_cnn_inception100.csv', '0.0319244']
['06548', '06548_0016036_cnn_inception100.csv', '0.000509996']
['07072', '07072_0004570_cnn_inception100.csv', '5.48323e-06']
['07220', '07220_0005828_cnn_inception100.csv', '0.00741651']
