['00400', '00400_0005486_cnn_inception100.csv', '0.00716736']
['00256', '00256_0002818_cnn_inception100.csv', '0.00210941']
['00105', '00105_0021847_cnn_inception100.csv', '0.00044939']
['00085', '00085_0002099_cnn_inception100.csv', '0.00380459']
['00217', '00217_0010083_cnn_inception100.csv', '0.00300415']
['00380', '00380_0037607_cnn_inception100.csv', '0.00296207']
['00107', '00107_0010099_cnn_inception100.csv', '0.00406994']
['00395', '00395_0002288_cnn_inception100.csv', '0.00350894']
['00108', '00108_0007691_cnn_inception100.csv', '0.00104511']
['00367', '00367_0016472_cnn_inception100.csv', '0.00506496']
['00278', '00278_0028606_cnn_inception100.csv', '0.00454967']
['00602', '00602_0011263_cnn_inception100.csv', '0.00333618']
['00692', '00692_0007973_cnn_inception100.csv', '0.00242133']
['00575', '00575_0028807_cnn_inception100.csv', '0.00295467']
['00985', '00985_0000765_cnn_inception100.csv', '0.00186097']
['00971', '00971_0009178_cnn_inception100.csv', '0.00117938']
['00620', '00620_0000632_cnn_inception100.csv', '0.00180544']
['00872', '00872_0003222_cnn_inception100.csv', '0.00352737']
['00674', '00674_0003441_cnn_inception100.csv', '0.00336082']
['00897', '00897_0006958_cnn_inception100.csv', '0.000345479']
['00717', '00717_0003216_cnn_inception100.csv', '0.00127046']
['00787', '00787_0002230_cnn_inception100.csv', '0.00365336']
['00553', '00553_0003866_cnn_inception100.csv', '0.00143976']
['01322', '01322_0008089_cnn_inception100.csv', '0.00161553']
['01111', '01111_0004895_cnn_inception100.csv', '0.00425696']
['01324', '01324_0004535_cnn_inception100.csv', '0.00170592']
['01234', '01234_0008374_cnn_inception100.csv', '0.00172696']
['01205', '01205_0003191_cnn_inception100.csv', '0.00209898']
['01363', '01363_0007389_cnn_inception100.csv', '0.00275776']
['01472', '01472_0028651_cnn_inception100.csv', '0.00135185']
['01283', '01283_0008711_cnn_inception100.csv', '0.000828734']
['01100', '01100_0015463_cnn_inception100.csv', '0.00318588']
['01737', '01737_0013681_cnn_inception100.csv', '0.00178073']
['01745', '01745_0002497_cnn_inception100.csv', '0.00127757']
['02734', '02734_0000724_cnn_inception100.csv', '0.00360148']
['02883', '02883_0001958_cnn_inception100.csv', '0.00156871']
['02974', '02974_0000756_cnn_inception100.csv', '0.000343529']
['02578', '02578_0002521_cnn_inception100.csv', '0.00183406']
['02893', '02893_0006692_cnn_inception100.csv', '0.000790719']
['02694', '02694_0002173_cnn_inception100.csv', '9.35321e-06']
['02572', '02572_0026339_cnn_inception100.csv', '0.00160159']
['02394', '02394_0001174_cnn_inception100.csv', '0.00313059']
['02190', '02190_0008160_cnn_inception100.csv', '0.00757965']
['02198', '02198_0005782_cnn_inception100.csv', '0.00208729']
['02066', '02066_0002668_cnn_inception100.csv', '0.00157738']
['02449', '02449_0000466_cnn_inception100.csv', '7.05416e-05']
['02031', '02031_0000404_cnn_inception100.csv', '0.00204438']
['03028', '03028_0004316_cnn_inception100.csv', '0.00966515']
['03184', '03184_0004241_cnn_inception100.csv', '0.00163724']
['03245', '03245_0002641_cnn_inception100.csv', '0.00311596']
['03022', '03022_0000303_cnn_inception100.csv', '0.00582153']
['03221', '03221_0005163_cnn_inception100.csv', '0.0277328']
['03336', '03336_0001040_cnn_inception100.csv', '0.00209155']
['03257', '03257_0008381_cnn_inception100.csv', '0.0040361']
['03918', '03918_0012731_cnn_inception100.csv', '0.0017919']
['03913', '03913_0001049_cnn_inception100.csv', '0.00225906']
['04454', '04454_0000363_cnn_inception100.csv', '0.00641396']
['04054', '04054_0002666_cnn_inception100.csv', '0.00224133']
['04102', '04102_0002496_cnn_inception100.csv', '0.00241494']
['04867', '04867_0032196_cnn_inception100.csv', '0.00234722']
['04658', '04658_0009925_cnn_inception100.csv', '0.00412181']
['04765', '04765_0002495_cnn_inception100.csv', '0.00482553']
['04594', '04594_0033431_cnn_inception100.csv', '0.00401285']
['04703', '04703_0014858_cnn_inception100.csv', '0.00240932']
['04847', '04847_0004706_cnn_inception100.csv', '0.00343819']
['04812', '04812_0007276_cnn_inception100.csv', '0.00281321']
