['00291', '00291_0002624_cnn_inception100.csv', '0.00122632']
['00303', '00303_0004492_cnn_inception100.csv', '0.00131142']
['00137', '00137_0000967_cnn_inception100.csv', '0.000954928']
['01463', '01463_0028360_cnn_inception100.csv', '0.00173465']
['01164', '01164_0001140_cnn_inception100.csv', '0.0013471']
['01549', '01549_0002573_cnn_inception100.csv', '0.00727235']
['01841', '01841_0002184_cnn_inception100.csv', '0.00146959']
['01792', '01792_0004551_cnn_inception100.csv', '0.00152634']
['02554', '02554_0011197_cnn_inception100.csv', '0.00308976']
['02760', '02760_0006886_cnn_inception100.csv', '0.00173528']
['02941', '02941_0004548_cnn_inception100.csv', '0.00175037']
['02193', '02193_0003536_cnn_inception100.csv', '0.00528444']
['03697', '03697_0002214_cnn_inception100.csv', '0.00164736']
['04153', '04153_0003514_cnn_inception100.csv', '0.00141789']
['04739', '04739_0002574_cnn_inception100.csv', '4.21639e-06']
['05468', '05468_0003633_cnn_inception100.csv', '0.0002268']
['06052', '06052_0003349_cnn_inception100.csv', '0.00140111']
['06655', '06655_0000676_cnn_inception100.csv', '0.00209804']
['07445', '07445_0002310_cnn_inception100.csv', '0.0017355']
['07436', '07436_0001303_cnn_inception100.csv', '0.00145797']
['07431', '07431_0025111_cnn_inception100.csv', '0.00321257']
