['01610', '01610_0003017_cnn_inception100.csv', '6.13013e-05']
['01585', '01585_0000782_cnn_inception100.csv', '0.000261452']
['02808', '02808_0010874_cnn_inception100.csv', '0.00191747']
['02939', '02939_0008255_cnn_inception100.csv', '0.00292315']
['02186', '02186_0000436_cnn_inception100.csv', '0.108822']
['03230', '03230_0016424_cnn_inception100.csv', '0.00116078']
['03951', '03951_0001351_cnn_inception100.csv', '0.00199914']
['03549', '03549_0003745_cnn_inception100.csv', '0.00094843']
['04913', '04913_0000162_cnn_inception100.csv', '0.000994959']
['04937', '04937_0000209_cnn_inception100.csv', '0.00271899']
['04759', '04759_0007312_cnn_inception100.csv', '0.002289']
['05300', '05300_0017258_cnn_inception100.csv', '0.00294725']
['05701', '05701_0004232_cnn_inception100.csv', '0.0153877']
['06185', '06185_0003128_cnn_inception100.csv', '0.00149006']
['06330', '06330_0006892_cnn_inception100.csv', '0.000254457']
['06431', '06431_0007212_cnn_inception100.csv', '0.0707887']
['06376', '06376_0005806_cnn_inception100.csv', '0.0047556']
['06933', '06933_0034513_cnn_inception100.csv', '0.000591474']
['06703', '06703_0011037_cnn_inception100.csv', '0.00146662']
['06890', '06890_0003216_cnn_inception100.csv', '0.00227561']
['06688', '06688_0004688_cnn_inception100.csv', '0.000100924']
['06573', '06573_0001527_cnn_inception100.csv', '0.00497229']
