['00269', '00269_0002099_cnn_inception100.csv', '1.37963e-05']
['00193', '00193_0005958_cnn_inception100.csv', '0.00670458']
['00657', '00657_0001261_cnn_inception100.csv', '0.00459357']
['00981', '00981_0002392_cnn_inception100.csv', '0.00151327']
['01388', '01388_0003549_cnn_inception100.csv', '0.0006073']
['01146', '01146_0004309_cnn_inception100.csv', '0.00139893']
['01911', '01911_0004393_cnn_inception100.csv', '0.036163']
['01756', '01756_0008271_cnn_inception100.csv', '0.000662712']
['02646', '02646_0001013_cnn_inception100.csv', '0.00135854']
['02624', '02624_0002623_cnn_inception100.csv', '0.00268816']
['02815', '02815_0007369_cnn_inception100.csv', '0.00628712']
['02547', '02547_0002593_cnn_inception100.csv', '0.0025155']
['02781', '02781_0008575_cnn_inception100.csv', '0.000920738']
['02829', '02829_0002165_cnn_inception100.csv', '0.000291995']
['02224', '02224_0002521_cnn_inception100.csv', '0.00259916']
['02270', '02270_0000602_cnn_inception100.csv', '0.00725937']
['02470', '02470_0005164_cnn_inception100.csv', '0.000344365']
['03229', '03229_0033050_cnn_inception100.csv', '0.00137771']
['03096', '03096_0004648_cnn_inception100.csv', '0.00013092']
['04181', '04181_0002159_cnn_inception100.csv', '0.0224807']
['04153', '04153_0003514_cnn_inception100.csv', '0.000716514']
['04789', '04789_0002172_cnn_inception100.csv', '0.000802389']
['05005', '05005_0001296_cnn_inception100.csv', '0.00328922']
['05510', '05510_0004384_cnn_inception100.csv', '0.000510344']
['05894', '05894_0000949_cnn_inception100.csv', '9.09583e-06']
['05875', '05875_0005586_cnn_inception100.csv', '0.00156355']
['05952', '05952_0004757_cnn_inception100.csv', '0.00827473']
['05808', '05808_0004456_cnn_inception100.csv', '0.00181496']
['06304', '06304_0005965_cnn_inception100.csv', '0.0150981']
['06246', '06246_0000631_cnn_inception100.csv', '0.0019188']
['06008', '06008_0005620_cnn_inception100.csv', '0.00271516']
['06878', '06878_0000445_cnn_inception100.csv', '0.000989307']
['06623', '06623_0001648_cnn_inception100.csv', '0.00078649']
['07336', '07336_0003585_cnn_inception100.csv', '0.00183922']
['07174', '07174_0004514_cnn_inception100.csv', '0.00470066']
