['00293', '00293_0007832_cnn_inception100.csv', '0.0419556']
['00116', '00116_0003602_cnn_inception100.csv', '0.0300036']
['00166', '00166_0013268_cnn_inception100.csv', '0.000315765']
['00391', '00391_0060740_cnn_inception100.csv', '0.00315083']
['00151', '00151_0003855_cnn_inception100.csv', '0.0035957']
['00158', '00158_0002927_cnn_inception100.csv', '0.00577333']
['00238', '00238_0008330_cnn_inception100.csv', '0.00604943']
['00404', '00404_0001460_cnn_inception100.csv', '0.0033459']
['00237', '00237_0002615_cnn_inception100.csv', '0.0764827']
['00163', '00163_0001298_cnn_inception100.csv', '0.00289005']
['00472', '00472_0000875_cnn_inception100.csv', '0.00180334']
['00043', '00043_0004693_cnn_inception100.csv', '0.00110612']
['00694', '00694_0001167_cnn_inception100.csv', '0.00261242']
['00632', '00632_0011139_cnn_inception100.csv', '0.162478']
['00606', '00606_0003146_cnn_inception100.csv', '0.00185747']
['00989', '00989_0003434_cnn_inception100.csv', '0.00189133']
['00716', '00716_0005857_cnn_inception100.csv', '0.0199493']
['00910', '00910_0017378_cnn_inception100.csv', '0.00244148']
['00787', '00787_0002230_cnn_inception100.csv', '0.00251408']
['00967', '00967_0002938_cnn_inception100.csv', '0.00116906']
['00683', '00683_0002216_cnn_inception100.csv', '0.0298801']
['01324', '01324_0004535_cnn_inception100.csv', '0.0037817']
['01232', '01232_0001464_cnn_inception100.csv', '0.00418713']
['01275', '01275_0002098_cnn_inception100.csv', '0.129562']
['01244', '01244_0007611_cnn_inception100.csv', '0.00301224']
['01082', '01082_0010487_cnn_inception100.csv', '0.0169354']
['01211', '01211_0004037_cnn_inception100.csv', '0.00263549']
['01435', '01435_0018501_cnn_inception100.csv', '0.0498226']
['01467', '01467_0003353_cnn_inception100.csv', '0.00168601']
['01224', '01224_0008635_cnn_inception100.csv', '0.00282921']
['01131', '01131_0000273_cnn_inception100.csv', '0.000706098']
['01392', '01392_0006206_cnn_inception100.csv', '0.00584883']
['01947', '01947_0002579_cnn_inception100.csv', '0.0248527']
['01544', '01544_0005519_cnn_inception100.csv', '0.00389731']
['01603', '01603_0003399_cnn_inception100.csv', '0.000143503']
['01693', '01693_0007696_cnn_inception100.csv', '0.00267137']
['01602', '01602_0032129_cnn_inception100.csv', '0.00207321']
['01861', '01861_0005134_cnn_inception100.csv', '0.00338026']
['01618', '01618_0004193_cnn_inception100.csv', '0.00194742']
['01889', '01889_0004956_cnn_inception100.csv', '0.00192063']
['01772', '01772_0007350_cnn_inception100.csv', '0.0848722']
['01600', '01600_0003945_cnn_inception100.csv', '0.0196491']
['01647', '01647_0007839_cnn_inception100.csv', '0.00314518']
['01591', '01591_0000618_cnn_inception100.csv', '0.0945539']
['02794', '02794_0002899_cnn_inception100.csv', '0.00348652']
['02957', '02957_0004142_cnn_inception100.csv', '0.00163273']
['02622', '02622_0000157_cnn_inception100.csv', '0.00433181']
['02870', '02870_0000383_cnn_inception100.csv', '0.00173348']
['02864', '02864_0002888_cnn_inception100.csv', '0.0433174']
['02698', '02698_0006943_cnn_inception100.csv', '0.00312539']
['02579', '02579_0004136_cnn_inception100.csv', '0.0316355']
['02721', '02721_0013058_cnn_inception100.csv', '0.00130277']
['02513', '02513_0005832_cnn_inception100.csv', '0.00232402']
['02557', '02557_0003442_cnn_inception100.csv', '0.0452438']
['02755', '02755_0003090_cnn_inception100.csv', '0.0086254']
['02627', '02627_0010385_cnn_inception100.csv', '0.0021453']
['02619', '02619_0001097_cnn_inception100.csv', '0.0016287']
['02889', '02889_0003639_cnn_inception100.csv', '0.00206319']
['02802', '02802_0006554_cnn_inception100.csv', '0.000186019']
['02521', '02521_0000423_cnn_inception100.csv', '0.00138915']
