['00353', '00353_0003863_cnn_inception100.csv', '0.00279271']
['00308', '00308_0002583_cnn_inception100.csv', '0.00168113']
['00938', '00938_0007026_cnn_inception100.csv', '0.00146717']
['00837', '00837_0002926_cnn_inception100.csv', '0.00197567']
['00917', '00917_0001517_cnn_inception100.csv', '0.00337137']
['00570', '00570_0003625_cnn_inception100.csv', '0.0011959']
['01006', '01006_0004424_cnn_inception100.csv', '0.00176818']
['01479', '01479_0002243_cnn_inception100.csv', '0.000947097']
['01237', '01237_0000154_cnn_inception100.csv', '0.000414141']
['01298', '01298_0000214_cnn_inception100.csv', '0.00374916']
['01473', '01473_0006817_cnn_inception100.csv', '0.00937878']
['01302', '01302_0004219_cnn_inception100.csv', '0.000931422']
['01545', '01545_0084176_cnn_inception100.csv', '0.148676']
['01818', '01818_0000782_cnn_inception100.csv', '0.00230357']
['01787', '01787_0011221_cnn_inception100.csv', '0.00255457']
['01974', '01974_0006951_cnn_inception100.csv', '0.00326243']
['01994', '01994_0004145_cnn_inception100.csv', '0.00172804']
['02767', '02767_0003469_cnn_inception100.csv', '0.00299716']
['02638', '02638_0002098_cnn_inception100.csv', '0.00740561']
['02356', '02356_0009074_cnn_inception100.csv', '0.00635989']
['02105', '02105_0001383_cnn_inception100.csv', '0.00308316']
['02415', '02415_0011761_cnn_inception100.csv', '7.57911e-05']
['03296', '03296_0006522_cnn_inception100.csv', '0.0013015']
['03400', '03400_0001106_cnn_inception100.csv', '0.00550369']
['03536', '03536_0013926_cnn_inception100.csv', '0.000625493']
['03621', '03621_0001745_cnn_inception100.csv', '0.00125915']
['03776', '03776_0002553_cnn_inception100.csv', '0.00269336']
['03519', '03519_0001961_cnn_inception100.csv', '0.00476817']
['03914', '03914_0013015_cnn_inception100.csv', '0.00143282']
['04348', '04348_0010359_cnn_inception100.csv', '0.00278667']
['04477', '04477_0001609_cnn_inception100.csv', '0.00241532']
['04216', '04216_0001624_cnn_inception100.csv', '0.00317319']
['04386', '04386_0006016_cnn_inception100.csv', '0.00479337']
['04304', '04304_0002735_cnn_inception100.csv', '0.00114819']
['04136', '04136_0004789_cnn_inception100.csv', '0.00183496']
['04411', '04411_0002429_cnn_inception100.csv', '0.00928906']
['04086', '04086_0025536_cnn_inception100.csv', '0.000175603']
['04520', '04520_0006382_cnn_inception100.csv', '0.00361582']
['04953', '04953_0007979_cnn_inception100.csv', '0.000193499']
['04551', '04551_0003986_cnn_inception100.csv', '0.000942545']
['04644', '04644_0002074_cnn_inception100.csv', '0.0126363']
['04655', '04655_0001333_cnn_inception100.csv', '0.00021482']
['05038', '05038_0009366_cnn_inception100.csv', '0.00468765']
['05431', '05431_0005674_cnn_inception100.csv', '0.0408771']
['05643', '05643_0001408_cnn_inception100.csv', '0.00586042']
['05820', '05820_0002104_cnn_inception100.csv', '0.00328653']
['05800', '05800_0001414_cnn_inception100.csv', '9.55547e-05']
['05824', '05824_0018220_cnn_inception100.csv', '0.0305769']
['05849', '05849_0002370_cnn_inception100.csv', '0.000612359']
['06223', '06223_0000463_cnn_inception100.csv', '0.00216642']
['06243', '06243_0005573_cnn_inception100.csv', '0.00400681']
['06501', '06501_0001824_cnn_inception100.csv', '0.0182042']
['06606', '06606_0003043_cnn_inception100.csv', '0.0483109']
['06838', '06838_0008731_cnn_inception100.csv', '0.0144314']
['06918', '06918_0017984_cnn_inception100.csv', '9.69327e-05']
['06576', '06576_0005707_cnn_inception100.csv', '0.00325701']
['06796', '06796_0003811_cnn_inception100.csv', '0.00840996']
['07014', '07014_0003731_cnn_inception100.csv', '0.00103854']
['07097', '07097_0005201_cnn_inception100.csv', '0.00147845']
