['00063', '00063_0008375_cnn_inception100.csv', '0.00142763']
['00377', '00377_0003723_cnn_inception100.csv', '1.17924e-05']
['00173', '00173_0001101_cnn_inception100.csv', '0.00188987']
['00382', '00382_0000003_cnn_inception100.csv', '0.00391627']
['00574', '00574_0001860_cnn_inception100.csv', '0.00106253']
['00922', '00922_0001608_cnn_inception100.csv', '0.00124744']
['00621', '00621_0010546_cnn_inception100.csv', '0.00143889']
['00611', '00611_0004399_cnn_inception100.csv', '0.000938907']
['00601', '00601_0002747_cnn_inception100.csv', '0.00150335']
['00891', '00891_0000130_cnn_inception100.csv', '0.00206485']
['00786', '00786_0002801_cnn_inception100.csv', '0.000911925']
['01061', '01061_0000670_cnn_inception100.csv', '0.00128321']
['01074', '01074_0002844_cnn_inception100.csv', '0.00227783']
['01587', '01587_0001290_cnn_inception100.csv', '0.000676102']
['01941', '01941_0006801_cnn_inception100.csv', '0.00336645']
['01855', '01855_0001846_cnn_inception100.csv', '0.00294902']
['01678', '01678_0010557_cnn_inception100.csv', '0.000484445']
['02885', '02885_0005193_cnn_inception100.csv', '0.00113972']
['02696', '02696_0001347_cnn_inception100.csv', '0.000564886']
['02601', '02601_0000302_cnn_inception100.csv', '0.00548063']
['02773', '02773_0005531_cnn_inception100.csv', '0.00510402']
['02302', '02302_0004458_cnn_inception100.csv', '0.0182075']
['02196', '02196_0002491_cnn_inception100.csv', '0.000991234']
['02428', '02428_0004660_cnn_inception100.csv', '0.00214708']
['02187', '02187_0002745_cnn_inception100.csv', '0.000212158']
['03427', '03427_0000459_cnn_inception100.csv', '0.00750279']
['03165', '03165_0003694_cnn_inception100.csv', '0.000888597']
['03190', '03190_0008228_cnn_inception100.csv', '0.00127682']
['03208', '03208_0004401_cnn_inception100.csv', '0.0039669']
['03126', '03126_0002615_cnn_inception100.csv', '0.00108572']
['03824', '03824_0005087_cnn_inception100.csv', '0.00129029']
['03870', '03870_0003439_cnn_inception100.csv', '0.00292285']
['03684', '03684_0000521_cnn_inception100.csv', '0.00208432']
['03878', '03878_0002126_cnn_inception100.csv', '0.00148186']
['03525', '03525_0008726_cnn_inception100.csv', '9.89298e-05']
['03872', '03872_0000828_cnn_inception100.csv', '0.000604731']
['04245', '04245_0009154_cnn_inception100.csv', '0.00017557']
['04405', '04405_0002418_cnn_inception100.csv', '0.000471827']
['04790', '04790_0007024_cnn_inception100.csv', '0.00124137']
['04687', '04687_0000534_cnn_inception100.csv', '0.00382329']
['04626', '04626_0001892_cnn_inception100.csv', '0.00122817']
['04879', '04879_0001069_cnn_inception100.csv', '0.000475432']
['04613', '04613_0001815_cnn_inception100.csv', '0.00784148']
['05242', '05242_0007540_cnn_inception100.csv', '0.00113585']
['05015', '05015_0007189_cnn_inception100.csv', '0.000167437']
['05058', '05058_0000565_cnn_inception100.csv', '0.00119274']
['05445', '05445_0004271_cnn_inception100.csv', '0.000459953']
['05573', '05573_0005715_cnn_inception100.csv', '0.0231155']
['05971', '05971_0001641_cnn_inception100.csv', '0.00028855']
['05739', '05739_0005345_cnn_inception100.csv', '0.00148484']
['05606', '05606_0002440_cnn_inception100.csv', '0.006395']
['05801', '05801_0003635_cnn_inception100.csv', '0.000732631']
['06296', '06296_0005662_cnn_inception100.csv', '0.000924765']
['06125', '06125_0000325_cnn_inception100.csv', '0.0562446']
['06173', '06173_0005065_cnn_inception100.csv', '0.00056659']
['06181', '06181_0000020_cnn_inception100.csv', '0.00336934']
['06897', '06897_0001339_cnn_inception100.csv', '0.000499203']
['06785', '06785_0005504_cnn_inception100.csv', '0.000845187']
['06770', '06770_0010242_cnn_inception100.csv', '0.000983336']
['07445', '07445_0002310_cnn_inception100.csv', '0.00578173']
['07304', '07304_0001626_cnn_inception100.csv', '0.0107038']
['07060', '07060_0000318_cnn_inception100.csv', '0.000596378']
